Joint Programme on Elimination of VAW in the Philippines (G102),UNFPA,PCW,0.06,0.06,0.06,0.06,01-Jan-09,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
Capacity to Monitor ICPD & MDGs (P103),UNFPA,DILG,0.07,0.07,0.06,0.06,01-Jan-06,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
Life skills Education for Youth (R306),UNFPA,"DepEd,  National Youth Commission, TESDA",0.23,0.23,0.18,0.18,01-Jan-05,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
Capacity to Manage Integrated RH (P207),UNFPA,"DOH, PN4491",0.22,0.22,0.22,0.22,01-Jan-05,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
Availability of RH Commodities (R204),UNFPA,"LMP, LCP",0.09,0.09,0.08,0.08,01-Jan-05,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
Linking POP/RH to Poverty (P202),UNFPA,"POPCOM, PCPD, PLCPD, Likhaan",0.90,0.90,0.89,0.89,01-Jan-05,31-Dec-11,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
Support to Poverty Reduction (P204),UNFPA,NAPC,0.03,0.03,0.02,0.02,,,Social Reform and Community Development,NCR,NCR,Mixed,Mixed,,,,,
"Strengthening Government Mechanisms in Mainstreaming Gender in the Reproductive Health, Population and Anti-VAW Programs",UNFPA,DSWD,0.15,0.15,0.15,0.15,01-Jan-05,31-Dec-11,Social Reform and Community Development,Multi-regional,"III, V, VII, VIII, XII, CAR, ARMM",TA,TA,,,,,
UNICEF,,,,,,,,,,,,,,,,,,
Cross Sectoral (M&E),UNICEF,,3.09,3.09,2.97,2.97,01-Jan-11,31-Dec-11,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Child Protection,UNICEF,,3.35,3.35,3.22,3.22,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Communication,UNICEF,,0.71,0.71,0.67,0.67,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Education,UNICEF,,4.05,4.05,3.96,3.96,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Health and Nutrition,UNICEF,,9.26,9.26,9.07,9.07,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
HIV and AIDS,UNICEF,,0.77,0.77,0.74,0.74,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
Social Policy & Local Development,UNICEF,,0.74,0.74,0.71,0.71,01-Jan-11,31-Dec-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,Others,Unspecified,,,,,
UNIDO,,,,,,,,,,,,,,,,,,
Sector plan to phase-out HCFC-141b in the foam sector,UNIDO,DENR,2.09,2.09,0.15,0.15,01-Jan-11,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,NCR/VII,Others,Others,,,,,
Demonstration of BAT & BEP in Fossil Fuel-Fired Utilities & Industrial Boilers in Response to the Stockholm Convention on POPs,UNIDO,EMB-DENR,0.67,0.67,0.53,0.53,01-May-10,30-Jun-14,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,NCR/III,Others,Others,,,,,
Global Programme to Demonstrate the Viability and Removal of Barriers (Project Code: GFPHI07001),UNIDO,DENR,4.11,4.11,3.85,3.85,01-Dec-07,31-Dec-11,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,NCR/VII,Others,Others,,,,,
USAID,,,,,,,,,,,,,,,,,,
Philippine Election Reform,USAID,COMELEC/Citizen's Coalition for ARMM Election Reform,2.00,2.00,1.91,1.91,01-Oct-07,30-Sep-09,Governance and Institutions Development,ARMM,ARMM,Mixed,TA/TCP,,,,,
Sustainable Health Improved through Empowerment and Local Development (SHIELD),USAID,DOH-ARMM,16.37,16.37,13.30,13.30,01-Oct-06,30-Sep-11,Social Reform and Community Development,ARMM,ARMM,Mixed,TCP with establishment of community organizations for health,,,,,
Danajon Bank Marine  Park Project,USAID,"DENR, BFAR, DOT, PNP, Philippine Navy or PCG, PO, NGOs, and Academe",0.50,0.50,0.13,0.13,28-Jan-11,27-Jan-13,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"VII, VIII",Mixed,"TA/ with IAC and adoption of Marine Park Governance & Management Plans, etc.",,,,,
Mainstreaming Climate Change in Biodiversity Planning and Conservation in the Philippines,USAID,LGUs/DENR/NGOs/ POs,0.99,0.99,0.13,0.13,13-Jan-11,12-Jan-13,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"X, XII, CAR",Mixed,TA/TCP,,,,,
Environmental Governance Project II (ECOGOV II),USAID,DENR,23.55,23.55,22.83,22.83,01-Oct-04,30-Sep-11,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"II, III, VI, VII, XI, XII, ARMM",Mixed,"Project-type TA: Forest and Forestlands Mgt, Solid Waste Mgt, Waster Water Mgt, Coastal Resources Mgt, Governance and Advocacy",,,,,
Fisheries Improved for Sustainable Harvest Project,USAID,"DA, BFAR",12.73,12.73,12.53,12.53,19-Sep-03,31-Dec-10,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"IVB, VII, XIII, ARMM",Mixed,"Capacity Building with National Policy Framework Improvement, etc.",,,,,
Barangay Justice for Peace Project,USAID,LGUs/DILG/MEDCO/CSOs,2.25,2.25,2.05,2.05,01-Oct-09,30-Sep-11,Governance and Institutions Development,Multi-regional,"IX, XI, XII, ARMM",Mixed,Project-type : integration of community-based alternative dispute resolution and training of barangay justice advocates,,,,,
The Integrity Project,USAID,Ombudsman/CSC/ COA,3.76,3.76,3.08,3.08,01-Oct-09,30-Sep-12,Governance and Institutions Development,Multi-regional,"NCR, VII, XI",Mixed,TA for the CIG as well as development of system for monitoring progress of corruption cases,,,,,
Strengthening Human Rights in the Phils. II,USAID,NGA/NGOs,2.00,2.00,1.93,1.93,01-Oct-09,30-Sep-11,Governance and Institutions Development,Multi-regional,Specific regions not identified,Mixed,TA/TCP,,,,,
TAG-4: Local Governance in Mindanao,USAID,NGAs/NGOs,3.00,3.00,2.46,2.46,01-Oct-09,31-Dec-12,Governance and Institutions Development,Multi-regional,"X, XI, XII",Mixed,TA/TCP/ setting up peer based accreditation processes for local resource training sessions,,,,,
Mitigating Localized Conflict in Mindanao and Sulu,USAID,"Various Agencies, LGUs",0.60,0.60,0.60,0.60,01-Oct-08,30-Sep-10,Governance and Institutions Development,Multi-regional,ARMM and Contiguous CAAM,Mixed,"Capacity Building, creation of pool fund system for immediate conflict resolution",,,,,
Growth with Equity in Mindanao III (GEM III),USAID,MEDCO,98.87,98.87,74.61,74.61,01-Jan-08,31-Dec-12,Governance and Institutions Development,Multi-regional,Mindanao-wide,Mixed,"Project type with components in Infra, Workforce, Governance, Business and Livelihood",,,,,
LINC-EG (Local Implementation of National Competitiveness for Economic Growth) Project,USAID,DAI/Nathan Group,7.13,7.13,6.76,6.76,01-Oct-08,30-Sep-12,"Industry, Trade and Tourism",Multi-regional,"X,XI,XIII",Mixed,study revisions and improvement of business processes,,,,,
Climate Change and Clean Energy Project,USAID,DOE/ERC/Others,3.13,3.13,1.97,1.97,10-May-10,31-Mar-11,Social Reform and Community Development,Multi-regional,"NCR, I, III, VI, IX",Mixed,"Policy Implementation, Institutional Strengthening, Climate Change Mitigation, Establishing Public Understanding and Support",,,,,
Private Sector Mobilization 2 (PRISM2) Project,USAID,DOH,16.67,16.67,11.94,11.94,30-Oct-09,29-Oct-14,Social Reform and Community Development,Multi-regional,"NCR, CAR, I-IV-A, VI-VIII, X-XII, CARAGA, ARMM",Mixed,"alliance building, advocacy and institutional development",,,,,
"Alliance for Mindanao Off Grid Renewable Energy III, AMORE III",USAID,DOE,4.16,4.16,3.23,3.23,27-Oct-09,30-Sep-13,Social Reform and Community Development,Multi-regional,"IX, XI, XII, XIII, ARMM",Mixed,"Barangay and Household electrification, School Electrification and Distance education, Capacity building of Brecda/ Construction of Potable water systems",,,,,
Philippine Sanitation Alliance,USAID,Various Agencies/ LGUs,1.71,1.71,1.64,1.64,01-Oct-07,30-Sep-11,Social Reform and Community Development,Multi-regional,"V, X, VI and 4th Dist",Mixed,"Hygiene promotion, onsite wastewater treatment, and septage management",,,,,
Private Sector Mobilization (PRISM) Project,USAID,DOH,32.00,32.00,32.00,32.00,14-Sep-04,31-Oct-09,Social Reform and Community Development,Multi-regional,"NCR, CAR, I-IV-A, VI-VIII, X-XII, CARAGA, ARMM",Mixed,"alliance building, advocacy and institutional development",,,,,
Philippine Water Revolving Fund (PWRF) Support Program,USAID,DOF,5.00,5.00,4.84,4.84,02-Oct-06,01-Oct-11,"Industry, Trade and Tourism",Multi-regional,"III, IV-A, VI, VII, IX, CAR",Others,Co-financing facility,,,,,
"Supporting Transparent, Accountable and Modern Elections in the Phils.",USAID,"COMELEC, Office of Internal Auditor, local election monitoring organizations",4.99,4.99,3.81,3.81,01-Oct-09,30-Sep-11,Governance and Institutions Development,ARMM,ARMM,TA,TA,,,,,
Rehabilitation and Conservation of Romblon Passage Marine Corridor Through an Integrated Community Based Resources Management Approaches,USAID,Various Agencies (COMELEC/Citizen's Coalition for ARMM Election Reform),0.36,0.36,0.08,0.08,28-Jan-11,27-Jan-13,"Agriculture, Agrarian Reform and Natural Resources",IVB,IVB,TA,TA,,,,,
Conservation of Biodiversity and Management of Natural Resources in Palawan and Mindanao,USAID,"LGUs, DENR,NGO, POs",1.00,1.00,0.29,0.29,03-Jan-11,02-Jan-13,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"IVB, X",TA,TA,,,,,
Partnership for Biodiversity Conservation II,USAID,DENR/DA,0.37,0.37,0.37,0.37,04-Jun-10,03-Jun-14,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"IVB, X, XIII",TA,TA,,,,,
Filipinos Unite to Sustain Innovative Solutions Against Trafficking in Persons,USAID,Various Agencies not Specified,0.90,0.90,0.00,0.00,30-Sep-11,30-Sep-14,Governance and Institutions Development,Multi-regional,Specific regions not identified,TA,TA,,,,,
"Economic Growth Hubs, Infrastructure and Competitiveness",USAID,DILG,6.22,6.22,4.03,4.03,01-Oct-09,30-Sep-12,Governance and Institutions Development,Multi-regional,"III, IVA,VI,VII,XI",TA,TA,,,,,
"Promoting Transparent, Fair and Peaceful Elections in the Phils in 2010",USAID,The Asia Foundation,1.44,1.44,1.27,1.27,01-Oct-09,31-Dec-10,Governance and Institutions Development,Multi-regional,Specific regions not identified,TA,TA,,,,,
PORT Project (Expanding Protective Services to Victims and Potential Victims of Trafficking through Organizing Responsive Task Forces against Trafficking in Ports and Pilot Hotspots in the Philippines),USAID,Various Agencies,2.24,2.24,1.85,1.85,30-Sep-05,31-May-11,Governance and Institutions Development,Multi-regional,"IX,X",TA,Direct services to women and children in trafficking situations and capacity building,,,,,
Sustainable Energy Development Program (SEDP),USAID,DOE,5.50,5.50,5.50,5.50,05-Feb-99,30-Sep-09,Infrastructure,Multi-regional,"NCR, CAR, VI, XI",TA,TA,,,,,
Health Policy Development Program-Policy Component,USAID,DOH,9.05,9.05,7.69,7.69,06-Oct-06,30-Sep-12,Social Reform and Community Development,Multi-regional,Mindanao-wide,TA,TA,,,,,
Health Sector Development Program-LGU Systems Strengthening Component,USAID,DOH,27.96,27.96,23.65,23.65,01-Oct-06,30-Sep-11,Social Reform and Community Development,Multi-regional,"I, II, III, V, VI, VII, VIII, Mindanao-wide ",TA,Capital Grant and TCP,,,,,
Tuberculosis and Infectious Disease Program,USAID,Phil. Business for Social Progress,17.86,17.86,15.78,15.78,30-Sep-06,30-Sep-11,Social Reform and Community Development,Multi-regional,"I, II, III, V, VI, VII, IX, X,XI, XII, XIII, ARMM  ",TA,TA,,,,,
Institutional Support to Public Sector Biotech Crops R&D in the Phils.,USAID,DA/BFAD/DOST/UP,1.00,1.00,0.36,0.36,01-Oct-09,30-Sep-12,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,TA,TA,,,,,
2011 Family Health Survey,USAID,NSO,1.50,1.50,1.29,1.29,08-Apr-11,16-Jan-12,Social Reform and Community Development,Nationwide,Nationwide,TA,TA,,,,,
Special Project Activities,USAID,Various Agencies,0.05,0.05,0.05,0.05,01-Oct-10,30-Sep-13,Social Reform and Community Development,Nationwide,Nationwide,TA,TA,,,,,
Technical Assistance to the DOH (USAID/DELIVER Project-Task Order 1,USAID,DOH,0.40,0.40,0.00,0.00,30-Sep-10,29-Sep-14,Social Reform and Community Development,Nationwide,Nationwide,TA,TA,,,,,
Enhancing Anti-Trafficking Law Enforcement in Metro Cebu,USAID,"IACAT, Region 7 DSWD and DOLE, DOJ, LGUs",0.80,0.80,0.31,0.31,01-Oct-10,30-Sep-12,Governance and Institutions Development,VII,VII,TA,TA,,,,,
Volunteers in Environmental Governance,USAID,DOH,0.45,0.45,0.39,0.39,29-Sep-04,30-Sep-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,"II, V, VII, VIII, IVB, VI, I",TCP,TCP with IAC,,,,,
Microenterprise Access to Banking Services Program IV,USAID,MEDCO,7.58,7.58,5.78,5.78,01-May-08,01-Mar-13,"Industry, Trade and Tourism",Multi-regional,"ARMM, X, XI, XII, XIII",TCP,TCP,,,,,
Credit Union Empowerment and Strengthening III (CUES III) (Completed),USAID,MEDCO,2.05,2.05,2.00,2.00,30-Sep-05,31-Mar-10,"Industry, Trade and Tourism",Multi-regional,"X, XI",TCP,TCP,,,,,
Literacy for Peace and Development (LIPAD),USAID,DepEd/ARMM/NGOS,0.35,0.35,0.27,0.27,09-Nov-10,08-Nov-13,Social Reform and Community Development,Multi-regional,"IX, XII, ARMM",TCP,TCP,,,,,
Health Promotions and Communication Project,USAID,DOH/ARMM,14.99,14.99,11.51,11.51,25-Jun-07,24-Jun-12,Social Reform and Community Development,Multi-regional,"I, II, III, V, VI, VII,  Mindanao-wide ",TCP,"BCC, Institutional Development and Capacity Building",,,,,
Education Quality and Access for Learning and Livelihood Skills (EQuALLS),USAID,DepEd/ARMM/ NGOs,60.04,60.04,58.01,58.01,28-Jul-06,27-Jul-11,Social Reform and Community Development,Multi-regional,"IX, XII, ARMM",TCP,TCP,,,,,
Micronutrient Program,USAID,DOH-ARMM,1.25,1.25,0.65,0.65,30-Sep-05,29-Sep-10,Social Reform and Community Development,Multi-regional,"I, II, III, V, VI, VII, Mindanao-wide, ARMM ",TCP,TCP,,,,,
Education Assistance Program for Mindanao (TUDLO-Mindanao),USAID,DILG,1.80,1.80,1.76,1.76,29-Sep-03,30-Sep-10,Social Reform and Community Development,Multi-regional,"ARMM, IX, XII",TCP,TCP,,,,,
Ridge to Reef - An Ecosystem Based Approach to Biodiversity Conservation and Development in the Philippines,USAID,"LGUs, NGOs, DA-BFAR, DENR, DOST & Academe",1.00,1.00,0.29,0.29,04-Feb-11,03-Feb-13,"Agriculture, Agrarian Reform and Natural Resources",X,X,TCP,TCP,,,,,
WB,,,,,,,,,,,,,,,,,,
Light Rail Transit Line 1 South Extension,WB,DPWH,1.00,1.00,0.06,0.06,29-Aug-07,29-Aug-12,Infrastructure,NCR,NCR,Capital Grant,Capital Grant For revalidation,,,,,
OTF - Philippines ODS Phase Out Inv. Proj. (PH ODS Investment Project),WB,DENR,30.00,30.00,21.60,21.60,06-Oct-04,31-Aug-11,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,Mixed,Mixed For revalidation,,,,,
Disaster Risk Reduction City-to-City Sharing Initiative for Developing Countries,WB,DILG/League of Cities,0.45,0.45,0.34,0.34,03-Mar-10,01-Jun-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Others,Not identified,,,,,
GEF Program supporting the National Program for Environment and Natural Resources Management Project,WB,DOF,7.00,7.00,3.74,3.74,07-Nov-04,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,Others,Not identified,,,,,
Developing A Knowledge Management and Exchange System for City Managers,WB,DILG/ League of Cities,0.46,0.46,0.46,0.46,12-Jun-11,31-Dec-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Trust fund,,,,,
Electric Cooperative System Loss Reduction Project,WB,LGU Guarantee Corporation,0.88,0.88,0.32,0.32,05-Nov-04,13-Dec-13,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Not identified,,,,,
Electric Cooperative System Loss Reduction Project,WB,DOF,11.12,11.12,0.72,0.72,05-Nov-04,13-Dec-13,Governance and Institutions Development,Multi-regional,Specific regions not identified,Others,Not identified,,,,,
Multi Donor Facility - PH Mindanao Reconstruction & Development,WB,"DOF/MinLand Foundation, Inc.",2.60,2.60,2.01,2.01,13-Jan-10,31-Dec-12,Social Reform and Community Development,Multi-regional,Mindanao-wide,Others,Others For revalidation,,,,,
Multi Donor Facility - PH Mindanao Reconstruction & Development,WB,DOF/Philippines-Community & Family Services,1.13,1.13,0.81,0.81,18-Nov-09,30-Sep-12,Social Reform and Community Development,Multi-regional,Mindanao-wide,Others,Others For revalidation,,,,,
Multi Donor Facility - PH Mindanao Reconstruction & Development,WB,DOF/CSFI,1.40,1.40,1.01,1.01,17-Mar-09,30-Sep-12,Social Reform and Community Development,Multi-regional,Mindanao-wide,Others,Others For revalidation,,,,,
Multi Donor Facility - PH Mindanao Reconstruction & Development,WB,DOF/Mindanao Land Foundation,0.61,0.61,0.61,0.61,21-Apr-08,31-Oct-11,Social Reform and Community Development,Multi-regional,Mindanao-wide,Others,Others For revalidation,,,,,
Mindanao Rural Development Program Phase II - Natural Resource Management Project,WB,DA,6.35,6.35,1.91,1.91,22-Oct-09,31-Dec-14,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Mindanao-wide,TA,TA For revalidation,,,,,
Strengthening Institutions Towards the Implementation of Effective Anti-Corruption Programs,WB,OP,0.25,0.25,0.05,0.05,22-Jul-09,22-Jul-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
Cavite-Laguna North South Highway,WB,DPWH,0.61,0.61,0.25,0.25,11-Mar-09,30-Apr-12,Infrastructure,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
Philippines International Road Assessment Program (iRAP),WB,DOF/International Road Assessment Program,0.25,0.25,0.00,0.00,05-Oct-11,31-Dec-12,Infrastructure,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
Philippines International Road Assessment Program (iRAP),WB,DOF/International Road Assessment Program,0.30,0.30,0.21,0.21,20-Oct-10,31-Jan-12,Infrastructure,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
TF Philippines Local Government Grants for Sanitation Pilot,WB,DOH,0.36,0.36,0.05,0.05,09-Sep-09,31-Dec-11,Infrastructure,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
Developing a National Slum Upgrading Strategy for the Philippines,WB,HUDCC,0.46,0.46,0.00,0.00,12-Jun-11,31-Dec-12,Social Reform and Community Development,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
Philippines Health Sector Reform Project,WB,DOH,15.12,15.12,9.80,9.80,04-Jun-07,30-Jun-12,Social Reform and Community Development,Multi-regional,Specific regions not identified,TA,TA For revalidation,,,,,
Climate Change Adaptation Program,WB,DA/DENR,4.97,4.97,0.60,0.60,31-Jan-11,15-Dec-15,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Fishing Communities Seek Security in Aquaculture and Mangrove Restoration,WB,"DOF/Towel Development Foundation , Inc.",0.18,0.18,0.09,0.09,03-Dec-10,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Integrated POPs Management,WB,DOF,8.64,8.64,0.80,0.80,24-Jun-11,30-Jun-16,"Agriculture, Agrarian Reform and Natural Resources",Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Capacity Buidling for the Philippines' Public-Private Partnership Center,WB,DOF,0.18,0.18,0.00,0.00,09-Sep-11,09-Sep-14,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
IDF Grant for Philippines Institutionalizing Results Monitoring in DPWH,WB,DPWH,0.20,0.20,0.00,0.00,07-Sep-10,07-Sep-13,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
IDF Grant for Philippines: Strengthening the Capacity of Public Sector Internal Audit,WB,DBM,0.30,0.30,0.00,0.00,04-Jun-10,04-Jun-13,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
IDF-PHILIPPINES: Policy-Based Budgeting in a Medium-Term Framework Project,WB,DBM,0.30,0.30,0.30,0.30,09-Jul-08,09-Jul-11,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
IDF-PHILIPPINES: Strengthening the Capacity and Effectiveness of the Commission on Audit Project,WB,COA,0.30,0.30,0.30,0.30,29-May-08,30-Nov-11,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
IDF-PHILIPPINES: Strengthening the Capacity of the Procurement Service in Implementing the Philippine Government Electronic Procurement System Project,WB,PhilGeps,0.30,0.30,0.30,0.30,25-Jun-08,25-Jun-11,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Improving System of National Accounts,WB,NSCB,0.25,0.25,0.03,0.03,10-May-11,31-Dec-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Institutionalizing Civil Society Monitoring and Assessment of Public Service Delivery to the Poor,WB,DLSU,0.25,0.25,0.09,0.09,25-Mar-10,25-Mar-13,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Monitoring & Communicating Results: Capacity-Building for the Office of the Presidential Adviser on the Peace Process,WB,OPAPP,0.13,0.13,0.03,0.03,04-Aug-11,04-Aug-14,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Operationalizing Institutional Mechanisms for Performance Accountability in the Philippines Health Insurance Corporation (PhilHealth),WB,PHIC,0.21,0.21,0.02,0.02,08-Sep-11,08-Sep-14,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Strengthening the Capacity of the Local Government Academy to Coordinate and Oversee Local Government Training and Capacity Building,WB,LGA,0.26,0.26,0.16,0.16,18-Sep-08,18-May-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Support to the Philippine Statistical Development Program,WB,NSCB,0.15,0.15,0.66,0.66,16-Dec-10,30-Oct-12,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Traffic and Transport Management for Philippine CDS Cities,WB,League of Cities,0.44,0.44,0.00,0.00,12-Sep-11,31-Dec-13,Governance and Institutions Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Bell and Bottle: Low-Cost Warning System for Flood/Slide-Prone Communities,WB,UPLB,0.12,0.12,0.12,0.12,20-May-10,31-Dec-12,Infrastructure,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
GEF3 FSP-Philippines: Rural Power Project,WB,DOE/DBP,9.00,9.00,6.97,6.97,06-May-04,31-Dec-11,Infrastructure,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
PH - Chiller Energy Efficiency Project,WB,DENR,2.60,2.60,0.00,0.00,05-Jan-11,01-Jan-15,Infrastructure,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
PH - Chiller Energy Efficiency Project,WB,DENR,1.00,1.00,0.20,0.20,05-Jan-11,01-Jan-17,Infrastructure,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Encouraging More Resilient Communities in Conflict-affected Areas of the Philippines,WB,"DOF/AIM Scientific Research Foundation, Inc.",0.35,0.35,0.12,0.12,26-Aug-10,30-Apr-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Encouraging More Resilient Communities in Conflict-affected Areas of the Philippines,WB,DOF/The Asia Foundation,0.42,0.42,0.27,0.27,26-Aug-10,30-Apr-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
IDF-Philippines - Grant for Results-Based M&E towards Equity and Effectiveness (ME3) for the Health Sector Reform Agenda or the Formula One for Health (F1),WB,DOH,0.15,0.15,0.02,0.02,22-Oct-09,22-Oct-12,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Improving Livelihood Opportunities for Vulnerable Urban Communities,WB,DSWD,3.00,3.00,0.30,0.30,14-Jan-11,31-Dec-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
Kapitbisig Laban sa Kahirapan-Comprehensive and Integrated Delivery of Social Services (KALAHI-CIDSS) Project,WB,DSWD,0.36,0.36,0.36,0.36,31-May-06,31-May-11,Social Reform and Community Development,Multi-regional,"CAR, IVA, IVB, V, XIII",TCP,TCP For revalidation,,,,,
Kapitbisig Laban sa Kahirapan-Comprehensive and Integrated Delivery of Social Services (KALAHI-CIDSS) Project,WB,DOF,0.96,0.96,0.73,0.73,28-May-09,28-May-13,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP,,,,,
PH-Support for Basic Ed. Sector Reform,WB,DepED,37.69,37.69,20.57,20.57,20-Jun-08,31-Dec-12,Social Reform and Community Development,Multi-regional,"NCR, CAR, I, II, III, IV-A, IVB, V, VI, VII, VIII, IX, X, XI, XII, XIII",TCP,TCP For revalidation,,,,,
Support for Strategic Local Development and Investment Project,WB,DOF,1.91,1.91,1.91,1.91,07-Jul-11,10-Jul-11,Social Reform and Community Development,Multi-regional,Specific regions not identified,TCP,TCP For revalidation,,,,,
GEF FSP - Philippines: National Program Support for Environment and Natural Resources Management Project,WB,DENR,7.00,7.00,3.62,3.62,27-Nov-07,31-Dec-12,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,Nationwide,TCP,TCP For revalidation,,,,,
Improving the Quality and Usefulness of the Philippine System of National Accounts,WB,NSCB,0.40,0.40,0.31,0.31,13-Apr-09,13-Apr-12,Governance and Institutions Development,Nationwide,Nationwide,TCP,TCP For revalidation,,,,,
Review of the CDS Program in the Philippines and Preparation and Publication of the State of Philippine Cities Report,WB,League of Cities,0.17,0.17,0.15,0.15,15-Sep-08,31-Dec-11,Governance and Institutions Development,Nationwide,Nationwide,TCP,TCP For revalidation,,,,,
Philippines National Community Driven Development Program,WB,DOF,0.30,0.30,0.00,0.00,20-Dec-11,30-Jun-12,Social Reform and Community Development,Nationwide,Nationwide,TCP,TCP For revalidation,,,,,
Philippines: Manila Bay Integrated Water Quality Management Project,WB,League of Cities,0.22,0.22,0.00,0.00,18-Nov-11,30-Apr-13,Governance and Institutions Development,NCR,NCR,TCP,TCP For revalidation,,,,,
GEF FSP - Manila Third Sewerage Project,WB,DENR,5.00,5.00,2.83,2.83,16-Aug-07,30-Nov-12,Infrastructure,NCR,NCR,TCP,TCP For revalidation,,,,,
Immediate Assistance to Populations Affected by Flooding in Southern Luzon and Mindanao,WFP,DSWD,0.50,0.50,0.50,0.50,01-Feb-11,30-Apr-11,Social Reform and Community Development,Multi-regional,"IVB,V, XI",Emergency / Relief,Emergency/ Relief,,,,,
