region,province,municipality,division,school_id,school_name,school_type,year_1_male,year_1_female,year_2_male,year_2_female,year_3_male,year_3_female,year_4_male,year_4_female
X (Northern Mindanao),Bukidnon,Libona,Bukidnon,303969,Kinawe NHS,HS,84,77,44,67,50,80,31,59
X (Northern Mindanao),Misamis Oriental,Kinoguitan,Misamis Oriental,304077,Kinoguitan Nat. Agr'l. HS,HS,47,36,43,32,23,23,27,19
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,315701,Kinuman Norte NHS,HS,20,8,8,11,0,0,0,0
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,315506,Kisande NHS,HS,26,21,19,15,0,0,0,0
X (Northern Mindanao),Bukidnon,Kitaotao,Bukidnon,303963,Kitaotao NHS,HS,181,162,152,138,121,149,105,119
X (Northern Mindanao),Bukidnon,Kitaotao,Bukidnon,303964,Kitubo NHS,HS,104,87,79,94,67,63,56,62
X (Northern Mindanao),Bukidnon,Maramag,Bukidnon,303965,Kuya NHS,HS,60,46,54,56,56,45,36,75
X (Northern Mindanao),Bukidnon,Maramag,Bukidnon,314918,Kuya NHS - La Roxas Annex,HS,60,49,30,36,31,32,30,34
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304161,Labinay NHS,HS,39,34,32,34,37,41,48,32
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304163,Labo NHS,HS,93,71,101,80,74,82,50,64
X (Northern Mindanao),Misamis Oriental,Laguindingan,Misamis Oriental,304078,Laguindingan NHS,HS,242,223,178,152,171,156,132,149
X (Northern Mindanao),Lanao del Norte,Lala,Lanao del Norte,304004,Lala NHS,HS,426,393,306,362,333,292,266,299
X (Northern Mindanao),Bukidnon,Kalilangan,Bukidnon,303966,Lampanusan NHS,HS,71,51,47,50,43,63,35,51
X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Misamis Occidental,315211,Lampasan IS,HS,28,18,19,13,0,0,0,0
X (Northern Mindanao),Lanao del Norte,Baroy,Lanao del Norte,304005,Lanao del Norte NCHS,HS,366,338,335,311,276,321,219,314
X (Northern Mindanao),Lanao del Norte,Tubod (Capital),Lanao del Norte,315102,Lanao del Norte Provincial Science and Technology HS (former Malingao NHS (Annex New Pualas NHS),HS,96,82,83,66,97,72,69,67
X (Northern Mindanao),Bukidnon,Pangantucan,Bukidnon,314902,Langcataon NHS,HS,85,64,61,53,69,47,45,52
X (Northern Mindanao),Misamis Oriental,Balingasag,Misamis Oriental,315316,Lantad IS,HS,8,20,0,0,0,0,0,0
X (Northern Mindanao),Bukidnon,Lantapan,Bukidnon,303967,Lantapan NHS,HS,250,247,167,173,149,163,135,144
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304118,Lapasan NHS,HS,332,223,280,247,229,209,190,186
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,315407,Lapasan NHS-Gusa Annex,HS,155,116,141,117,133,121,110,105
X (Northern Mindanao),Camiguin,Catarman,Camiguin,303992,Lawigan-Bura NHS,HS,44,22,34,17,25,17,27,27
X (Northern Mindanao),Lanao del Norte,Bacolod,Lanao del Norte,304007,Liangan NHS,HS,94,87,102,76,108,93,68,83
X (Northern Mindanao),Misamis Oriental,Libertad,Misamis Oriental,304079,Libertad NHS,HS,153,128,132,115,119,107,100,98
X (Northern Mindanao),Bukidnon,Libona,Bukidnon,303968,Libona NHS,HS,282,266,245,260,203,194,170,200
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,314906,Lilingayon NHS,HS,49,74,57,69,57,58,40,53
X (Northern Mindanao),Lanao del Norte,Linamon,Lanao del Norte,304008,Linamon NHS,HS,107,70,75,57,60,36,52,46
X (Northern Mindanao),Misamis Occidental,Plaridel,Misamis Occidental,304040,Looc NHS,HS,288,266,285,255,217,240,207,199
X (Northern Mindanao),Misamis Oriental,Salay,Misamis Oriental,304080,Looc NHS,HS,27,41,49,51,39,26,34,33
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,304041,Lorenzo Tan NHS,HS,121,106,110,95,79,96,88,99
X (Northern Mindanao),Misamis Oriental,Alubijid,Misamis Oriental,304081,Lourdes Alubijid NHS,HS,56,50,52,36,31,45,27,32
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,323805,Lourdes IS,HS,19,31,30,17,0,0,0,0
X (Northern Mindanao),Misamis Oriental,Lugait,Misamis Oriental,304082,Lugait NHS,HS,183,183,165,146,130,157,121,104
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304119,Lumbia NHS,HS,189,168,133,138,123,124,91,97
X (Northern Mindanao),Misamis Oriental,Lagonglong,Misamis Oriental,315304,Lumbo NHS,HS,85,59,61,45,47,68,47,63
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,315507,Lunao NHS,HS,54,63,0,0,0,0,0,0
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,303970,Lurugan NHS,HS,118,112,95,96,67,79,48,66
X (Northern Mindanao),Camiguin,Guinsiliban,Camiguin,315001,Maac NHS,HS,37,32,26,20,32,20,0,0
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304120,Macabalan NHS,HS,163,136,161,136,137,125,114,136
X (Northern Mindanao),Misamis Occidental,Lopez Jaena,Misamis Occidental,304043,Macalibre Alto NHS,HS,36,28,29,37,39,30,24,32
X (Northern Mindanao),Bukidnon,Damulog,Bukidnon,314929,Macapari NHS,HS,24,27,30,11,0,0,0,0
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,315410,Macasandig NHS,HS,82,100,72,61,72,57,0,0
X (Northern Mindanao),Lanao del Norte,Magsaysay,Lanao del Norte,304009,Magsaysay NHS,HS,63,75,73,74,49,65,45,57
X (Northern Mindanao),Camiguin,Mahinog,Camiguin,303993,Mahinog NHS,HS,101,70,87,88,94,83,73,80
X (Northern Mindanao),Lanao del Norte,Maigo,Lanao del Norte,304010,Maigo NHS,HS,153,131,138,121,69,119,99,105
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304151,Mainit HS,HS,15,19,18,19,12,12,11,11
X (Northern Mindanao),Misamis Oriental,Claveria,Misamis Oriental,304083,Malagana NHS,HS,45,44,42,47,40,43,29,30
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,315702,Malaubang IS,HS,44,32,47,29,45,31,0,0
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,304133,Malibud NHS,HS,41,37,26,46,41,42,35,40
X (Northern Mindanao),Bukidnon,Kalilangan,Bukidnon,303971,Malinao NHS,HS,49,68,64,46,40,51,39,33
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,304134,Malinao NHS,HS,31,23,14,25,18,19,15,10
X (Northern Mindanao),Bukidnon,Malitbog,Bukidnon,303972,Malitbog Nat. Agr'I. HS,HS,75,79,57,85,43,52,37,49
X (Northern Mindanao),Camiguin,Mambajao (Capital),Camiguin,303994,Mambajao NHS,HS,204,154,176,144,160,146,118,116
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304121,Mambuaya NHS,HS,44,66,44,51,44,45,34,42
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304122,Mambuaya NHS-Bayanga Annex,HS,37,40,40,36,47,26,35,32
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,315405,Mambuaya NHS-Dansolihon Annex,HS,41,51,30,51,23,35,19,33
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),Malaybalay City,303973,Managok NHS,HS,115,98,91,106,92,101,73,86
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),Malaybalay City,325501,Managok NHS - Lalawan Annex,HS,24,34,32,30,23,26,25,20
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),Malaybalay City,314920,Managok NHS - Miglamin Annex,HS,32,28,20,24,20,19,33,18
X (Northern Mindanao),Misamis Oriental,Talisayan,Misamis Oriental,304084,Mandahilag NHS,HS,34,30,30,21,33,25,17,20
X (Northern Mindanao),Bukidnon,Manolo Fortich,Bukidnon,303974,Manolo Fortich NHS,HS,321,373,262,288,217,282,200,229
X (Northern Mindanao),Misamis Oriental,Balingoan,Misamis Oriental,304085,Mantangale NHS,HS,100,81,98,74,83,81,74,72
X (Northern Mindanao),Misamis Oriental,Manticao,Misamis Oriental,315307,Manticao NHS,HS,81,65,67,56,52,49,51,37
X (Northern Mindanao),Lanao del Norte,Kauswagan,Lanao del Norte,304011,Marcela T. Mabanta Memo. NHS,HS,136,122,104,99,83,99,76,74
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304153,Maria Cristina HS - Ditucalan HS Annex,HS,46,47,46,34,52,32,37,42
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304152,Maria Cristina NHS,HS,96,62,89,60,74,63,50,54
X (Northern Mindanao),Misamis Oriental,Claveria,Misamis Oriental,304087,Mat-I NHS (Claveria),HS,42,51,44,37,38,36,30,34
X (Northern Mindanao),Misamis Oriental,Naawan,Misamis Oriental,304088,Mat-I NHS (Naawan),HS,44,39,47,46,39,29,22,37
X (Northern Mindanao),Misamis Oriental,Gitagum,Misamis Oriental,304086,Matangad NHS,HS,71,69,88,73,67,68,48,46
X (Northern Mindanao),Lanao del Norte,Matungao,Lanao del Norte,304012,Matungao NHS,HS,54,59,39,72,19,43,22,37
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,323301,Mayor Alfonso Tan HS,HS,22,10,16,13,12,15,7,14
X (Northern Mindanao),Misamis Oriental,Medina,Misamis Oriental,304089,Medina NCHS,HS,306,277,262,249,233,241,203,242
X (Northern Mindanao),Misamis Oriental,Medina,Misamis Oriental,304090,Medina NCHS - D.G. Pelaez MNHS (Maanas NHS),HS,43,26,36,28,32,29,23,24
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,304135,Mimbunga NHS,HS,53,61,37,48,40,63,29,42
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,304044,Mis. Occ Sci. & Tech HS (Pines NHS),HS,122,80,92,74,71,89,69,74
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Misamis Oriental,304091,Mis. Or. Gen. CHS,HS,"1,046","1,284",853,"1,036","1,160","1,307","1,069","1,331"
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,315704,Misamis Annex IS,HS,43,20,31,18,13,20,0,0
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,304045,Misamis Occidental NHS,HS,422,464,350,447,316,412,262,338
X (Northern Mindanao),Misamis Oriental,Balingasag,Misamis Oriental,304092,Misamis Oriental NHS,HS,153,155,150,139,127,119,110,154
X (Northern Mindanao),Misamis Occidental,Aloran,Misamis Occidental,315205,Mitazan IS,HS,15,9,15,9,20,7,10,9
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,323201,Mobod IS,HS,45,37,66,34,60,39,35,46
X (Northern Mindanao),Misamis Oriental,City of El Salvador,El Salvador,315305,Molugan NHS,HS,225,148,178,178,164,120,98,89
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304166,Montol NHS,HS,65,55,79,53,48,50,38,41
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,323806,Mt. Nebo IS,HS,23,20,0,0,0,0,0,0
X (Northern Mindanao),Lanao del Norte,Munai,Lanao del Norte,304014,Munai NHS,HS,18,46,14,28,16,23,12,18
X (Northern Mindanao),Misamis Oriental,Naawan,Misamis Oriental,315303,Naawan NHS,HS,141,145,131,88,107,114,100,99
X (Northern Mindanao),Bukidnon,Don Carlos,Bukidnon,303975,New Nongnongan NHS,HS,89,80,74,76,43,50,41,51
X (Northern Mindanao),Bukidnon,Don Carlos,Bukidnon,314922,New Nongnongan NHS - San Nicolas Annex,HS,100,89,76,81,63,71,39,55
X (Northern Mindanao),Misamis Occidental,Don Victoriano Chiongbian,Misamis Occidental,304046,Nueva Vista NHS,HS,31,22,25,24,15,25,19,11
X (Northern Mindanao),Lanao del Norte,Nunungan,Lanao del Norte,304016,Nunungan NHS,HS,20,24,18,29,17,31,16,28
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,304136,Odiongan NHS,HS,57,67,55,65,69,80,67,65
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,315502,Odiongan NHS - Talisay NHS Annex,HS,56,56,34,50,46,43,39,31
X (Northern Mindanao),Bukidnon,Damulog,Bukidnon,303976,Old Damulog NHS,HS,177,149,164,164,120,144,113,124
X (Northern Mindanao),Bukidnon,Don Carlos,Bukidnon,303977,Old Nongnongan NHS,HS,62,82,60,53,34,47,34,47
X (Northern Mindanao),Misamis Oriental,Opol,Misamis Oriental,304094,Opol NSTS,HS,355,308,286,288,219,215,172,179
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,304047,Oroquieta City NHS (Oroquieta Agro-Industrial School),HS,27,22,35,18,21,21,41,20
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,323202,Oroquieta City NHS - Clarin Settlement Campus,HS,14,8,18,15,16,10,19,11
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304167,Ozamiz City NHS,HS,450,392,342,422,375,430,297,416
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304168,Ozamiz City School of Arts and Trades,HS,242,212,200,184,171,154,157,136
X (Northern Mindanao),Misamis Occidental,Panaon,Misamis Occidental,304048,Panaon NHS,HS,27,19,18,14,20,9,19,13
X (Northern Mindanao),Bukidnon,Pangantucan,Bukidnon,303978,PANGANTUCAN NATIONAL HIGH SCHOOL,HS,174,163,148,167,101,141,115,126
X (Northern Mindanao),Lanao del Norte,Sapad,Lanao del Norte,304017,Panoloon NHS,HS,65,67,47,63,56,49,54,41
X (Northern Mindanao),Lanao del Norte,Pantao Ragat,Lanao del Norte,304018,Pantao Ragat Agro-Ind. HS,HS,73,109,59,110,42,99,39,60
X (Northern Mindanao),Lanao del Norte,Pantar,Lanao del Norte,304019,Pantar NHS,HS,65,116,48,94,36,60,26,58
X (Northern Mindanao),Misamis Oriental,Claveria,Misamis Oriental,315314,Patrocinio NHS,HS,50,47,21,24,0,0,0,0
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304110,"Pedro ""Oloy"" N. Roa, Sr. HS",HS,157,161,149,146,116,124,89,99
X (Northern Mindanao),Lanao del Norte,Kapatagan,Lanao del Norte,304006,Placida Mequiabas Mem. NHS (Lapinig NHS),HS,129,141,87,112,95,108,86,81
X (Northern Mindanao),Lanao del Norte,Poona Piagapo,Lanao del Norte,315104,Poonapiagapo NHS(Annex Matungao NHS),HS,20,35,5,18,8,12,0,0
X (Northern Mindanao),Misamis Oriental,Medina,Misamis Oriental,304095,Portulin NHS,HS,74,48,36,45,42,41,34,24
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,315402,Puerto NHS,HS,142,148,145,124,118,115,74,89
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304169,Pulot NHS,HS,95,76,95,74,88,70,59,58
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304124,Puntod NHS,HS,126,116,138,114,115,99,69,88
X (Northern Mindanao),Bukidnon,Quezon,Bukidnon,314912,Quezon NHS,HS,243,266,248,242,183,216,148,188
X (Northern Mindanao),Bukidnon,Quezon,Bukidnon,314930,Quezon NHS - Apyao Annex,HS,90,98,64,67,35,51,18,25
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,304049,Rizal NHS,HS,12,13,7,8,12,7,5,10
X (Northern Mindanao),Misamis Oriental,Claveria,Misamis Oriental,315308,Rizal NHS,HS,25,19,20,20,30,33,0,0
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304155,Rogongon Agri. HS,HS,25,42,22,21,19,21,14,14
X (Northern Mindanao),Misamis Occidental,Baliangao,Misamis Occidental,304042,Roque L. SU NHS (Mabini NHS),HS,37,29,53,30,38,24,25,28
X (Northern Mindanao),Misamis Oriental,Balingasag,Misamis Oriental,315306,Rosario NHS,HS,60,53,66,46,51,48,55,49
X (Northern Mindanao),Camiguin,Sagay,Camiguin,303995,Sagay NHS,HS,93,120,85,90,63,89,65,61
X (Northern Mindanao),Bukidnon,Quezon,Bukidnon,303979,Salawagan NHS,HS,172,212,180,163,105,129,89,105
X (Northern Mindanao),Misamis Oriental,Salay,Misamis Oriental,304096,Salay NHS,HS,180,184,236,209,203,170,198,193
X (Northern Mindanao),Lanao del Norte,Salvador,Lanao del Norte,304023,Salvador NHS (Salvador Trade HS),HS,140,133,87,129,101,117,87,95
X (Northern Mindanao),Bukidnon,Kadingilan,Bukidnon,303980,San Andres NHS,HS,136,121,95,90,74,84,71,89
X (Northern Mindanao),Bukidnon,Kadingilan,Bukidnon,314926,San Andres NHS - Cabadiangan Annex,HS,76,77,64,68,53,59,46,44
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304165,San Antonio NHS,HS,51,38,51,29,43,28,28,32
X (Northern Mindanao),Misamis Oriental,Balingasag,Misamis Oriental,304097,San Isidro NHS,HS,92,87,75,85,65,79,49,68
X (Northern Mindanao),Misamis Oriental,Balingasag,Misamis Oriental,304098,San Juan NHS,HS,63,67,56,55,44,51,42,45
X (Northern Mindanao),Bukidnon,Malitbog,Bukidnon,303981,San Luis NHS,HS,63,72,70,57,49,35,32,39
X (Northern Mindanao),Misamis Oriental,Gingoog City,Gingoog City,304137,San Luis NHS,HS,37,46,66,49,30,48,34,35
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),Malaybalay City,303982,San Martin Agro-Industrial NHS,HS,107,108,65,73,42,82,34,45
X (Northern Mindanao),Bukidnon,Sumilao,Bukidnon,314903,SAN VICENTE NHS,HS,67,83,65,73,44,50,33,32
X (Northern Mindanao),Bukidnon,Manolo Fortich,Bukidnon,303983,Sankanan NHS,HS,56,59,42,43,36,44,29,35
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,304050,Santa Maria NHS,HS,58,47,48,47,45,59,52,41
X (Northern Mindanao),Misamis Occidental,Sapang Dalaga,Misamis Occidental,315202,Sapang Ama IS,HS,23,18,24,15,22,16,15,17
X (Northern Mindanao),Misamis Occidental,Sapang Dalaga,Misamis Occidental,304051,Sapang Dalaga NHS,HS,96,86,74,68,56,72,49,66
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,323204,Sebucal IS,HS,19,13,0,0,0,0,0,0
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,304052,Senote NHS,HS,23,14,22,23,23,17,23,16
X (Northern Mindanao),Misamis Occidental,Lopez Jaena,Misamis Occidental,315207,Sibugon IS,HS,72,72,68,56,54,46,39,38
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),Malaybalay City,303984,Silae NHS,HS,64,62,32,48,28,35,26,25
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),Malaybalay City,314905,Silae NHS - St. Peter Annex,HS,50,37,29,31,36,32,22,26
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,304053,Silangit NHS,HS,31,39,23,32,28,33,19,20
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,323302,Simasay NHS,HS,25,23,22,15,0,0,0,0
X (Northern Mindanao),Misamis Occidental,Sinacaban,Misamis Occidental,304055,Sinonoc NHS,HS,136,102,118,77,77,75,74,74
X (Northern Mindanao),Bukidnon,Kitaotao,Bukidnon,303985,Sinuda NHS,HS,77,80,66,91,48,48,30,36
X (Northern Mindanao),Misamis Oriental,Tagoloan,Misamis Oriental,304099,Sta Ana NHS,HS,146,108,111,114,107,95,93,119
X (Northern Mindanao),Misamis Oriental,Talisayan,Misamis Oriental,304100,Sta. Ines NHS,HS,57,44,53,46,54,50,41,35
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304156,Suarez NHS,HS,110,117,97,106,57,98,58,89
X (Northern Mindanao),Misamis Oriental,Sugbongcogon,Misamis Oriental,304101,Sugbongcogon NHS,HS,117,108,136,133,120,128,109,92
X (Northern Mindanao),Lanao del Norte,Sultan Naga Dimaporo (Karomatan),Lanao del Norte,315101,Sultan Ali Dimaporo Memorial IS,HS,121,219,97,162,69,138,61,113
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,315607,Sultan Mamarinta Panandigan Integrated School,HS,28,24,17,23,17,25,12,13
X (Northern Mindanao),Bukidnon,Sumilao,Bukidnon,303986,Sumilao NHS,HS,59,66,55,50,42,40,28,33
X (Northern Mindanao),Bukidnon,Sumilao,Bukidnon,314924,Sumilao NHS - Vista Villa Annex,HS,32,36,25,31,26,15,17,15
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,304056,Sumirap NHS,HS,68,73,79,94,67,59,50,44
X (Northern Mindanao),Misamis Occidental,Ozamis City,Ozamis City,304162,Tabid NHS,HS,61,55,60,52,40,50,40,43
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304105,Tablon NHS,HS,58,54,70,57,43,47,25,32
X (Northern Mindanao),Misamis Occidental,Jimenez,Misamis Occidental,315210,Tabo-o IS,HS,14,17,21,16,0,0,0,0
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304125,Taglimao NHS,HS,14,29,17,13,14,20,11,13
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304126,Taglimao NHS-Besigan Annex,HS,14,21,22,16,18,17,17,15
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,315406,Taglimao NHS-Tumpagon Annex,HS,20,34,17,50,19,28,16,28
X (Northern Mindanao),Lanao del Norte,Tagoloan,Lanao del Norte,304021,Tagoloan NHS,HS,22,28,18,23,9,19,13,18
X (Northern Mindanao),Misamis Oriental,Tagoloan,Misamis Oriental,304102,Tagoloan NHS,HS,445,464,390,395,358,345,268,321
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304127,Tagpangi NHS,HS,42,32,36,39,27,32,38,35
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304128,Tagpangi NHS-Tuburan Annex,HS,23,31,18,31,18,19,9,18
X (Northern Mindanao),Misamis Occidental,Aloran,Misamis Occidental,315206,Tagwanao IS,HS,9,12,11,13,13,7,16,13
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),Oroquieta City,304057,Talairon NHS,HS,61,52,73,56,42,57,39,52
X (Northern Mindanao),Bukidnon,Talakag,Bukidnon,303987,Talakag NHS,HS,185,203,126,133,118,127,78,136
X (Northern Mindanao),Misamis Oriental,Talisayan,Misamis Oriental,304093,Talisayan NHS,HS,153,149,125,123,102,119,100,87
X (Northern Mindanao),Misamis Oriental,Villanueva,Misamis Oriental,315315,Tambobong-Balacanas NHS,HS,45,34,0,0,0,0,0,0
X (Northern Mindanao),Lanao del Norte,Tangcal,Lanao del Norte,315103,Tangcal NHS (Annex Magsaysay NHS),HS,25,40,15,30,17,23,8,18
X (Northern Mindanao),Misamis Occidental,Tangub City,Tangub City,304171,Tangub City NHS,HS,269,274,285,275,248,244,205,234
X (Northern Mindanao),Lanao del Norte,Tubod (Capital),Lanao del Norte,304015,Teofila C. Quibranza NHS (New Pualas NHS),HS,78,59,61,74,66,56,39,43
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),Cagayan de Oro City,304123,Tignapoloan NHS,HS,40,41,27,37,26,26,27,28
X (Northern Mindanao),Bukidnon,Talakag,Bukidnon,314919,Tikalaan NHS,HS,54,86,37,54,33,33,27,33
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304157,Tomas Cabili NHS,HS,145,141,140,152,137,128,104,127
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304158,Tomas Cabili NHS - Annex (Scions),HS,33,36,26,28,25,27,19,25
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304159,Tubaran NHS,HS,39,45,53,57,42,30,27,34
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,315606,Tubaran NHS (Lanipao Annex),HS,15,20,22,21,17,20,12,18
X (Northern Mindanao),Lanao del Norte,Iligan City,Iligan City,304160,Tubaran NHS - Digkilaan HS Annex,HS,58,72,27,57,33,37,25,24
X (Northern Mindanao),Misamis Occidental,Tudela,Misamis Occidental,304058,Tudela NCHS,HS,132,125,152,121,127,125,94,122
X (Northern Mindanao),Camiguin,Mambajao (Capital),Camiguin,303996,Tupsan NHS,HS,58,70,48,56,54,34,40,38
X (Northern Mindanao),Misamis Occidental,Bonifacio,Misamis Occidental,315201,Upper Usugan NCHS,HS,26,12,19,24,13,16,17,17
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,303988,Valencia NHS,HS,489,599,439,548,392,540,343,431
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,323802,Valencia NHS - Catumbalon Annex,HS,60,63,55,64,50,59,46,46
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,323803,Valencia NHS - Concepcion Annex,HS,50,54,34,37,31,44,21,32
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,314909,Valencia NHS - Guinuyuran Annex,HS,81,83,86,77,63,67,46,58
X (Northern Mindanao),Bukidnon,City of Valencia,Valencia City,323801,Valencia NHS - Tongantongan Annex,HS,129,87,84,96,78,97,68,70
X (Northern Mindanao),Misamis Oriental,Villanueva,Misamis Oriental,304103,Villanueva NHS,HS,194,192,166,166,165,144,119,138
X (Northern Mindanao),Camiguin,Mambajao (Capital),Camiguin,303997,Yumbing NHS,HS,137,120,113,106,105,109,94,117
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,304403,A. O. Floirendo National High School,HS,183,158,161,149,133,128,101,125
XI (Davao Region),Davao del Sur,Sarangani,Davao del Sur,304262,"Alberto Olarte, Sr. NHS",HS,98,119,90,120,62,102,48,77
XI (Davao Region),Davao del Norte,Carmen,Davao del Norte,304215,Alejal National High School,HS,105,87,85,79,88,80,34,51
XI (Davao Region),Davao del Sur,Davao City,Davao City,304341,ALEJANDRA L. NAVARRO NHS,HS,310,281,198,242,172,237,155,192
XI (Davao Region),Compostela Valley,New Bataan,Compostela Valley,315814,Andap NHS,HS,48,37,50,33,26,37,20,18
XI (Davao Region),Compostela Valley,Mawab,Compostela Valley,304172,Andili NHS,HS,80,86,62,73,61,70,70,75
XI (Davao Region),Compostela Valley,Maco,Compostela Valley,304173,Anibongan NHS,HS,108,101,75,78,59,83,69,80
XI (Davao Region),Davao del Norte,Carmen,Davao del Norte,315903,Anibongan NHS,HS,61,47,59,34,39,44,38,54
XI (Davao Region),Compostela Valley,Mabini (Do„A Alicia),Compostela Valley,304174,Anitapan NHS,HS,67,75,57,72,66,64,37,45
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,304216,Anonang National High School,HS,84,72,88,75,67,61,48,62
XI (Davao Region),Compostela Valley,Pantukan,Compostela Valley,304175,Araibo NHS,HS,21,16,19,23,21,24,11,20
XI (Davao Region),Davao del Norte,Asuncion (Saug),Davao del Norte,304217,Asuncion NHS,HS,235,238,224,219,147,187,106,172
XI (Davao Region),Compostela Valley,Monkayo,Compostela Valley,304200,Awao NHS,HS,41,43,38,33,36,24,22,25
