680,Enhancing Access to and Provision of Water Services with the Active Participation of the Poor,UNDP,NEDA,,0.00,3.81,0.33,,31-Jan-09,31-Mar-12,Infrastructure Development,Nationwide,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Poverty Monitoring and Mapping/Pro-Poor Policy Reform,UNDP,NEDA,,0.00,3.16,2.64,2005-2009,31-Jan-05,31-Dec-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Act for Peace- STRIDE,UNDP,MedCo,,0.00,3.89,1.78,,01-Dec-08,01-Nov-10,Governance and Institutions Development,Unspecified,,ongoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAPAT: Developing Model to Expand National Food Base,UNDP,National Anti-Poverty Commission,,0.00,0.10,0.04,,01-Jun-09,01-Dec-10,"Agriculture, Environment and Agrarian Reform",Unspecified,,ongoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Philippines: Enabling Activities for the Preparation of the National Communication on Climate Change to the UNFCC,UNDP,DENR-EMB,,,0.05,0.04,,01-Feb-07,01-Jan-10,"Agriculture, Environment and Agrarian Reform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,"Strengthening Government Mechanisms in Mainstreaming Gender in the Reproductive Health, Population and Anti-VAW Programs",UNFPA,DSWD,,0.00,0.00,0.00,,01-Apr-05,30-Jun-11,Social Reform and Community Development,Multi-Regional,"III, V, VII, VIII, XII, CAR, ARMM",ongoing,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Joint UN Programme on HIV and Migration,UNFPA,DOH,,0.00,0.00,0.00,,01-Jan-07,31-Dec-09,Social Reform and Community Development,Unspecified,,closed,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Sixth Country Program for Children,UNICEF,Various Agencies,,43.57,43.57,14.68,01/01/05-12/31/09,,31-Dec-09,Social Reform and Community Development,Multi-Regional,,closed,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Development of Early Childhood Care and Development Web-Based Monitoring System,UNICEF,DSWD,,0.00,0.00,0.00,,30-Jun-08,28-Feb-09,Social Reform and Community Development,Nationwide,,closed,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Safe Schools Project - Phase I (UNICEF- Netherlands) (SSP I),UNICEF,DepEd,,0.00,1.22,0.00,,,,Social Reform and Community Development,Nationwide,,ongoing,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Global Programme to Demonstrate the Viability and Removal of Barriers,UNIDO,DENR,,0.00,0.00,0.00,,,,"Agriculture, Environment and Agrarian Reform",Unspecified,,ongoing,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Millennium Challenge Account Threshold Program,USAID,Various Agencies,,20.20,20.20,18.00,11/22/06-11/21/08,22-Nov-06,29-May-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Millennium Challenge Account Threshold Program,USAID,DOF,,0.50,0.50,0.50,4/27/07-10/26/08,27-Apr-07,15-May-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PORT Project (Expanding Protective Services to Victims and Potential Victims of Trafficking through Organizing Responsive Task Forces against Trafficking in Ports and Pilot Hotspots in the Philippines),USAID,Various Agencies,,1.40,1.40,0.70,9/30/05-3/31/08,30-Sep-05,31-May-11,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Strengthening and Expanding Commercial Biotechnology Application for Agriculture and Food in the Philippines,USAID,Various Agencies,,1.10,1.10,1.00,9/30/06-9/25/09,30-Sep-06,25-Sep-09,"Agriculture, Environment and Agrarian Reform",Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Health Policy Development Program-Policy Component,USAID,DOH,,6.14,6.14,4.50,10/6/06-9/30/11,06-Oct-06,30-Sep-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Health Sector Development Program-LGU Systems Strengthening Component,USAID,DOH,,18.00,18.00,13.50,10/1/06-9/30/11,01-Oct-06,30-Sep-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Private Sector Mobilization (PRISM) Project,USAID,DOH,,32.00,32.00,31.60,9/14/04-9/30/09,14-Sep-04,30-Oct-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,"Alliance for Mindanao Off Grid Renewable Energy II, AMORE II",USAID,DOE,,10.40,10.40,10.40,10/1/04-9/30/09,01-Oct-04,30-Nov-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Tuberculosis and Infectious Disease Program/Linking Initiatives and Networking to Control TB (TBLINK),USAID,DOH,,8.40,8.40,6.00,9/30/06-9/30/11,30-Sep-06,30-Sep-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Energy and Clean Air Project,USAID,DOE,,6.70,6.70,6.30,10/1/04-9/29/09,01-Oct-04,30-Nov-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Environmental Governance Project II (ECOGOV II),USAID,DENR,,22.00,22.00,18.60,10/1/04-9/30/09,01-Oct-04,30-Sep-11,"Agriculture, Environment and Agrarian Reform",Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Fisheries Improved for Sustainable Harvest Project,USAID,DA,BFAR,12.70,12.70,10.70,9/19/03-9/21/09,19-Sep-03,31-Dec-10,"Agriculture, Environment and Agrarian Reform",Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Philippine Water Revolving Fund (PWRF) Support Program,USAID,DOF,,4.00,4.00,2.60,10/1/06-9/30/11,01-Oct-06,30-Sep-11,"Industry, Trade and Tourism",Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Sustainable Energy Development Program (SEDP),USAID,DOE,,5.50,5.50,5.50,2/5/99-6/30/09,05-Feb-99,30-Sep-09,Infrastructure Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Volunteers in Environmental Governance,USAID,DENR,,0.30,0.30,0.20,9/29/04-9/30/09,29-Sep-04,30-Sep-12,"Agriculture, Environment and Agrarian Reform",Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Education Assistance Program for Mindanao (TUDLO-Mindanao),USAID,DepEd,ARMM/NGOs,1.80,1.80,1.20,9/30/03-9/30/08,30-Sep-03,30-Sep-10,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Education Quality and Access for Learning and Livelihood Skills (EQuALLS),USAID,DepEd,ARMM/NGOs,36.30,36.30,30.20,7/28/06-9/27/11,28-Jul-06,27-Jul-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Microenterprise Access to Banking Services Program IV,USAID,MEDCO,,3.80,3.80,2.20,05/01/08-03/01/2013,01-May-08,01-Mar-13,"Industry, Trade and Tourism",Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,LINC-EG (Local Implementation of National Competitiveness for Economic Growth) Project,USAID,Various Agencies,,5.30,5.30,1.80,10/01/08-09/30/2012,01-Oct-08,30-Sep-12,"Industry, Trade and Tourism",Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Wheelchairs for Mindanao II Project,USAID,Others,Davao Jubilee Foundation,0.60,0.60,0.20,10/01/08-09/30/10,01-Oct-08,9/31/2010,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Mitigating Localized Conflict in Mindanao and Sulu,USAID,LGU,,0.60,0.60,0.30,10/01/08-09/30/10,01-Oct-08,30-Sep-10,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Coral Triangle Initiative,USAID,Various Agencies,,2.00,2.00,1.09,09/30/08-09/29/13,30-Sep-08,29-Sep-13,"Agriculture, Environment and Agrarian Reform",Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Sustainable Health Improved through Empowerment and Local Development (SHIELD),USAID,DOH,ARMM,10.80,10.80,7.60,10/1/06-9/30/11,01-Oct-06,30-Sep-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Strengthening Human Rights in the Philippines,USAID,Various Agencies,,1.60,1.60,1.10,10/01/07-9/25/10,01-Oct-07,25-Sep-10,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Philippine Election Reform,USAID,COMELEC,,2.00,2.00,1.90,10/01/07-9/30/09,01-Oct-07,30-Sep-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Mindanao Initiatives for Peace,USAID,LGU,,0.50,0.50,0.43,10/01/07-9/25/09,01-Oct-07,25-Sep-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Growth with Equity in Mindanao II (GEM III),USAID,MEDCO,,65.00,65.00,27.00,01/01/08-12/31/12,01-Jan-08,31-Dec-12,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Judical Reform,USAID,Various Agencies,,1.70,1.70,1.10,10/01/07-3/31/10,01-Oct-07,31-Mar-10,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,National Budget Monitoring Project,USAID,Various Agencies,,0.60,0.60,0.60,10/01/07-04/30/09,01-Oct-07,31-Jul-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Micronutrient Program,USAID,DOH,ARMM,1.20,1.20,0.30,09/30/05-09/29/10,30-Sep-05,29-Sep-10,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Health Promotions and Communication Project,USAID,DOH,ARMM,6.80,6.80,3.70,06/25/07-06/24/12,25-Jun-07,24-Jun-12,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Philippine Sanitation Alliance,USAID,LGU,,1.40,1.40,0.80,10/01/07-09/30/10,01-Oct-07,30-Sep-11,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Transparent and Accountable Governance 3 (TAG 3),USAID,Various Agencies,,1.50,1.50,1.50,10/01/07-9/30/08,01-Oct-07,31-Dec-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Credit Union Empowerment and Strengthening III (CUES III),USAID,MEDCO,,2.10,2.10,1.70,10/1/05-11/30/08,30-Sep-05,31-Mar-10,"Industry, Trade and Tourism",Unspecified,,ongoing,ongoing,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Conflict Management in the Philippines,USAID,Various Agencies,,3.80,3.80,3.60,9/30/03-12/31/10,30-Sep-03,31-Dec-10,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Bicol Core Permanent Shelter,USAID,Others,US Non-Government Agency,3.50,3.50,3.50,09/28/07-11/27/08,28-Sep-07,27-Nov-09,Social Reform and Community Development,Unspecified,,closed,,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Disaster Preparedness and Response-Southern Leyte,USAID,LGU,,1.80,1.80,1.60,04/28/06-10/31/09,28-Apr-06,31-Dec-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Disaster Preparedness and Response-Mindanao,USAID,Others,US Non-Government Agency,1.70,1.70,1.30,03/21/03-07/31/09,21-Mar-03,31-Jul-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enhanced Governance through Judicial Sector Reform in the Philippines,USAID,Others,US Non-Government Agency,1.90,1.90,0.03,,01-Oct-09,31-Jul-12,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enhanced Governance through Anti-Corruption Efforts in the Philippines,USAID,Others,US Non-Government Agency,0.34,0.34,0.01,,01-Oct-09,30-Sep-11,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Strengthening Human Rights in the Philippines II,USAID,Others,US Government and Non-Government Agency,1.00,1.00,0.01,,01-Oct-09,30-Sep-11,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Promoting Transparent, Fair and Peaceful Elections in the Philippines in 2010",USAID,Various Agencies,"Office of the Ombudsman, CSC, COA",1.40,1.40,0.07,,01-Oct-09,31-Dec-10,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAG-4: Local Governance in Mindanao,USAID,Others,US Government and Non-Government Agency,1.20,1.20,0.02,,01-Oct-09,31-Dec-12,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Economic Growth Hubs, Infrastructure and Competitiveness",USAID,DILG,,1.50,1.50,0.10,,01-Oct-09,30-Sep-12,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Supporting Transparent, Accountable and Modern Elections in the Philippines",USAID,Various Agencies,"COMELEC, Office of Internal Auditor, Local Monitoring organizations",3.00,3.00,0.00,,01-Oct-09,30-Sep-11,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Institutional Support to Public Sector Biotech Crops R&D in the Philippines,USAID,Various Agencies,"DA, BFAD,DOST, UP",0.30,0.07,0.00,,01-Oct-09,30-Sep-12,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Integrity Project,USAID,Various Agencies,"Office of the Ombudsman, CSC, COA",1.40,1.40,0.20,,01-Oct-09,15-Jun-10,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance for Mindanao Off Grid Renewable Energy III (AMORE III),USAID,DOE,,1.50,1.50,0.10,,27-Oct-09,30-Sep-13,Infrastructure Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Private Sector Mobilization 2 (PRISM 2) Project,USAID,DOH,,8.00,8.00,0.00,,30-Oct-09,29-Oct-14,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barangay Justice for Peace Project,USAID,Various Agencies,"LGUs,DILG,MEDCO,CSO",1.10,1.10,0.00,,01-Oct-09,30-Sep-11,Governance and Institutions Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mindanao Reconstruction ,USAID,,,0.10,0.10,0.00,,09-Sep-04,30-Oct-12,Social Reform and Community Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PH-EC TF for Health Sector Reform,WB,Others,-,8.62,8.62,4.45,6/4/07-12/31/10,04-Jun-07,31-Dec-10,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Professionalization of Public Procurement and Functions,WB,Others,-,0.30,0.30,0.19,12/18/06-12/18/09,18-Dec-06,18-Dec-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,CA: Philippines-Metro Manila SU Strategy,WB,Others,-,0.50,0.50,0.48,12/11/06-12/11/08,11-Dec-06,31-Dec-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Strengthening of Revenue Administration and Collection Efficiency,WB,Others,-,0.25,0.25,0.21,7/14/06-7/14/09,14-Jul-06,14-Jul-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Strengthening of M&E Capacities in Agriculture,WB,DOF,,0.30,0.30,0.23,5/23/06-5/23/09,23-May-06,23-May-09,"Agriculture, Environment and Agrarian Reform",Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Mindanao Reconstruction and Development,WB,Others,-,0.60,0.60,0.44,9/20/06-2/28/10,20-Sep-06,28-Feb-10,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Mindanao Reconstruction and Development,WB,Others,-,0.61,0.61,0.28,9/20/06-2/28/10,21-Apr-08,29-Oct-10,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Mindanao Reconstruction and Development,WB,Others,-,1.41,1.41,1.41,3/30/06-12/31/10,30-Mar-06,31-Dec-10,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Developing Governance Performance Framework for Local Governments,WB,Others,-,0.30,0.30,0.28,3/20/06-3/19/09,20-Mar-06,19-Mar-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Northwind Bangui Bay Project,WB,Others,-,1.51,1.51,0.06,12/9/04-12/31/12,09-Dec-04,31-Dec-12,Infrastructure Development,Unspecified,,ongoing,,12/31/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Electric Cooperative System Loss Reduction Project,WB,DOE,,11.12,11.12,5.31,11/5/04-11/31/11,05-Nov-04,31-Dec-11,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Electric Cooperative System Loss Reduction Project,WB,DOE,,0.88,0.88,0.32,11/5/04-12/31/11,05-Nov-04,31-Dec-11,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Kapitbisig Laban sa Kahirapan-Comprehensive and Integrated Delivery of Social Services (KALAHI-CIDSS),WB,DSWD,,0.20,0.20,0.11,11/9/06-11/9/08,09-Nov-06,31-Dec-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Kapitbisig Laban sa Kahirapan-Comprehensive and Integrated Delivery of Social Services (KALAHI-CIDSS),WB,DOF,,0.36,0.36,0.27,11/9/06-5/31/10,09-Nov-06,31-May-10,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Rural Power Project,WB,DBP,,9.00,9.00,4.70,12/8/03-12/31/09,08-Dec-03,31-Dec-09,Infrastructure Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Ozone-Depleting Substance Phase-Out Investment Program,WB,DENR,DENR-EMB,30.00,30.00,19.60,10/6/04-6/30/10,01-Apr-02,30-Jun-10,"Agriculture, Environment and Agrarian Reform",Nationwide,,ongoing,,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,GEF Program  supporting the National Program for Environment and Natural Resources Management Project*,WB,DENR,,7.00,7.00,0.36,8/29/07-12/31/12,29-Aug-07,31-Dec-12,"Agriculture, Environment and Agrarian Reform",Nationwide,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Manila Water Supply,WB,MWSS,,1.05,1.05,0.16,10/19/07-06/30/11,19-Oct-07,30-Jun-11,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,LRT Line 1 South Extension,WB,PNR,,1.00,1.00,0.00,08/29/07-09/16/08,29-Aug-07,15-Jun-10,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Manila Third Sewerage Project,WB,DENR,,5.00,5.00,1.00,08/16/07-11/30/12,16-Aug-07,30-Nov-12,Infrastructure Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Strengthening the Institutional Effectiveness of the National Commission of Indigenous Peoples,WB,Others,-,0.17,0.17,0.08,08/15/07-08/15/09,15-Aug-07,15-Aug-10,Social Reform and Community Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Climate Change Adaptation,WB,Others,-,0.28,0.28,0.15,07/25/07-12/28/08,25-Jul-07,31-Dec-09,Infrastructure Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Local Government Support for Regional Water Supply,WB,DILG,,1.00,1.00,0.84,03/30/07-02/28/09,30-Mar-07,30-Apr-09,Infrastructure Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Support for Strategic Local Development and Investment Project,WB,DILG,,1.91,1.91,1.09,07/11/07-07/10/11,11-Jul-07,10-Jul-11,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Laguna de Bay Community Watershed Rehabilitation,WB,LLDA,,0.12,0.12,0.00,06/30/06-02/28/18,30-Jun-06,28-Feb-18,"Agriculture, Environment and Agrarian Reform",Unspecified,,ongoing,,12/31/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,20 MW Palinpinon II Geothermal Optimization Project,WB,Others,-,2.71,2.71,0.00,12/09/05-12/31/12,09-Dec-05,31-Dec-12,Infrastructure Development,Unspecified,,ongoing,,12/31/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Development Marketplace 2007,WB,Others,-,0.15,0.15,0.11,1/7/08-12/31/09,07-Jan-08,31-Dec-09,Social Reform and Community Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Local Government Support for Performance Grants,WB,Others,-,0.95,0.95,0.95,1/18/08-9/18/08,18-Jan-08,30-Mar-09,Governance and Institutions Development,Unspecified,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Philippines Strengthening the Capacity and Effectiveness of the Commission on Audit,WB,Others,-,0.30,0.30,0.08,5/28/08-5/29/11,28-May-08,29-May-11,Governance and Institutions Development,Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Strengthening the Capacity of the Procurement Service in Implementing the Philippine Government Electronic Procurement System,WB,Others,-,0.30,0.30,0.06,6/25/08-6/25/11,25-Jun-08,25-Jun-11,"Industry, Trade and Tourism",Unspecified,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Japan Social Development Fund - Social Inclusion Project (JSDF-SIP),WB,DSWD,,0.00,1.72,1.72,,25-Apr-05,30-Apr-09,Social Reform and Community Development,Multi-Regional,,closed,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Integrated NRM Sector Development Program,WB,DENR,,0.00,0.00,0.00,,31-Dec-08,30-Sep-09,"Agriculture, Environment and Agrarian Reform",Nationwide,,closed,,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Integrated Persistent Organic Pollutants Management Project,WB,DENR,,0.24,0.24,0.08,,01-Oct-08,30-Jun-10,"Agriculture, Environment and Agrarian Reform",Nationwide,,ongoing,ongoing,6/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Enhanced Case Flow Management,WB,SC,,0.00,0.00,0.00,,,,Governance and Institutions Development,Nationwide,,check,,1/31/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
