327,NCDF - NASULO GEOTHERMAL POWER PROJECT,WB,,GOP,PNOC-EDC,PNOC-EDC,,3.36,,0.00,0.00,3.36,9-Dec-05,30-Jun-13,0.67,0.67,Infrastructure Development,Region-specific,,,Others,Group Training Course
328,New Zealand Development Scholarships (NZDS),New Zealand,,GOP,,,,1.00,,1.00,1.00,0.00,1-Jul-10,30-Jun-11,0.50,-0.50,Governance and Institutions Development,Multi-Regional,New Zealand,,TCP,Group Training Course
329,Non-Revenue Water Management,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,2-Nov-10,27-Dec-10,1.07,0.07,Infrastructure Development,Unspecified,,,TCP,Group Training Course
330,Operating Management of Earthquake-Tsunami-Volcano Eruption Observation System,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,7-Jul-09,29-Mar-10,2.04,1.04,Infrastructure Development,Unspecified,,,TCP,Group Training Course
331,Operating Management of Earthquake-Tsunami-Volcano Eruption Observation System,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,6-Jul-10,30-Mar-11,0.66,-0.34,Infrastructure Development,Unspecified,,,TCP,Group Training Course
332,Operation Budget for Individual Expert,JICA,,GOP,Common Expense,Common Expense,,0.74,,0.74,1.00,0.00,1-Apr-08,31-Mar-09,2.75,1.75,Unspecified,Unspecified,Common Expense,,TCP,Group Training Course
333,Operation Budget for Individual Expert.,JICA,,GOP,,,,0.45,,0.45,1.00,0.00,1-Apr-09,31-Mar-10,1.75,0.75,Unspecified,Unspecified,,,TCP,Group Training Course
334,Operation Budget for Individual Expert.,JICA,,GOP,,,,0.18,,0.18,1.00,0.00,1-Apr-10,31-Mar-11,0.75,-0.25,Unspecified,Unspecified,,,TCP,Group Training Course
335,OTF - Philippines ODS Phase Out Inventory Project,WB,,GOP,DOF,DENR,30.00,30.00,,21.42,0.71,8.58,31-Mar-93,31-Aug-11,0.96,0.25,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,Others,Group Training Course
336,P103  Capacity to Monitor ICPD ,UNFPA,,GOP,DILG,DILG,,,,,#DIV/0!,0.00,1-Jan-05,31-Dec-11,0.86,#DIV/0!,Social Reform and Community Development,Region-Specific,"Manila, Olongapo",,Mixed,Group Training Course
337,P201 Integrating with ICPD POA ,UNFPA,,GOP,11 LGUs,11 LGUs,,1.63,,1.42,0.87,0.20,1-Jan-05,31-Dec-11,0.86,-0.02,Social Reform and Community Development,Multi-Regional,"10 Provinces, One City",,Mixed,Group Training Course
338,P202 Linking POP/RH to Poverty      ,UNFPA,,GOP,"POPCOM, 11 LGUs","POPCOM, 11 LGUs",,3.96,,3.65,0.92,0.31,1-Jan-05,31-Dec-11,0.86,-0.06,Social Reform and Community Development,Multi-Regional,"Manila, 10 Provinces, One City",,Mixed,Group Training Course
339,P203 Research & Training in POPDEV ,UNFPA,,GOP,POPCOMOlongapo City Govt,POPCOMOlongapo City Govt,,0.66,,0.61,0.93,0.05,1-Jan-05,31-Dec-11,0.86,-0.07,Social Reform and Community Development,Region-Specific,Manila,,Mixed,Group Training Course
340,P-A Community Assistance Program (PACAP),AusAID,,GOP,,,,73.22,,24.88,0.34,48.34,4-Nov-86,31-Dec-10,1.00,0.66,Social Reform and Community Development,Nationwide,,,Mixed,Group Training Course
341,PA Community Assistance Program Bridging Phase,AusAID,,GOP,,,,0.92,,0.02,0.02,0.90,1-Oct-10,30-Sep-11,0.25,0.23,Social Reform and Community Development,Nationwide,,,Mixed,Group Training Course
342,P-A Local Sustainability Program (PALS),AusAID,,GOP,,,,31.47,,12.46,0.40,19.01,21-Sep-98,30-Jun-10,1.04,0.65,Social Reform and Community Development,Region-Specific,,,Mixed,Group Training Course
343,Partnership for Economic Governance Reforms,AusAID,,GOP,,,,38.98,,16.84,0.43,22.14,24-Feb-05,31-May-10,1.11,0.68,Governance and Institutions Development,Nationwide,,,Mixed,Group Training Course
344,Pasig River Catchment Sewerage,ADB,,GOP,Manila Water Company Inc.,Manila Water Company Inc.,0.30,0.30,0.30,0.28,0.95,0.02,15-Dec-09,31-Jan-11,0.93,-0.02,Infrastructure Development,Nationwide,,,TA,Group Training Course
345,Patent Examination Practice for APEC Economies,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,23-Nov-10,15-Dec-10,1.73,0.73,"Industry, Trade and Tourism",Unspecified,,,TCP,Group Training Course
346,PBUSSP,ADB,,GOP,To be verified,To be verified,0.65,0.65,0.65,0.65,1.00,0.00,7-Mar-08,11-May-10,1.29,0.29,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
347,PCF - Philippines -Northwind Bangui Bay,WB,,GOP,Northwind Corporation,Northwind Corporation,,1.51,,0.15,0.10,1.36,9-Dec-04,31-Dec-12,0.75,0.65,Infrastructure Development,Region-specific,,,Others,Group Training Course
348,Peace Links Fund,CIDA,CIDA,GOP,Embassy of Canada to the Philippines,Embassy of Canada to the Philippines,4.95,4.09,,4.36,1.07,-0.27,30-Jun-05,30-Mar-11,0.96,-0.11,"Industry, Trade and Tourism",Nationwide,,,Others,Training Prog. for Young Leaders
349,Philippine Coast Guard Education and Human Resource Management System Development Project,JICA,,GOP,PCG,PCG,,1.83,,1.83,1.00,0.00,7-Jan-08,6-Jan-13,0.60,-0.40,Governance and Institutions Development,Region-Specific,NCR,,TCP,Training Prog. for Young Leaders
350,Philippine Efficient Lighting Market Transformation Project,UNDP,,GOP,Department of Energy,Department of Energy,,3.13,,3.04,0.97,0.09,1-Jan-07,31-Dec-11,0.80,-0.17,Infrastructure Development,Region-Specific,NCR,,Others,Training Prog. for Young Leaders
351,Philippine Election Reform,USAID,,Mixture,Various Agencies,COMELEC/Citizen's Coalition for ARMM Election Reform,2.00,2.00,,1.90,0.95,0.10,1-Oct-07,30-Sep-09,1.63,0.68,Governance and Institutions Development,Region-specific,,,TA,Facility
352,Philippine Energy Efficiency Project,ADB,,GOP,DOE,DOE,1.50,1.50,1.50,0.00,0.00,1.50,28-May-09,31-Oct-11,0.66,0.66,Infrastructure Development,Nationwide,,,TA,General Grant Project
353,Philippine Sanitation Alliance,USAID,,GOP,Various Agencies,LGUs,1.60,1.60,,1.30,0.81,0.30,1-Oct-07,30-Sep-11,0.81,0.00,Social Reform and Community Development,Multi-Regional,,,TA,General Grant Project
354,Philippine Water Revolving Fund (PWRF) Support Program,USAID,,GOP,DOF,DOF,4.00,4.00,,3.70,0.93,0.30,2-Oct-06,1-Oct-11,0.85,-0.08,"Industry, Trade and Tourism",Multi-Regional,,,TA,General Project Grant 
355,Philippines Health Sector Reform Project,WB,,GOP,DOH,DOH,18.25,18.43,,11.20,0.61,7.23,4-Jun-07,31-Dec-12,0.64,0.03,Social Reform and Community Development,Multi-Regional,,,Others,General Project Grant 
356,Philippines Local Government Grants for Sanitation Pilot,WB,,GOP,To be verified,To be verified,0.36,0.36,,0.04,0.11,0.32,15-Sep-09,30-Jun-12,0.46,0.35,Governance and Institutions Development,Multi-Regional,,,TA,General Project Grant 
357,Philippines: IDF Grant for Strengthening the Institutional Effectiveness of the National Commission of Indigenous Peoples,WB,,GOP,NCIP,NCIP,0.17,0.17,,0.15,0.89,0.02,15-Aug-07,15-Feb-11,0.97,0.07,Social Reform and Community Development,Multi-Regional,,,TA,General Project Grant 
358,PHRD: Philippines - Public Private Participation in Transport Infrastructure,WB,,GOP,DPWH,DPWH,,1.00,,0.00,0.00,1.00,29-Aug-07,14-Jan-12,0.76,0.76,Social Reform and Community Development,Unspecified,,,TA,General Project Grant 
359,PIMS 2094 BD FSP: PPG Biodiversity,UNDP,,GOP,PAWB,PAWB,,4.50,,0.00,0.00,4.50,1-Jan-10,31-Dec-16,0.14,0.14,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,Others,TCP
360,PIMS 2596 Reducing Health Car Waste,UNDP,,GOP,DOH,DOH,,0.83,,0.08,0.10,0.75,1-Jan-08,31-Dec-11,0.75,0.65,Social Reform and Community Development,Multi-Regional,,,Others,TCP
361,PIMS 3627 Strengthening Coordination for Effective Environmental Management (STREEM),UNDP,,GOP,DENR,DENR,,0.48,,0.11,0.22,0.37,1-Jan-09,31-Dec-12,0.50,0.28,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,Others,General Project Grant 
362,Planning and Management of Eco-tourism in Tropical and Subtropical Area,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,7-Apr-10,2-Jul-10,3.11,2.11,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,General Project Grant 
363,Planning and Management of National Mapping and Surveying,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,2-Aug-10,31-Jan-11,0.83,-0.17,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
364,Planning and Policy Advisor on Agribusiness Development,JICA,,GOP,DA,DA,,0.08,,0.08,1.00,0.00,1-Aug-10,31-Jul-12,0.21,-0.79,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,Metro Manila,,TCP,General Project Grant 
365,Planning Management of National Mapping and Surveying,JICA,,GOP,,,,0.06,,0.06,1.00,0.00,17-Nov-09,7-Jul-10,1.76,0.76,Social Reform and Community Development,Unspecified,,,TCP,General Project Grant 
366,Poder 5 - Improving Access to Health and Basic Education Services to the Communities,Spain,,GOP,DSWD,DSWD,1.50,1.07,,1.07,1.00,0.00,1-Nov-09,1-Jan-11,1.00,0.00,Social Reform and Community Development,Multi-Regional,,,Others,TCP
367,"Poder 6 - Improving Access to Basic Community Services in Regions 3,5 and 13 in the Philippines",Spain,,GOP,DSWD,DSWD,2.00,2.66,,1.43,0.54,1.23,1-Jun-10,1-Oct-11,0.44,-0.10,Social Reform and Community Development,Multi-Regional,"III, V, XIII",,Others,General Project Grant 
368,Police Administration,JICA,,GOP,,,,0.13,,0.13,1.00,0.00,1-Jun-10,21-Mar-11,0.72,-0.28,Governance and Institutions Development,Unspecified,,,TCP,TCP
369,Policy Improvement of Industrial Safety and Health,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,21-Sep-10,23-Oct-10,3.13,2.13,Social Reform and Community Development,Unspecified,,,TCP,
370,Pollution Control for Hazardous Substances in the Environment,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,1-Jun-10,6-Aug-10,3.23,2.23,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
371,PORT Project (Expanding Protective Services to Victims and Potential Victims of Trafficking through Organizing Responsive Task Forces against Trafficking in Ports and Pilot Hotspots in the Philippines),USAID,,GOP,Various Agencies,Various Agencies,2.20,2.20,,1.30,0.59,0.90,30-Sep-05,31-May-11,0.93,0.34,Governance and Institutions Development,Multi-Regional,,,TA,
372,Poverty Monitoring and Mapping,UNDP,,GOP,NEDA - Social Development Staff,NEDA - Social Development Staff,,2.39,,2.10,0.88,0.28,1-Jan-05,31-Dec-11,0.86,-0.03,Social Reform and Community Development,Nationwide,,,Others,
373,PPIAF (R/E): PHILIPPINES: LEAD TRANSACTION ADVISER FOR CALA TOLL ROAD,WB,,GOP,DPWH,DPWH,,0.61,,0.00,0.00,0.61,11-Mar-09,4-May-11,0.84,0.84,Infrastructure Development,Region-specific,,,TA,
374,Prevention and Control of Leptospirosis in the Philippines,JICA,,GOP,UP-Manila,UP-Manila,,0.32,,0.32,1.00,0.00,1-Apr-10,31-Mar-15,0.15,-0.85,Social Reform and Community Development,Nationwide,nation wide,,TCP,
375,Private Enterprise Accelerated Resource Linkages II,CIDA,CIDA,GOP,Agriteam Canada,Agriteam Canada,9.36,6.30,,8.23,1.31,-1.93,4-Jan-00,30-Mar-10,1.07,-0.23,"Industry, Trade and Tourism",Unspecified,,,Others,
376,Private Sector Development Program Phase 3,GIZ,German Government /BMZ,GOP,DTI,DTI,3.75,5.23,1.08,1.43,0.27,3.80,1-Sep-09,31-Aug-12,0.44,0.17,"Industry, Trade and Tourism",Multi-Regional,,,TCP,
377,Private Sector Mobilization (PRISM) Project,USAID,,GOP,DOH,DOH,32.00,32.00,,32.00,1.00,0.00,14-Sep-04,31-Oct-09,1.23,0.23,Social Reform and Community Development,Multi-Regional,,,TA,
378,Private Sector Mobilization 2 (PRISM2) Project,USAID,,GOP,DOE,DOH,8.00,8.00,,5.00,0.63,3.00,30-Oct-09,29-Oct-14,0.23,-0.39,Social Reform and Community Development,Multi-Regional,,,TA,
379,Product Certification (IECEE/CB Scheme) for ASEAN Countries,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,7-Nov-10,20-Nov-10,4.15,3.15,"Industry, Trade and Tourism",Unspecified,,,TCP,
380,Production and Development of Official Statistics in Support for National Development including the Achievement of MDGs,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,10-Nov-10,19-Mar-11,0.40,-0.60,Governance and Institutions Development,Unspecified,,,TCP,
381,Program for PNP's Anti - Crime Capability Enhancement Including (1) project for Capability Enhancement for Crime Scene investigations and (II) Enhancement for Firearms law enforcement in the Philippin,JICA,,GOP,PNP,PNP,,0.29,,0.29,1.00,0.00,1-Oct-07,31-Mar-10,1.30,0.30,Governance and Institutions Development,Region-Specific,Manila,,TCP,
382,"Program Manager / Advisor to Chief, PNP",JICA,,GOP,PNP,PNP,,0.27,,0.27,1.00,0.00,21-Sep-08,30-Sep-11,0.75,-0.25,Governance and Institutions Development,Region-specific,Manila,,TCP,
383,"Project for flood preparedness (BALANGAY ng BARANGAY, NOAH'S ARK)",Spain,,GOP,Province of Albay,Province of Albay,0.23,0.30,,0.00,0.00,0.30,1-Jul-10,31-Jul-11,0.46,0.46,Infrastructure Development,Region-specific,V,,Others,
384,Project for Improving Competitiveness of Local SMEs through Better Packaging,JICA,,GOP,,,,0.18,,0.18,1.00,0.00,10-Feb-10,31-Aug-10,1.60,0.60,"Industry, Trade and Tourism",Nationwide,,,TCP,
385,Project for PNP's Capablity Enhancement for Firearms Control in the Philippines,JICA,,GOP,PNP,PNP,,0.92,,0.92,1.00,0.00,6-Oct-08,31-Mar-11,0.90,-0.10,Governance and Institutions Development,Nationwide,nationwide,,TCP,
386,Project for the Study on Airport Strategy for the Greater Capital Region in the Republic of the Philippines,JICA,,GOP,DOTC,DOTC,,1.05,,1.05,1.00,0.00,18-Nov-10,6-Dec-11,0.11,-0.89,Infrastructure Development,Region-specific,Greater Capital Region,,TCP,
387,Project Management and Evaluation for Civil Engineers in Public Works,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,22-Sep-10,19-Nov-10,1.74,0.74,Infrastructure Development,Unspecified,,,TCP,
388,Project Management for E-Government Promotion,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,9-Mar-10,25-Jun-10,2.75,1.75,Infrastructure Development,Unspecified,,,TCP,
389,Project on Enhancing the Capacity for Collection and Application of Fingerprints,JICA,,GOP,PNP,PNP,,0.11,,0.11,1.00,0.00,14-Jul-10,13-Jul-13,0.15,-0.85,Governance and Institutions Development,Unspecified,nationwide,,TCP,
390,Project on Integrated Coastal Ecosystem Conservation and Adaptive Management under Local and Global Environmental Impacts in the Philippines,JICA,,GOP,"UP-MSI, UP Visayas, MSU-Naawan","UP-MSI, UP Visayas, MSU-Naawan",,0.82,,0.82,1.00,0.00,21-Feb-10,21-Feb-14,0.22,-0.78,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,"Pangasinan, Oriental Mindoro, Iloilo, Misamis Oriental",,TCP,
391,Project on Philippine Customs Intelligence System (PCIS) for Enhancement of its System Environments and Training of Customs Officers,JICA,,GOP,BOC,BOC,,1.11,,1.11,1.00,0.00,21-Jul-07,30-Jun-11,0.87,-0.13,Governance and Institutions Development,Region-specific,Manila,,TCP,
392,Promoting Procurement Transparency and Efficiency to achieve MDGs (PROTECT MDGs),UNDP,,GOP,League of Cities,League of Cities,,0.15,,0.14,0.90,0.01,1-Jan-09,31-Dec-10,1.00,0.10,Governance and Institutions Development,Nationwide,,,Others,
393,Promoting Rural Industry Market Enhancement,CIDA,CIDA,GOP,"Philippine Development Assistance Programme, Inc.","Philippine Development Assistance Programme, Inc.",0.50,0.38,,0.32,0.82,0.07,31-Dec-04,31-Mar-13,0.73,-0.10,Governance and Institutions Development,Nationwide,,,Others,
394,"Promoting Transparent, Fair and Peaceful Elections in the Phils in 2010",USAID,,GOP,Various Agencies,"Office of the Ombudsman, Civil Service Commission, Commission on Audit",1.40,1.40,,1.20,0.86,0.20,1-Oct-09,31-Dec-10,1.00,0.14,Governance and Institutions Development,Nationwide,,,TA,
395,Promotion of Non-formal Education for Asia,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,8-Feb-10,14-Mar-10,8.97,7.97,Social Reform and Community Development,Unspecified,,,TCP,
396,Pro-Poor Policy Reform,UNDP,,GOP,NEDA - Social Development Staff,NEDA - Social Development Staff,,0.98,,0.64,0.66,0.33,1-Jan-05,31-Dec-11,0.86,0.20,Social Reform and Community Development,Region-specific,NCR,,Others,
397,Public Health Program Coordinator,JICA,,GOP,DOH,DOH,,0.18,,0.18,1.00,0.00,2-May-10,1-May-12,0.33,-0.67,Social Reform and Community Development,Unspecified,Metro Manila,,TCP,
398,Public-Private Partnership in Health,ADB,,GOP,DBP,DBP,1.00,1.00,1.00,0.06,0.06,0.94,5/14/2009,31-Dec-11,0.62,0.56,Social Reform and Community Development,Nationwide,,,TA,
399,Quality Management of Essential Medicines -Good Manufacturing Practice (GMP) and Inspection-,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,9-Nov-10,11-Dec-10,1.63,0.63,Social Reform and Community Development,Unspecified,,,TCP,
400,R201  Comprehensive RH ,UNFPA,,GOP,12 LGUs,12 LGUs,,12.18,,11.89,0.98,0.29,1-Jan-05,31-Dec-11,0.86,-0.12,Social Reform and Community Development,Region-Specific,"Manila, 11 Provinces, One City",,Mixed,
401,R204  Availability of RH Commodities  ,UNFPA,,GOP,"LMP, LCP","LMP, LCP",,2.96,,2.73,0.92,0.23,1-Jan-05,31-Dec-11,0.86,-0.07,Social Reform and Community Development,Region-Specific,"Manila, About 500 Municipalities",,Mixed,
402,R207   Capacity to Manage Integrated RH ,UNFPA,,GOP,"DOH, PHILHEALTH","DOH, PHILHEALTH",,2.82,,2.76,0.98,0.06,1-Jan-05,31-Dec-11,0.86,-0.12,Social Reform and Community Development,Region-Specific,Manila,,Mixed,Technical Assistance
403,R210  Maternal Health and Newborn Care ,UNFPA,,GOP,"Provincial Governments of Ifugao, Eastern Samar, Lanao del Sur","Provincial Governments of Ifugao, Eastern Samar, Lanao del Sur",,2.28,,2.21,0.97,0.06,1-Jan-09,31-Dec-11,0.67,-0.31,Social Reform and Community Development,Multi-Regional,"Ifugao, E. Samar, Lanao del Sur",,Mixed,Technical Assistance
404,R306 Life Skills Education for Youth,UNFPA,,GOP,DepEd,DepEd,,1.77,,1.76,1.00,0.00,1-Jan-05,31-Dec-11,0.86,-0.14,Social Reform and Community Development,Region-Specific,"Manila, 11 Provinces, One City",,Mixed,Technical Assistance
405,Railway Management,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,12-Jan-10,5-Feb-10,15.17,14.17,Infrastructure Development,Unspecified,,,TCP," technical assistance, technical cooperation, dispatch)"
406,REDD Project,GIZ,German Government /BMU,GOP,DENR,DENR,2.77,3.86,0.66,0.87,0.23,2.98,1-Nov-09,31-Mar-13,0.34,0.11,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TCP,
407,Regional Coordination of Avian Influenza Control and Prevention in Asia ,FAO,,GOP,DA-BAI,DA-BAI,11.14,11.14,,11.12,1.00,0.02,1-Apr-06,30-Aug-10,1.08,0.08,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,
408,Regional Development by Sustainable Use of Biodiversity,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,27-Sep-10,30-Oct-10,2.85,1.85,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
409,Regional Fisheries Livelihood Programme for South and Southeast Asia  ,FAO,,GOP,DA-BFAR,DA-BFAR,19.55,19.55,,3.23,0.17,16.32,1-May-09,30-Apr-14,0.33,0.17,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,
410,Rehabilitation of the emergency school shelter in Ligao,Spain,,GOP,Province of Albay,Province of Albay,0.49,,,0.00,#DIV/0!,0.00,,,#DIV/0!,#DIV/0!,Social Reform and Community Development,Region-specific,V,,Capital Grant,
411,"Rehabilitation of the Emergency School Shelters in Pambuhan, Garchitorena, Camarines Sur",Spain,,GOP,Municipality of Garchitorena,Municipality of Garchitorena,0.86,1.14,,0.41,0.36,0.73,1-Jan-10,1-Jan-11,1.00,0.64,Infrastructure Development,Region-specific,V,,Others,
412,Reinforcement of maritime safety capability for coast guard officers in ASEAN region,JICA,,GOP,,,,0.13,,0.13,1.00,0.00,11-Aug-09,28-Feb-10,2.54,1.54,Governance and Institutions Development,Unspecified,,,TCP,
413,Reinforcement of Maritime Safety Capability for Coast Guard Officers in ASEAN Region,JICA,,GOP,,,,0.05,,0.05,1.00,0.00,11-Aug-10,3-Mar-11,0.69,-0.31,Governance and Institutions Development,Unspecified,,,TCP,
414,Renewable Energy and Energy Efficiency,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,22-Feb-10,5-Mar-10,23.77,22.77,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
415,Revenue Administration Reform Project,MCC,,GOP,BIR,BIR,54.40,54.40,,0.00,0.00,54.40,26-Sep-10,,0.00,0.00,Governance and Institutions Development,Nationwide,,,TCP,
416,Review of the CDS Program in the Philippines and Preparation and Publication of the State of Philippine Cities Report,WB,,GOP,League of Cities,League of Cities,0.17,0.17,,0.08,0.47,0.09,15-Sep-08,31-Aug-11,0.77,0.30,Governance and Institutions Development,Nationwide,,,TA,
417,Rice Cultivation Techniques Development,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,7-Feb-10,13-Nov-10,1.17,0.17,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
418,Risk Management and Residue Analysis of Chemicals for Environmental Safety,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,15-Feb-10,21-Aug-10,1.70,0.70,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
419,Road Administration,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,9-Nov-10,8-Dec-10,1.79,0.79,Infrastructure Development,Unspecified,,,TCP,
420,Road Planning and Management Advisor,JICA,,GOP,DPWH,DPWH,,0.21,,0.21,1.00,0.00,11-Jun-08,11-Jun-10,1.28,0.28,Infrastructure Development,Nationwide,nationwide,,TCP,
421,Road Sector Improvement,ADB,,GOP,DPWH,DPWH,0.66,0.66,0.66,0.63,0.96,0.03,29-Jul-08,31-Dec-10,1.00,0.04,Infrastructure Development,Nationwide,,,TA,
422,Rural Development for Small-Scale Farmers Through the Agricultural Cooperatives Activity in Asia,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,25-Aug-10,15-Nov-10,1.58,0.58,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
423,Rural Electric Cooperative Development,ADB,,GOP,To be verified,To be verified,0.50,0.50,0.50,0.50,1.00,0.00,22-Jan-08,28-Apr-10,1.30,0.30,Infrastructure Development,Region-specific,,,Mixed,
424,Rural Water and Sanitation Project IV,GIZ,German Government/BMZ,GOP,DILG-WSSPMO,DILG-WSSPMO,2.65,3.33,2.64,3.51,1.05,-0.18,1-Oct-06,31-Jul-10,1.11,0.06,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TCP,
425,Safe Motherhood Midwifery Course for Asia,JICA,,GOP,,,,0.07,,0.07,1.00,0.00,27-Jan-10,27-Feb-10,11.13,10.13,Social Reform and Community Development,Unspecified,,,TCP,
426,Samar Island Biodiversity Project,UNDP,,GOP,Protected Areas and Wildlife Bureau,Protected Areas and Wildlife Bureau,,7.28,,3.02,0.41,4.26,1-Jan-02,31-Dec-11,0.90,0.49,"Agriculture, Agrarian Reform and Natural Resources",Region-Specific,VIII,,Others,
427,SAPAT: Developing Model to Expand National Food Base,UNDP,,GOP,NAPC,NAPC,,0.10,,0.10,1.00,0.00,1-Jan-09,31-Dec-10,1.00,0.00,Social Reform and Community Development,Multi-Regional,,,Others,
428,Secondary National Roads Development Project,MCC,,GOP,DPWH,DPWH,214.40,214.40,,0.00,0.00,214.40,25-Sep-10,,0.00,0.00,Infrastructure Development,Multi-Regional,,,Capital Grant,
429,"Seismology, Earthquake Engineering and Disaster Management Policy",JICA,,GOP,,,,0.03,,0.03,1.00,0.00,28-Sep-09,19-Sep-10,1.29,0.29,Infrastructure Development,Unspecified,,,TCP,
430,"Seismology, Earthquake Engineering and Disaster Management Policy",JICA,,GOP,,,,0.02,,0.02,1.00,0.00,2-Sep-10,31-Aug-11,0.33,-0.67,Infrastructure Development,Unspecified,,,TCP,
431,Seminar on Aviation Security,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,14-Jan-10,13-Feb-10,11.97,10.97,Infrastructure Development,Unspecified,,,TCP,
432,"Seminar on CNS(Communication,Navigation,Surveilance)Technology",JICA,,GOP,,,,0.01,,0.01,1.00,0.00,22-Aug-10,11-Sep-10,6.79,5.79,Infrastructure Development,Unspecified,,,TCP,
433,Seminar on Control of Drug Offences,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,26-Sep-10,9-Oct-10,7.31,6.31,Governance and Institutions Development,Unspecified,,,TCP,
434,Seminar on Evaluation of Japanese ODA Loan Projects,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,7-Nov-10,20-Nov-10,4.15,3.15,Governance and Institutions Development,Unspecified,,,TCP,
435,Seminar on Port Facility Security for ASEAN Countries,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,8-Nov-10,26-Nov-10,2.94,1.94,Infrastructure Development,Unspecified,,,TCP,
436,Shipping Administration for ASEAN members,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,2-Feb-10,27-Feb-10,13.16,12.16,Infrastructure Development,Unspecified,,,TCP,
437,Small Projects Facility 2,EU,,Mixture,various NGO and LGU,various NGO and LGU,5.65,7.88,,3.76,0.48,4.11,1-Jan-09,1-Jan-12,0.67,0.19,Governance and Institutions Development,Multi-Regional,,,Capital Grant,
438,Small Water Districts Improvement Project,JICA,,GOP,LWUA,LWUA,,11.25,,11.25,1.00,0.00,1-Jul-05,31-Mar-12,0.81,-0.19,Infrastructure Development,Nationwide,nationwide,,TCP,
439,Social and Industrial Infrastructure in Legal Metrology,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,2-Jun-10,31-Aug-10,2.35,1.35,"Industry, Trade and Tourism",Unspecified,,,TCP,
440,Social Policy and Local Development,UNICEF,,GOP,,,,0.68,,0.68,1.00,0.00,1-Jan-10,31-Dec-10,1.00,0.00,Social Reform and Community Development,Unspecified,,,Others,
441,Social Protection Support Project - Gender Impacts,ADB,,GOP,DSWD,DSWD,0.30,0.30,0.30,0.00,0.00,0.30,12-Oct-10,31-Jan-13,0.10,0.10,Social Reform and Community Development,Multi-Regional,,,TA,
442,Social Protection Support Project- Developing Social Protection,ADB,,GOP,DSWD,DSWD,0.80,0.80,0.80,0.00,0.00,0.80,12-Oct-10,31-Jul-12,0.12,0.12,Social Reform and Community Development,Nationwide,,,TA,
443,Solid Waste Management by Local Government (A),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,23-Aug-10,15-Oct-10,2.46,1.46,Social Reform and Community Development,Unspecified,,,TCP,
444,Solid Waste Management by Local Government(B),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,12-Jan-10,5-Mar-10,6.58,5.58,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
445,Solid Waste Management with Community Participation,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,21-Sep-10,26-Nov-10,1.54,0.54,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,
