psgc_brgy,own_house_and_lot_or_owner_like_possession_of_house_and_lot,rented_house_or_room_including_lot,own_house_but_rented_lot,own_house_rent_free_ lot_with_consent_of_owner,own_house_rent_free_lot_without_consent_of_owner,rent_free_house_and_lot_with_consent_of_owner,rent_free_house_and_lot_without_consent_of_owner
101309040,68,1,4,83,2,41,0
101309041,77,5,1,132,6,68,0
101309042,161,5,2,194,6,91,12
101310001,675,56,29,147,14,108,0
101310002,240,7,6,73,4,41,1
101310003,442,28,10,148,21,81,0
101310004,440,34,175,245,36,88,1
101310005,428,11,22,103,4,75,0
101310006,518,27,28,257,9,173,0
101310007,191,4,3,47,3,49,0
101310008,235,14,1,83,3,71,0
101310009,298,20,3,77,5,46,0
101310010,538,46,44,303,67,159,2
101310011,775,43,12,191,20,216,2
101310012,632,68,127,199,20,165,4
101310013,285,15,9,144,9,66,1
101310014,171,0,24,95,17,41,0
101311001,232,4,1,123,3,50,1
101311002,95,30,4,140,0,129,0
101311003,73,19,1,316,5,148,2
101311004,49,6,2,73,2,77,0
101311005,101,8,1,167,2,98,0
101311006,79,11,0,101,4,152,0
101311007,111,7,5,118,4,102,0
101311008,229,2,2,109,7,56,1
101311009,124,9,1,71,1,76,0
101311010,240,12,6,161,5,95,13
101311011,306,16,6,270,6,128,0
101311012,164,5,9,76,1,75,0
101311013,96,10,1,105,1,120,0
101311014,214,27,2,172,3,98,0
101312001,277,68,38,561,31,226,1
101312002,413,43,71,280,1,224,1
101312003,192,11,6,91,21,96,2
101312004,270,12,7,207,1,154,0
101312007,112,2,0,66,4,24,0
101312009,686,24,12,161,80,91,4
101312010,114,1,1,38,6,27,0
101312012,379,27,10,393,17,130,11
101312014,467,45,4,195,52,239,2
101312017,77,2,3,167,12,33,0
101312018,156,10,1,81,4,27,1
101312019,59,8,4,172,6,71,1
101312021,169,7,0,18,7,14,0
101312022,125,1,2,53,4,16,0
101312023,219,17,7,236,28,46,1
101312025,221,9,6,112,18,40,3
101312026,325,19,32,366,41,276,4
101312027,273,19,67,203,23,189,1
101312028,234,6,15,195,7,110,1
101312029,300,7,6,158,4,106,0
101312030,179,7,4,163,7,94,2
101312031,295,14,13,673,10,345,0
101312032,105,0,2,12,0,29,0
101312034,99,2,2,50,2,41,1
101312035,140,5,0,56,11,32,1
101312038,129,2,0,5,1,25,3
101312045,2,0,1,2,0,0,0
101312046,3,3,0,5,0,12,0
101312047,2,4,0,16,0,6,2
101312048,3,0,0,10,0,0,0
101312049,11,0,0,3,0,0,0
101312050,75,10,1,41,17,30,0
101312051,3,8,1,10,1,4,0
101312052,45,26,11,366,65,46,2
101312053,36,12,4,237,11,22,3
101312054,59,9,0,121,1,29,38
101312058,281,20,3,59,26,50,3
101312059,439,41,3,358,18,199,2
101312060,193,14,16,232,20,181,2
101312061,94,4,23,73,26,87,2
101312062,179,14,16,173,66,104,2
101312063,159,17,14,287,1,185,0
101312064,144,4,7,102,9,101,3
101312065,71,58,1,474,134,132,3
101312066,80,3,9,151,31,79,4
101312067,151,11,5,68,29,92,3
101313001,225,1,0,40,2,32,7
101313002,323,22,14,91,8,44,21
101313003,263,3,2,77,7,27,19
101313004,132,1,1,64,5,14,2
101313005,185,0,2,74,3,27,4
101313006,361,10,0,99,0,66,3
101313007,207,3,0,40,3,29,3
101313008,745,45,25,258,16,170,52
101313009,153,2,1,80,1,20,12
101313010,360,10,5,44,1,33,16
101313011,131,1,0,35,2,33,9
101314001,170,101,110,133,24,332,4
101314002,154,40,11,286,7,238,1
101314003,144,1,2,35,3,26,0
101314004,253,20,4,144,14,58,2
101314005,152,63,26,232,10,172,5
101314006,137,18,11,137,8,81,0
101314007,108,0,0,52,0,37,0
101314008,287,11,3,84,8,51,3
101314009,144,5,1,81,6,30,0
101314010,279,8,2,300,31,128,2
101314011,418,29,29,383,11,151,7
101314012,295,17,2,160,9,118,1
101314013,143,5,1,335,8,166,1
101314014,61,2,2,63,4,19,0
101314015,40,0,2,86,5,23,2
101314016,206,13,21,150,12,65,1
101314017,285,41,27,137,27,103,1
101314018,172,25,17,157,8,113,6
101314019,172,7,3,205,17,96,1
101314020,141,1,5,30,13,36,0
101314021,134,5,3,239,3,140,1
101314023,96,0,4,94,15,36,0
101315001,81,11,0,205,10,63,2
101315002,333,36,16,458,32,209,2
101315003,179,9,2,136,0,86,0
101315004,331,26,18,138,24,93,0
101315005,157,15,20,101,5,33,0
101315006,508,77,25,363,22,106,7
101315007,153,0,0,34,19,42,0
101315008,373,65,48,725,27,277,2
101315009,178,10,6,241,8,102,4
101315010,378,6,4,98,22,156,1
101315011,234,22,6,77,3,103,2
101315012,223,15,6,289,3,70,2
101315013,123,7,13,73,0,93,0
101315014,596,237,18,324,19,350,0
101315015,435,74,11,527,21,175,2
101315016,287,37,12,199,8,154,1
101315017,218,7,3,128,3,76,0
101315018,128,7,1,140,6,59,2
101315019,108,2,3,94,13,30,2
101315020,83,11,1,48,5,84,0
101316001,409,26,1,107,17,123,5
101316002,672,29,11,115,20,132,6
101316003,278,8,20,147,4,101,8
101316004,322,25,4,60,11,78,1
101316005,99,6,1,23,1,23,1
101316006,126,1,1,245,0,34,3
101316007,381,24,28,233,3,95,0
101316008,229,4,1,97,3,44,3
101316009,320,11,18,75,3,68,7
101316010,270,18,0,69,22,71,2
101316011,156,4,3,70,6,42,10
101316012,437,17,6,117,7,101,0
101316013,179,9,1,59,3,51,2
101316014,298,16,4,48,13,73,0
101316015,149,10,0,42,9,36,3
101316016,157,2,1,56,0,20,0
101316017,411,19,1,28,2,55,5
101316018,1153,117,14,308,17,388,36
101316019,185,12,2,71,7,43,0
101317001,735,77,57,446,28,315,1
101317002,147,4,10,145,7,35,0
101317003,270,6,9,189,11,75,2
101317004,86,7,9,53,2,28,0
101317006,98,8,2,117,2,16,0
101317007,127,2,2,73,36,15,0
101317008,322,33,23,320,27,64,0
101317009,76,2,7,122,6,42,0
101317010,233,18,9,214,16,86,13
101317012,214,4,2,98,7,22,0
101317013,97,2,1,85,1,12,1
101317014,331,4,6,191,56,99,1
101317016,184,6,8,163,13,23,1
101317017,148,12,3,85,5,30,5
101317018,278,3,18,161,20,61,0
101317019,183,4,8,203,10,50,1
101317020,224,11,21,113,7,57,1
101317021,163,10,13,154,8,72,0
101317022,71,1,3,89,2,48,0
101317025,331,8,28,306,18,68,2
101317026,274,13,18,233,17,44,4
101317027,106,9,3,58,7,31,0
101317028,1148,211,37,373,61,422,7
101317029,171,23,21,251,2,70,1
101317030,586,74,87,259,33,148,1
101317031,107,3,1,41,4,42,0
101317032,586,33,44,278,42,384,8
101317033,115,5,6,100,36,28,0
101317034,215,11,4,113,9,95,0
101317035,278,3,7,104,5,13,0
101317036,148,6,4,110,39,54,0
101318001,156,1,1,132,7,116,8
101318002,72,4,1,27,1,34,0
101318003,193,4,5,95,7,22,3
101318004,113,0,4,67,4,88,1
101318005,136,2,2,75,1,56,1
101318007,77,2,2,40,0,23,0
101318009,172,2,1,94,1,55,0
101318010,545,18,54,274,22,222,11
101318014,170,0,1,67,2,77,0
101318016,450,19,5,288,79,155,2
101318019,129,0,0,83,1,34,0
101318020,300,8,6,360,14,109,7
101318021,134,2,1,62,5,70,0
101318022,686,79,15,692,34,419,11
101318023,86,1,0,74,0,24,1
101318024,122,4,2,97,7,80,2
101318025,104,2,2,174,21,38,0
101318026,149,1,2,51,8,42,1
101318027,73,0,0,42,0,23,0
101318028,79,1,0,71,13,23,0
101318029,300,6,3,220,11,80,0
101318030,117,5,2,168,1,41,5
101318031,145,5,1,81,4,39,0
101318032,168,2,2,203,5,70,0
101319001,864,111,22,395,38,117,1
101319002,94,1,1,25,16,9,0
101319003,106,2,2,20,6,22,0
101319004,76,1,1,42,5,11,0
101319005,120,0,0,9,0,9,0
101319006,251,6,0,29,3,14,1
101319007,127,0,1,78,3,3,0
101319008,228,9,5,144,41,81,1
101319009,394,15,1,205,9,56,0
101319010,283,11,1,81,28,26,1
101320001,111,4,3,98,3,30,1
101320002,122,1,0,96,0,12,0
101320003,196,1,1,77,7,47,0
101320004,113,0,0,60,4,25,0
101320005,199,12,4,221,21,55,0
101320006,166,5,3,180,30,83,0
101320007,174,4,3,77,1,26,0
101320008,334,16,2,77,6,83,3
101320009,264,1,0,78,1,32,1
101320010,339,8,7,159,3,57,2
101320011,161,5,4,118,8,35,0
101320013,150,6,2,114,2,32,0
101320014,146,4,0,70,0,34,0
101320015,287,3,2,104,2,22,0
101320016,226,12,8,119,1,34,4
101320018,284,7,2,85,7,19,1
101320019,70,4,9,33,1,20,0
101320020,113,10,0,36,2,23,0
101320021,89,23,6,44,4,46,2
101320022,106,12,12,43,1,28,1
101320023,161,16,15,106,12,48,1
101320024,85,5,2,64,4,27,0
101320025,113,1,1,69,3,53,0
101320026,365,11,20,119,10,51,1
101320027,520,54,53,313,26,90,2
101320028,218,8,5,130,6,20,0
101320029,237,5,2,74,3,51,12
101320030,140,0,1,59,0,33,0
101320031,271,12,6,179,4,59,3
101321001,123,58,80,352,22,248,43
101321002,514,6,14,400,42,207,1
101321003,161,9,5,248,10,169,4
101321004,449,90,54,516,41,251,12
101321005,144,4,1,158,1,67,12
101321006,64,12,41,206,8,66,39
101321007,248,6,16,200,44,80,2
101321008,207,8,12,312,21,191,6
101321010,494,54,9,312,13,322,3
101321011,203,6,8,539,33,163,2
101321012,152,19,196,352,22,51,17
101321013,495,27,5,144,65,228,8
101321014,150,8,0,66,1,52,0
101321015,289,11,4,206,7,65,1
101321016,796,273,34,724,27,321,8
101321017,257,84,30,541,2,177,31
101321018,50,2,0,148,0,58,0
101321019,97,7,1,164,7,76,1
101321020,345,98,25,237,167,422,1
101321021,181,64,3,51,26,147,2
101321022,32,2,18,159,7,55,1
101321023,52,2,47,220,19,34,4
101321024,580,580,256,1164,35,756,3
101321025,108,16,27,227,0,84,1
101321026,47,5,1,297,3,49,1
101321028,147,4,0,78,0,50,0
101321029,278,23,28,395,17,225,5
101321030,103,12,2,321,7,90,11
101321033,193,17,99,517,25,185,28
101321034,152,4,1,172,12,66,9
101321035,52,7,5,171,2,43,0
101322001,268,1,3,99,12,54,0
101322002,363,6,4,109,7,136,0
101322003,457,26,13,145,25,92,3
101322004,149,5,0,160,1,181,1
101322005,136,1,2,66,1,14,0
101322006,190,3,5,89,2,35,1
101322007,255,2,9,123,29,55,1
101322008,581,42,26,206,38,177,5
101322009,172,8,1,111,2,30,4
101322010,269,7,11,132,9,57,0
101322011,60,1,5,44,1,16,0
101322012,172,3,1,47,5,55,1
101322013,221,3,2,119,0,56,0
101322014,147,3,3,47,3,40,1
101322015,114,5,0,107,16,33,1
101801001,76,5,2,71,3,24,1
101801002,118,4,2,171,22,13,2
101801003,96,3,0,51,3,3,2
101801004,82,0,1,111,2,9,0
101801005,122,5,4,84,1,23,1
101801006,82,3,3,39,2,16,0
101801007,57,0,1,30,3,4,0
101801008,52,4,3,45,1,13,0
101801009,157,1,2,88,2,34,2
101801010,68,2,1,34,2,6,0
101801011,99,2,5,69,0,13,1
101801012,186,7,5,126,4,62,0
101801013,95,1,0,74,7,18,0
101801014,99,3,0,70,13,64,0
101802001,34,1,0,55,0,5,0
101802002,51,0,0,75,37,24,0
101802003,15,0,0,46,13,7,0
101802004,83,2,10,121,5,21,0
101802005,45,1,0,90,0,3,0
101802006,76,17,8,124,1,15,1
101802007,50,4,10,58,2,16,1
101803001,57,10,4,138,11,45,1
101803002,103,1,0,78,0,10,0
101803004,65,0,1,66,1,9,0
101803005,94,6,2,83,1,18,0
101803006,41,0,1,34,1,3,0
101803007,241,10,2,154,0,20,0
101803008,89,0,0,52,3,10,0
101803009,45,0,0,68,0,6,0
101803010,80,1,0,36,0,7,0
101803011,27,0,0,39,0,3,0
101803012,67,1,9,92,0,11,0
101803013,43,0,0,24,1,6,0
101803014,113,1,3,92,1,6,0
101804001,117,5,1,138,8,49,1
101804002,58,2,1,119,2,33,0
101804003,111,6,3,157,4,83,0
101804004,136,11,2,181,9,71,3
101804005,39,0,0,100,3,18,1
101804006,97,8,0,70,2,22,1
101804007,42,4,0,65,0,19,1
101804008,85,2,3,132,6,55,1
101804009,90,1,3,143,1,27,1
101804010,87,5,5,147,3,26,1
101804011,217,21,14,419,13,187,3
101804015,56,3,2,70,0,17,0
101804016,79,2,5,69,4,28,1
101804017,134,6,3,218,5,109,1
101804018,136,3,1,146,1,34,0
101805001,112,5,7,156,17,47,5
101805002,43,2,4,102,32,12,1
101805003,98,5,2,60,6,25,0
101805004,132,24,5,166,0,81,0
101805005,95,3,1,80,4,22,1
101805006,46,1,2,59,55,19,1
101805007,107,1,1,95,37,23,3
101805008,44,2,3,105,3,8,2
101805009,205,11,11,306,25,130,2
103501001,25,1,0,79,4,11,1
103501002,5,0,0,95,0,10,0
103501003,6,0,0,60,4,19,13
103501005,107,7,2,149,2,63,7
103501006,76,4,1,241,6,54,0
103501007,21,2,7,83,1,14,8
103501008,87,6,0,338,8,66,6
103501009,27,0,0,110,0,9,0
103501010,162,12,1,240,4,46,0
103501012,23,1,0,76,1,10,0
103501013,13,0,0,108,0,18,1
103501016,49,1,3,56,1,31,1
103501017,6,0,0,84,2,50,1
103501018,303,36,13,489,24,195,1
103501019,68,1,1,261,1,54,0
103501020,6,0,0,116,0,47,29
103502001,41,10,2,81,222,39,0
103502002,236,9,5,178,52,112,3
103502003,123,9,8,27,11,114,1
103502004,197,6,7,142,19,111,3
103502005,91,0,1,74,9,92,0
103502006,147,5,3,64,16,186,4
103502007,33,21,1,28,1,32,0
103502009,281,6,4,210,20,34,0
103502012,76,0,2,55,1,93,1
103502013,92,1,1,118,10,102,3
103502014,150,5,1,64,11,87,2
103502015,467,37,32,310,82,107,5
103502016,115,1,0,18,7,74,0
103502017,202,32,10,228,25,193,4
103502019,162,12,6,107,11,99,4
103502022,330,34,5,116,17,180,3
103502023,459,24,34,288,27,250,8
103502025,168,1,3,71,14,47,14
103502026,171,6,5,55,7,115,0
103502027,103,1,0,119,0,64,0
103502028,140,0,2,37,10,81,0
103503001,21,0,0,57,4,8,0
103503002,151,6,7,224,6,32,0
103503003,74,8,50,129,13,14,1
103503004,8,0,0,59,1,8,1
103503005,9,0,2,74,2,7,0
103503006,82,0,1,145,6,23,0
103503007,23,0,1,72,1,6,0
103503008,19,0,0,84,2,9,0
103503009,4,0,0,145,6,18,1
103503011,18,0,1,154,0,19,1
103503012,53,1,2,127,3,19,0
103503013,22,1,1,106,8,19,2
103503014,5,0,0,82,2,6,0
103503015,233,51,57,99,18,66,4
103503016,74,0,2,121,3,13,0
103503017,62,10,36,163,14,41,1
103503018,23,0,2,91,1,11,0
103503019,46,0,3,225,7,34,0
103503020,57,0,0,112,5,21,0
103503021,13,3,3,58,0,9,0
103503022,21,1,1,83,1,20,0
103503023,57,7,0,127,23,30,3
103503024,125,13,12,41,8,39,1
103504001,137,16,19,762,32,112,7
103504002,22,5,16,247,8,31,0
103504003,102,11,7,204,46,24,0
103504005,582,215,250,704,24,191,3
103504006,894,277,156,800,123,267,51
103504007,54,2,21,370,9,31,0
103504008,917,229,129,368,83,180,3
103504010,127,8,3,196,35,25,3
103504011,315,127,282,451,20,58,0
103504012,590,476,229,203,53,184,6
103504013,239,7,4,115,1,22,0
103504014,90,8,79,373,20,149,4
103504015,380,271,28,810,217,346,78
103504016,491,183,130,349,99,116,17
103504017,253,258,128,55,36,134,4
103504018,186,15,92,579,200,70,4
103504019,438,6,13,173,30,84,6
103504021,269,33,38,238,6,24,0
103504022,273,113,155,523,61,58,0
103504024,1074,267,142,692,101,232,5
103504025,336,417,929,777,37,152,2
103504026,435,296,226,454,265,189,16
103504027,515,86,16,1062,126,68,5
103504028,361,157,35,323,197,76,20
103504029,67,11,53,116,21,43,9
103504030,1213,699,644,1605,248,361,34
103504031,250,130,13,226,212,87,6
103504032,429,94,32,273,115,70,5
103504033,42,11,8,75,13,19,9
103504034,120,108,34,26,6,32,0
103504035,380,146,289,162,40,141,18
103504036,87,59,16,19,1,15,0
103504037,421,508,244,223,86,144,10
103504038,326,82,87,233,46,116,6
103504039,211,15,50,156,35,39,1
103504040,97,2,4,59,2,7,1
103504041,37,2,2,63,5,20,5
103504042,126,8,14,108,24,13,1
103504043,701,95,43,228,26,58,1
103504044,439,15,2,62,47,22,28
103504045,210,47,84,121,12,77,0
103504046,556,329,463,282,44,171,2
103504047,303,88,251,222,30,93,6
103504048,135,102,235,57,79,63,1
103505001,1,1,2,61,8,0,0
103505003,59,6,5,180,19,20,0
103505004,41,6,65,206,93,80,0
103505005,99,28,30,160,1,24,3
103505007,14,0,0,95,17,17,0
103505008,8,0,6,84,0,1,0
103505010,123,6,154,349,26,94,81
103505012,45,2,0,56,25,9,0
103505014,25,2,7,121,2,11,0
103505015,114,21,3,108,2,12,2
103505016,27,1,2,132,11,10,0
103505018,61,16,78,264,7,21,0
103505019,4,1,1,66,5,4,0
103505021,12,1,6,93,6,9,3
103505026,36,0,0,87,2,47,0
103505027,12,0,2,66,5,32,0
103505028,211,20,261,258,23,23,1
103505030,42,4,4,175,5,32,1
103505031,23,0,2,91,0,7,3
103505033,86,23,10,255,18,26,0
103505034,58,19,31,251,5,62,2
103505036,502,143,125,827,47,155,41
103505038,43,5,13,36,1,23,0
103505039,4,6,1,64,2,8,0
103505040,44,3,8,158,1,38,4
103505041,35,5,24,109,20,41,1
103505042,113,11,5,118,1,14,0
103505043,19,0,12,32,18,10,1
103505046,88,35,54,439,26,36,2
103505047,11,2,1,103,3,14,0
103505048,45,4,18,40,1,25,0
103505049,7,3,29,38,4,1,0
103505050,42,11,6,57,33,65,0
103506001,3,1,0,203,4,6,1
103506002,2,2,1,173,5,1,0
103506003,18,1,15,222,14,37,0
103506004,63,7,21,416,17,85,3
103506005,18,0,1,52,14,6,0
103506006,10,0,14,154,18,24,2
103506007,6,0,0,39,20,4,0
103506008,23,0,5,90,5,34,1
103506009,4,0,4,81,6,4,0
103506010,27,0,0,38,1,3,0
103506011,65,2,119,131,39,27,1
103506012,89,3,29,303,42,23,3
103506013,7,0,0,56,3,6,0
103506014,2,1,3,164,6,12,0
103506015,18,1,1,74,9,10,0
103506016,14,0,10,103,15,6,0
103506017,10,1,3,220,3,8,0
103506018,10,0,8,51,0,2,0
103506019,32,0,0,52,10,5,0
103506020,22,0,5,192,2,7,0
103506021,13,1,18,57,2,3,0
103506022,42,0,18,156,18,19,2
103506023,97,3,20,185,15,31,4
103506024,28,3,12,148,23,44,1
103506025,62,0,10,145,10,17,0
103506026,163,6,112,319,22,52,3
103506027,46,0,30,188,32,14,2
103506028,137,27,72,665,17,83,0
103506029,3,2,2,293,12,5,0
103506030,11,4,5,165,4,21,0
103506031,13,2,10,192,1,19,3
103506032,6,1,0,126,1,8,0
103506033,15,3,0,111,29,18,0
103506034,3,1,1,225,5,17,1
103506035,0,0,0,42,0,4,0
103506036,17,2,20,176,5,5,0
103506037,0,0,0,93,4,33,1
103507001,175,29,242,181,3,43,0
103507002,10,0,3,148,9,32,2
103507003,37,2,1,46,0,6,0
103507004,91,11,10,254,5,24,0
103507005,47,1,1,63,6,6,0
103507006,49,10,13,158,4,28,0
103507007,61,1,11,190,1,20,0
103507008,75,23,76,443,6,37,0
103507009,41,14,7,66,4,3,0
103507010,372,27,49,297,14,98,1
103507011,95,25,151,297,8,44,1
103507012,14,1,5,135,4,9,0
103507013,41,16,66,124,4,16,0
103508001,30,5,2,141,15,15,0
103508002,19,15,8,352,220,39,0
103508004,3,2,3,51,1,8,0
103508005,11,2,0,300,2,7,0
103508006,0,0,0,95,0,0,0
103508007,3,1,13,105,1,50,0
103508009,63,17,32,357,7,24,2
103508010,5,1,2,107,12,17,2
103508011,3,3,19,306,8,34,0
103508012,11,2,8,48,0,11,0
103508013,4,2,1,324,1,1,0
103508014,13,1,88,109,1,22,1
103508016,0,0,0,35,0,0,0
103508017,4,3,32,56,14,30,5
103508018,0,1,6,78,0,1,0
103508019,1,1,10,75,3,4,0
103508020,32,18,37,272,41,55,0
103508021,6,5,65,102,4,34,2
103508022,19,9,85,106,25,29,0
103508023,9,2,19,85,3,18,0
103508024,2,1,44,79,6,4,0
103508025,6,0,3,260,3,31,0
103508026,1,0,0,85,1,0,0
103508027,2,1,44,103,2,0,0
103508028,3,4,12,272,7,14,1
103508029,2,1,28,291,0,7,1
103509001,144,22,30,285,5,28,0
103509002,39,4,1,61,7,8,12
103509003,48,1,1,119,3,12,0
103509004,69,6,17,159,4,2,0
103509005,62,7,65,282,86,14,0
103509006,5,3,2,130,1,6,24
103509008,111,30,76,376,18,64,0
103509009,22,1,34,184,0,36,0
103509010,51,2,5,189,49,12,43
103509012,253,21,27,368,8,22,0
103509013,245,19,98,491,84,41,1
103509014,60,13,41,222,40,15,0
103509015,765,203,378,562,22,136,30
103509016,76,3,36,153,1,11,1
103509017,74,11,4,193,3,7,0
103509018,45,1,0,139,3,7,0
103509019,82,6,65,354,9,67,1
103509020,102,5,10,202,12,25,38
103509021,279,8,19,546,11,20,1
103509022,100,23,39,182,52,9,0
103509023,71,9,8,120,1,11,26
103509024,75,8,5,158,4,6,1
103509025,92,8,20,77,14,3,1
103509026,37,1,0,88,0,4,23
103509027,111,7,67,551,11,103,0
103509028,60,4,4,397,4,17,0
103509029,57,19,11,217,5,12,0
103510001,8,1,2,147,1,55,1
103510002,13,1,0,84,28,24,0
103510003,158,16,7,83,10,34,0
103510004,17,0,1,95,3,23,3
103510005,317,78,58,446,8,262,3
103510006,5,1,2,137,14,50,0
103510007,30,1,9,247,82,69,0
103510008,58,17,5,384,115,44,1
103511001,27,3,9,55,0,1,0
103511002,30,4,1,122,15,14,1
103511003,81,4,3,23,0,1,0
103511004,48,1,5,43,7,2,1
103511005,27,2,0,6,2,7,2
103511006,3,10,22,38,6,1,0
103511007,71,1,1,71,11,11,4
103511008,78,4,1,34,2,7,0
103511009,79,12,20,55,2,0,0
103511010,48,1,0,25,3,20,1
103511011,73,10,11,8,1,0,0
103511012,43,4,9,33,6,10,0
103511013,74,6,0,29,2,2,0
103511014,32,0,1,44,3,1,0
103511015,37,1,3,14,29,0,0
103511016,196,2,1,50,11,40,5
103511017,45,0,2,20,0,2,0
103511018,45,1,0,34,13,2,0
103511019,21,1,1,8,5,5,0
103511020,4,2,5,93,4,3,0
103511021,104,3,3,54,8,10,0
103511022,38,1,0,56,1,0,0
103511023,1,1,0,51,20,2,0
103511024,2,2,16,26,0,0,0
103512001,329,16,17,496,20,146,0
103512002,0,0,0,84,2,14,1
103512003,149,4,2,149,5,32,0
103512004,20,3,2,95,0,14,0
103512005,244,10,9,155,8,65,1
103512006,145,2,27,229,5,57,1
103512007,15,0,2,85,5,12,0
103512008,26,0,0,60,7,13,1
103512009,23,1,6,108,6,24,0
103512010,178,19,116,202,6,132,0
103512011,53,0,0,120,2,33,3
103512012,172,8,4,249,13,56,1
103512013,31,0,1,115,0,18,0
103513001,35,1,4,72,9,27,0
103513002,45,0,0,108,2,3,0
103513003,77,5,1,121,12,34,0
103513004,22,0,3,260,14,95,0
103513005,40,0,0,175,18,51,2
103513013,2,0,0,128,12,11,0
103513015,17,0,0,48,11,47,0
103513016,25,0,1,214,13,33,0
103513018,18,2,2,278,16,57,1
103513019,5,1,7,114,12,8,0
103513020,0,0,0,40,6,25,0
103513021,9,0,4,172,9,35,0
103514001,55,4,0,53,4,16,0
103514002,11,0,2,67,2,2,21
103514003,26,0,3,30,1,4,0
103514005,24,1,2,118,3,7,2
103514008,9,0,19,41,3,18,0
103514011,10,0,2,66,15,24,1
103514012,30,1,10,18,14,2,0
103514013,50,4,1,121,4,13,0
103514014,69,1,0,12,0,0,0
103514015,16,1,3,80,3,6,0
103514016,9,0,1,84,18,3,0
103514019,51,1,6,107,6,21,1
103514020,140,7,17,166,3,11,8
103514021,47,2,7,50,0,15,0
103514022,40,2,3,112,18,24,1
103514023,37,2,10,60,15,5,0
103514024,0,0,0,40,0,2,0
103514025,42,1,2,31,3,17,32
103514026,93,7,5,91,15,27,2
103514027,31,3,2,52,1,1,1
103514028,22,0,21,63,0,14,0
103514029,21,1,12,18,15,2,0
103514031,40,0,10,56,0,0,0
103514032,35,0,7,85,8,32,18
103514033,18,0,0,13,1,13,8
103514034,21,0,0,32,0,0,0
103515001,12,1,3,110,11,3,0
103515003,16,0,0,73,0,4,0
103515004,17,1,5,85,2,12,0
103515005,60,1,0,39,0,2,0
103515006,11,1,3,7,66,7,1
103515008,14,0,4,60,2,2,35
103515010,28,1,0,13,1,17,1
103515011,53,0,0,33,0,2,0
103515012,27,1,6,46,0,0,0
103515013,5,2,4,95,0,0,0
103515014,62,2,4,52,0,2,0
103515015,1,0,0,25,0,8,0
103515016,20,2,13,88,1,1,0
103515017,2,2,1,69,76,2,0
103515018,31,5,1,19,1,3,4
103515019,13,2,0,70,1,80,0
103515020,4,1,23,52,3,2,0
103515021,4,0,2,32,1,53,0
103515022,54,2,28,30,4,27,0
103515023,96,21,0,7,0,2,0
103515024,65,3,1,36,1,0,0
103515025,14,0,1,54,22,5,0
103515026,2,1,1,60,34,1,0
103515027,11,0,4,73,8,1,0
103516001,88,0,1,27,4,39,0
103516003,168,2,0,43,9,59,0
103516004,192,0,1,48,0,46,0
103516005,61,0,0,27,7,20,0
103516006,155,1,3,35,20,64,0
103516008,98,1,0,20,8,20,0
103516009,57,1,0,58,3,51,0
103516010,74,0,1,43,23,29,1
103516011,204,5,4,37,6,46,0
103516012,159,1,15,84,10,77,2
103516013,112,1,0,22,5,16,1
103516015,69,1,1,18,20,35,0
103516016,85,1,0,22,9,40,0
103516017,104,2,0,14,3,23,1
103516018,25,0,1,28,13,64,0
103516019,120,1,0,24,6,28,0
103516021,92,0,1,22,6,21,0
103516022,69,0,0,26,1,18,0
103516023,72,0,0,25,11,24,0
103516024,93,1,0,16,6,48,0
103517001,63,1,1,38,10,7,0
103517002,5,0,4,20,14,12,1
103517003,62,4,3,128,2,9,0
103517004,53,8,0,18,32,21,0
103517005,20,3,5,83,24,40,0
103517007,121,7,0,9,4,6,1
103517008,35,0,0,69,7,1,0
103517009,35,10,1,4,3,2,0
103517010,13,2,3,113,3,0,0
103517012,20,0,8,28,0,7,0
103517013,42,7,1,20,9,8,0
103517014,26,1,1,27,8,1,0
103517015,133,25,1,28,4,0,0
103517016,54,1,3,82,11,31,0
103517017,86,15,1,15,5,39,2
103517018,18,5,0,49,5,1,1
103517019,20,9,4,53,0,2,0
103517020,31,0,1,78,14,2,8
103517021,37,3,3,90,18,27,0
103517022,24,1,0,92,8,0,0
103517023,7,5,2,109,2,25,1
103517024,59,12,8,105,7,14,0
103517025,58,13,1,42,29,40,4
103517026,23,0,0,64,5,1,0
103517027,91,5,0,17,1,6,0
103517028,16,1,1,50,17,6,32
103518001,32,0,1,13,1,20,0
103518002,13,1,0,51,8,19,0
103518003,84,10,8,143,27,9,0
103518004,5,5,9,66,41,6,0
103518005,64,5,0,97,12,15,0
103518006,44,6,1,162,56,22,2
103518007,15,0,2,96,49,2,0
103518008,30,2,4,75,3,1,0
103518009,9,1,1,84,5,6,0
103518010,53,2,1,51,0,8,13
103518011,40,8,0,32,1,5,2
103518012,45,5,0,17,0,0,0
103518013,66,2,0,45,1,0,0
103518014,12,1,2,111,25,6,0
103518015,40,6,0,41,2,27,4
103518016,5,0,0,53,26,17,0
103518017,86,20,19,15,17,25,0
103518018,44,2,2,24,2,7,0
103518019,85,7,4,120,33,2,0
103518020,23,2,2,17,2,17,12
103518021,16,0,2,102,0,2,0
103518022,265,57,106,216,15,39,7
103518023,17,5,0,30,1,8,0
103518024,16,2,0,104,0,0,0
103518025,63,9,69,217,4,8,1
103519001,73,6,24,73,1,1,0
103519002,232,40,30,388,14,70,26
103519004,143,20,1,105,7,0,0
103519005,28,1,1,59,4,26,2
