psgc_brgy,hearing,visual,speech,orthopedic,multiple_ disabilities,mental,other,no_ household_member_is_disabled
175210006,0,0,0,0,0,0,0,0
175210007,0,0,0,0,0,0,0,0
175210008,0,0,0,0,0,0,0,0
175210009,0,0,0,0,0,0,0,0
175210010,0,0,0,0,0,0,0,0
175210011,0,0,0,0,0,0,0,0
175210012,0,0,0,0,0,0,0,0
175210013,0,0,0,0,0,0,0,0
175210014,0,0,0,0,0,0,0,0
175210015,0,0,0,0,0,0,0,0
175210017,0,0,0,0,0,0,0,0
175210018,0,0,0,0,0,0,0,0
175210019,0,0,0,0,0,0,0,0
175210020,0,0,0,0,0,0,0,0
175210021,0,0,0,0,0,0,0,0
175210022,0,0,0,0,0,0,0,0
175210023,0,0,0,0,0,0,0,0
175210024,0,0,0,0,0,0,0,0
175210025,0,0,0,0,0,0,0,0
175211001,3,0,2,0,1,0,1,496
175211002,0,3,2,3,2,3,8,762
175211003,0,1,3,3,3,1,2,506
175211004,2,1,0,2,0,1,0,252
175211005,2,4,1,1,5,3,3,590
175211006,0,0,0,0,0,1,0,156
175211007,1,8,2,5,0,4,11,566
175211008,2,1,0,1,2,1,1,338
175211009,5,8,0,1,1,0,5,301
175211010,0,1,0,2,3,2,1,531
175211011,1,0,1,0,1,0,2,268
175211012,0,3,1,3,1,3,2,713
175211013,0,0,0,0,0,0,0,126
175212001,1,3,2,7,5,5,6,1284
175212002,1,3,6,4,16,5,5,540
175212003,7,8,4,6,5,2,10,826
175212004,5,6,4,7,2,5,5,251
175212005,3,6,1,2,4,1,1,360
175212006,1,4,3,2,3,2,0,435
175212007,5,2,0,2,5,3,6,255
175212008,1,0,4,3,1,1,1,121
175212009,2,2,5,5,2,2,2,702
175212010,1,2,4,6,6,2,2,939
175212011,4,11,6,11,8,4,6,688
175212012,2,0,5,3,8,2,3,409
175212013,2,2,4,5,8,0,7,580
175212014,1,7,3,6,4,2,7,837
175212015,0,1,0,1,1,0,2,272
175212016,2,5,9,2,6,1,2,229
175212017,3,6,5,5,3,4,2,652
175212018,1,6,5,5,8,3,1,168
175212019,1,2,4,5,2,7,4,391
175212020,0,3,2,3,3,1,0,186
175213001,1,1,1,2,2,1,2,365
175213002,2,3,0,5,0,1,5,436
175213003,1,2,2,7,2,1,3,456
175213004,3,3,4,2,4,1,5,309
175213005,2,4,1,1,4,6,14,528
175213006,2,0,1,1,0,5,7,387
175213007,1,3,3,6,3,0,1,369
175213008,0,0,0,2,1,1,1,381
175214001,0,3,2,0,3,2,6,381
175214002,3,1,2,0,1,2,1,116
175214003,1,6,2,6,1,4,4,522
175214005,3,6,2,3,1,0,3,312
175214006,1,4,4,1,3,1,4,437
175214007,2,4,0,1,1,0,0,147
175214008,5,1,0,0,4,1,0,585
175214009,0,5,0,2,1,1,9,156
175214010,2,0,0,1,0,0,1,235
175214012,1,1,1,0,0,0,4,382
175214013,1,3,0,0,4,1,2,400
175214014,2,4,2,3,0,3,1,223
175214015,1,2,0,0,0,0,0,145
175214016,3,8,2,5,3,2,5,610
175214017,0,1,0,0,2,0,10,152
175214018,0,0,0,0,0,0,2,165
175214019,0,1,1,0,0,0,0,212
175214020,2,11,1,4,3,4,3,192
175214021,1,2,0,1,1,2,2,104
175214022,0,0,0,1,1,1,2,215
175214023,4,8,3,4,11,0,5,429
175214024,2,13,1,2,16,1,0,376
175214025,13,10,6,9,5,7,3,464
175214027,0,0,0,2,0,0,0,157
175214028,1,3,1,3,1,1,1,352
175214029,0,2,0,0,0,0,0,87
175215001,1,1,2,3,4,2,1,674
175215002,0,1,0,1,1,0,1,346
175215003,0,0,0,0,2,0,0,253
175215004,2,2,0,1,1,0,1,215
175215005,3,1,3,1,1,0,1,267
175215006,1,2,0,0,1,0,0,192
175215007,1,2,0,2,2,0,1,177
175215008,1,7,1,0,3,2,1,173
175215009,0,1,1,1,0,0,0,242
175215010,0,0,1,0,1,0,1,336
175215011,1,3,0,1,1,0,2,217
175215012,1,0,0,0,2,0,0,631
175215013,0,1,0,0,3,0,0,397
175215015,0,0,0,0,0,0,0,102
175215016,0,0,0,1,0,1,5,327
175215017,0,14,0,4,3,1,2,492
175215018,5,3,0,5,4,2,6,650
175215019,0,0,0,0,0,0,2,207
175215020,6,8,2,7,14,3,23,704
175215021,2,1,1,8,1,2,0,345
175215027,3,4,0,0,0,1,1,206
175215028,0,1,0,0,0,1,0,236
175215029,12,43,1,22,13,0,2,186
175215030,0,0,0,0,0,0,0,75
175215031,0,0,2,0,0,0,0,349
175215032,1,0,0,0,1,1,0,207
175215033,1,3,1,1,1,1,3,329
175215034,0,0,3,4,1,0,1,280
175215035,3,0,1,1,2,0,5,544
175215036,0,0,0,1,0,0,0,330
175215037,0,0,0,0,0,0,0,167
175215038,0,0,0,0,0,0,0,213
175301001,1,4,1,4,3,2,2,227
175301002,1,3,3,1,0,5,1,245
175301003,3,21,0,3,5,1,2,581
175301004,3,3,0,2,6,1,0,182
175301005,1,5,3,5,0,2,0,365
175301006,0,0,2,1,2,0,0,106
175301007,4,16,3,3,1,5,7,381
175301008,5,18,1,3,3,2,1,417
175301009,1,7,2,3,1,1,0,266
175301010,0,3,0,1,2,1,3,189
175301011,6,4,2,0,0,1,0,270
175301012,6,30,4,6,5,2,2,565
175301014,2,12,5,6,3,3,2,493
175301015,2,27,2,3,8,0,0,228
175301016,2,9,4,5,5,1,10,616
175301017,6,3,3,0,2,5,3,195
175301018,1,14,1,5,4,1,2,316
175301019,3,3,2,2,1,1,9,420
175301020,2,2,1,3,3,3,0,240
175302002,5,8,5,14,11,5,2,953
175302003,2,1,0,8,2,5,1,689
175302004,1,4,2,1,0,1,0,251
175302005,1,3,1,0,0,0,0,55
175302006,0,1,0,1,0,0,0,71
175302007,2,1,0,0,0,1,2,97
175302008,0,0,0,1,0,0,2,46
175302009,1,2,0,1,0,0,0,80
175302010,1,1,0,2,2,0,1,131
175302011,5,1,0,1,2,1,0,204
175303001,1,4,2,0,9,2,0,129
175303004,4,3,0,0,9,3,2,149
175303005,1,2,0,0,1,0,0,103
175303006,1,4,1,0,0,0,0,131
175303007,1,6,1,0,2,1,0,150
175303008,1,6,3,1,2,0,0,171
175303009,1,2,1,1,4,1,2,177
175303010,0,0,0,0,1,0,1,131
175303011,1,1,0,0,2,0,1,109
175303012,0,2,2,0,1,1,2,115
175303013,4,7,1,0,0,1,0,367
175303014,5,5,0,3,8,0,2,472
175303015,3,6,1,0,4,1,15,515
175304001,1,2,1,0,0,0,2,124
175304002,1,0,0,0,0,0,0,102
175304003,10,15,2,3,10,0,4,1578
175304005,2,0,1,0,1,1,1,278
175304006,3,4,2,1,4,1,7,475
175304007,1,0,0,0,3,0,7,214
175304008,0,6,3,3,7,0,7,1420
175304009,0,0,0,0,3,0,2,254
175304011,1,0,0,1,1,0,0,167
175304012,0,0,0,0,1,1,0,37
175304019,0,1,0,0,0,0,0,99
175304020,1,0,1,2,2,3,1,330
175304021,2,5,2,5,7,0,3,462
175304022,0,1,1,0,0,0,2,234
175304024,2,4,0,2,1,2,1,65
175304025,0,0,0,0,2,0,1,98
175304026,3,3,2,0,3,0,1,76
175304027,0,1,3,1,2,0,2,103
175304028,1,3,1,0,1,1,2,123
175304029,4,8,1,1,4,2,1,244
175305001,1,2,0,2,0,1,1,532
175305002,2,3,0,4,0,0,1,322
175305003,3,1,0,4,0,2,8,288
175305004,4,3,3,2,0,1,1,681
175305005,4,2,2,6,2,1,1,230
175305006,2,2,4,4,4,0,0,572
175305007,3,2,2,3,1,0,1,376
175305008,5,4,0,1,0,1,1,396
175305009,9,0,3,0,0,0,0,183
175305010,8,10,7,8,4,4,9,1295
175305011,3,6,2,6,0,1,2,385
175305012,5,1,0,1,3,0,3,273
175305013,7,11,8,14,10,8,11,2516
175305014,7,1,4,2,3,1,0,446
175305015,0,1,0,1,0,1,3,344
175305016,6,5,0,5,3,1,0,318
175305017,2,2,8,2,1,1,5,630
175305018,2,0,1,3,2,1,1,197
175305019,0,5,2,3,1,0,1,251
175305020,0,2,2,1,0,0,0,170
175305021,1,5,1,2,2,0,3,295
175305022,9,7,3,17,2,0,3,765
175306001,0,3,0,1,1,1,2,315
175306002,2,4,2,3,2,1,2,707
175306003,2,5,3,7,4,3,3,738
175306004,2,1,2,2,1,2,0,573
175306005,2,1,0,0,0,1,1,474
175306006,2,2,2,9,3,4,2,1024
175306010,3,9,6,10,7,4,12,646
175306011,0,3,0,4,2,2,3,550
175306012,3,2,0,2,2,1,2,458
175306013,1,4,2,2,2,2,1,536
175306014,1,1,3,2,2,0,1,304
175306015,3,8,1,17,6,8,4,1227
175306017,8,5,4,5,7,3,6,603
175306018,4,4,1,5,1,0,6,384
175306023,3,4,3,2,3,1,5,607
175306024,1,2,4,4,2,2,2,466
175306025,3,8,6,3,2,1,0,445
175306026,1,2,1,1,0,2,0,195
175307001,0,0,1,2,2,0,0,184
175307002,7,0,1,3,9,2,20,467
175307004,21,11,2,5,7,2,24,360
175307005,3,4,2,6,3,1,5,245
175307006,0,1,3,2,0,0,3,225
175307007,6,0,6,2,5,2,3,258
175307008,0,0,0,3,3,4,3,165
175307009,2,1,2,6,5,4,8,585
175307010,2,5,0,2,3,0,0,128
175307011,1,0,0,1,1,0,3,236
175307012,11,10,4,11,6,13,14,559
175307013,0,1,2,1,2,1,4,167
175307014,1,2,0,0,0,4,1,130
175307015,2,1,3,5,3,1,4,228
175308001,0,1,0,1,0,0,0,71
175308002,0,0,0,0,0,0,0,31
175308003,0,0,0,0,0,0,0,57
175308004,0,0,0,1,0,0,0,34
175308005,0,0,0,0,0,0,0,24
175308006,1,0,0,2,0,1,0,245
175308007,0,0,0,0,1,0,0,105
175308008,0,1,0,0,1,1,0,80
175308009,0,3,1,1,2,0,0,191
175308010,1,0,1,0,0,0,0,54
175308011,0,0,1,1,0,0,0,204
175308012,0,0,0,1,0,0,0,47
175309001,2,2,1,0,1,0,1,133
175309002,3,7,2,1,0,3,3,405
175309003,5,3,2,1,13,1,8,521
175309004,1,1,5,0,1,0,2,188
175309005,1,2,2,2,7,3,4,547
175309006,3,0,1,0,2,2,2,387
175309008,1,2,1,1,0,0,1,253
175309009,1,0,4,1,2,2,0,307
175309010,6,2,4,2,4,4,4,444
175309011,2,2,1,1,3,2,2,342
175309012,0,0,1,0,1,0,0,161
175309013,3,3,1,1,5,0,5,258
175309016,0,0,1,3,5,1,1,738
175309017,3,1,1,2,1,0,2,169
175309018,0,0,0,0,0,2,1,174
175309019,1,1,0,0,1,0,1,133
175309020,13,47,0,0,3,0,6,451
175309022,0,2,2,2,0,1,7,309
175309023,7,6,14,6,2,3,16,417
175309024,3,11,7,8,3,3,5,1151
175309025,0,4,0,1,1,1,3,281
175309026,1,2,4,4,2,1,12,492
175309032,1,4,0,2,4,0,4,358
175310001,3,4,0,1,0,0,0,182
175310002,0,0,0,1,0,0,0,106
175310003,0,2,0,3,0,2,3,314
175310004,1,4,0,0,0,1,0,127
175310005,0,3,1,3,0,1,0,266
175310006,2,0,1,0,0,0,0,164
175310007,1,3,0,0,0,0,1,131
175310008,1,3,0,3,0,1,2,175
175310009,1,2,1,3,0,1,1,197
175310010,3,3,2,5,2,1,1,426
175310011,4,4,1,1,1,0,2,321
175310012,0,3,0,0,1,2,0,227
175310014,0,1,0,4,1,2,5,328
175310015,0,1,1,5,2,1,0,336
175310016,2,4,1,9,6,0,4,603
175310017,0,0,0,1,0,0,2,121
175310018,0,1,0,1,1,0,1,83
175311001,4,4,2,3,4,3,0,337
175311002,6,4,3,4,1,0,1,279
175311003,0,1,0,0,1,0,1,63
175311004,6,5,0,7,5,2,2,225
175311005,6,5,2,4,1,0,1,187
175311006,1,2,2,2,2,1,1,145
175311007,5,19,2,3,13,1,2,327
175311008,3,6,1,3,7,3,9,388
175311009,9,6,4,6,4,5,2,395
175311010,4,4,3,1,8,0,1,381
175311011,6,5,2,2,3,2,0,318
175311012,3,2,0,6,1,0,2,187
175311013,10,9,1,8,13,6,5,492
175311014,2,1,1,1,4,0,0,249
175311015,2,2,2,0,4,0,2,307
175311016,2,1,2,4,1,0,3,164
175312001,10,5,3,13,4,5,1,212
175312002,2,2,7,10,1,2,5,482
175312003,3,2,2,9,5,5,0,450
175312004,4,7,7,5,2,1,3,384
175312005,2,5,4,3,3,1,7,224
175312006,1,0,0,2,1,1,0,288
175312007,3,7,4,3,2,2,1,393
175312008,3,2,2,6,2,0,3,304
175312009,7,6,3,9,3,4,1,557
175312010,0,2,2,5,6,2,2,313
175312011,1,2,0,5,0,0,2,184
175312012,11,4,0,11,1,1,0,376
175312013,15,6,3,4,2,5,0,281
175312014,5,3,6,10,7,3,5,802
175312015,3,1,0,1,0,0,3,364
175312016,12,0,1,1,0,0,0,225
175312017,2,2,2,7,2,3,0,810
175312018,8,1,2,2,0,2,5,235
175313001,2,0,2,0,4,0,0,210
175313002,1,3,3,0,1,1,4,171
175313003,0,1,1,0,0,1,0,224
175313004,0,2,0,1,0,0,3,103
175313006,0,1,0,0,2,1,1,363
175313007,2,3,3,0,5,7,8,466
175313008,2,3,1,1,1,0,0,256
175313009,2,1,0,4,1,2,0,289
175313010,4,9,2,9,11,7,1,842
175313011,3,1,0,2,1,0,1,226
175314001,1,1,1,5,4,1,0,104
175314002,3,1,1,9,8,2,6,350
175314003,0,3,1,3,2,1,1,233
175314004,2,2,0,0,6,2,2,222
175314005,1,1,0,0,0,2,1,136
175314006,1,3,3,1,2,0,0,127
175314007,1,3,0,6,5,1,4,189
175314008,2,1,0,1,1,0,1,99
175314009,1,3,0,2,2,4,2,219
175314010,9,5,7,11,4,3,4,333
175314011,0,2,3,3,2,2,6,420
175315001,5,21,7,7,12,5,10,953
175315002,15,31,5,9,20,3,14,894
175315003,2,1,0,4,1,0,7,293
175315004,4,7,0,6,6,2,3,382
175315005,5,6,2,3,3,0,8,547
175315006,1,3,0,0,3,0,1,294
175315007,14,10,3,9,9,5,9,931
175315008,9,14,1,4,21,1,12,712
175315009,0,15,1,2,2,5,2,133
175315010,1,0,2,1,1,0,4,268
175315011,0,1,0,1,4,1,0,444
175315012,5,0,0,2,4,0,1,527
175315013,3,7,1,4,12,3,7,638
175315014,13,56,4,16,27,11,21,1184
175315015,4,7,3,7,7,4,6,1077
175315016,6,18,5,3,19,5,4,1108
175315017,2,9,1,7,13,2,6,484
175315018,3,8,4,3,7,1,0,116
175315019,2,2,0,2,3,2,3,409
175315020,3,4,1,1,2,1,0,339
175315021,1,1,1,0,0,1,1,168
175315022,1,4,1,2,5,2,3,434
175315023,6,11,3,4,19,6,16,654
175316001,7,6,2,12,5,1,10,583
175316002,3,12,6,7,11,7,15,706
175316003,2,0,1,2,0,3,0,168
175316004,0,0,0,2,0,0,2,44
175316005,9,16,11,3,14,5,21,804
175316006,3,9,3,5,5,4,7,526
175316008,3,5,3,7,0,2,11,439
175316009,3,9,3,7,7,5,10,558
175316010,6,2,2,2,1,1,5,299
175316011,4,8,0,3,5,5,11,302
175316012,1,6,2,5,2,2,7,626
175316013,2,4,2,3,4,3,3,281
175316014,2,9,2,2,5,3,1,408
175316015,3,7,4,5,7,2,8,916
175316016,0,0,0,0,0,0,0,128
175316017,0,0,0,1,0,0,0,35
175316018,4,3,0,3,0,0,2,426
175316019,7,10,2,9,2,1,9,471
175316020,1,2,0,0,0,1,0,72
175316021,4,4,3,4,3,3,6,341
175316022,1,1,0,1,1,1,1,236
175316023,1,7,1,5,3,4,8,287
175316025,0,0,0,0,0,0,0,2
175316026,2,7,3,4,7,1,7,363
175316027,2,2,1,0,1,2,1,110
175316028,0,0,0,0,0,2,1,49
175316029,4,3,2,3,4,1,4,328
175316030,0,0,1,1,0,0,0,138
175316031,2,3,2,2,3,2,2,351
175316032,0,0,1,1,2,0,0,30
175316033,2,2,0,1,5,3,2,36
175316034,4,2,1,2,1,1,4,140
175316035,5,3,5,4,8,5,5,623
175316036,0,0,0,1,0,1,0,67
175316037,2,5,1,4,2,4,5,277
175316038,1,5,0,0,0,1,5,79
175316039,0,0,0,0,1,2,0,88
175316040,0,0,0,0,0,0,0,21
175316041,4,3,2,5,3,1,3,437
175316042,0,0,0,0,1,0,1,119
175316043,2,3,4,3,1,1,8,344
175316044,1,1,2,0,2,2,3,176
175316045,2,7,0,3,2,0,9,295
175316046,8,11,4,4,7,9,17,687
175316047,11,5,8,9,10,3,23,822
175316048,13,15,5,8,9,14,4,763
175316049,3,2,2,5,4,2,9,305
175316050,1,2,0,0,3,0,0,210
175316051,14,25,6,11,8,3,11,1030
175316052,0,1,0,0,0,1,0,42
175316053,3,9,1,12,5,6,8,665
175316054,0,0,0,0,0,0,0,7
175316055,6,1,2,5,4,2,9,454
175316056,0,3,0,1,1,1,0,211
175316057,0,3,3,5,1,2,5,330
175316058,6,8,2,5,4,1,10,604
175316059,1,3,0,2,0,1,2,89
175316060,2,1,0,2,0,0,3,163
175316061,0,4,0,0,0,0,0,62
175316062,6,14,4,8,8,2,5,728
175316063,2,8,4,9,3,4,8,631
175316064,6,17,5,15,6,4,11,756
175316065,13,21,2,2,7,2,13,589
175316066,2,5,4,6,5,4,14,515
175316067,4,6,2,7,0,3,4,379
175317001,28,62,12,28,51,18,29,2428
175317002,3,5,3,2,6,3,1,787
175317003,5,8,3,3,3,1,2,489
175317005,9,5,3,3,7,0,8,426
175317011,2,3,4,11,1,6,7,1020
175317012,11,34,5,4,20,5,19,814
175317014,1,1,2,0,3,3,2,452
175317016,11,25,6,11,29,6,13,1127
175317017,0,2,2,1,2,3,2,879
175317020,7,16,1,7,6,0,6,435
175317021,2,3,0,6,12,1,4,1048
175317023,0,1,3,0,0,1,0,350
175317024,9,10,0,3,10,0,5,648
175317025,7,25,1,0,6,2,7,764
175318001,14,15,2,13,10,5,10,722
175318002,1,0,1,0,2,1,2,253
175318003,0,1,1,1,1,4,1,207
175318004,2,4,3,1,6,3,7,576
175318005,8,4,2,5,3,1,13,600
175318006,3,2,1,0,1,0,1,164
175318008,2,3,2,8,4,2,7,175
175318009,9,26,5,8,19,5,20,834
175318010,4,2,5,0,5,2,1,299
175318011,4,5,0,1,0,0,1,305
175318012,1,2,2,0,1,1,3,264
175318013,2,2,2,6,4,2,8,528
175318014,2,2,2,6,4,1,2,332
175318015,10,6,4,6,5,6,2,690
175318017,2,1,0,3,0,0,0,197
175318018,0,0,0,0,0,0,0,164
175318019,3,1,1,2,0,1,1,153
175318020,3,4,2,3,4,0,2,274
175318021,2,0,0,1,1,1,2,228
175318022,2,0,0,5,0,0,2,224
175318023,2,4,0,2,3,1,2,408
175318024,5,8,3,5,10,3,9,480
175318025,2,1,0,2,1,2,2,250
175318026,3,11,8,3,9,4,6,380
175318028,4,7,0,4,1,2,5,853
175318029,0,1,1,1,4,0,0,206
175318030,12,9,3,3,6,6,11,630
175318031,8,7,10,5,7,4,9,1039
175318032,0,0,1,0,0,0,0,3
175318033,0,0,0,0,0,0,0,154
175318034,1,2,2,1,4,0,1,402
175319001,10,15,12,19,13,7,5,908
175319002,3,4,4,4,1,7,7,345
175319003,7,8,5,6,14,10,5,789
175319004,2,2,0,0,2,0,6,191
175319005,5,7,6,6,1,5,3,624
175319006,1,3,3,10,1,2,3,253
175319007,8,11,4,12,3,5,12,1276
175319008,1,4,11,7,10,4,4,1113
175319009,2,4,1,0,0,3,1,213
175319010,7,3,0,0,3,3,1,249
175320001,10,30,2,12,11,5,10,718
175320002,4,11,2,8,7,2,3,318
175320003,5,6,5,4,3,1,4,376
175320004,0,0,3,1,2,0,2,213
175320005,7,13,5,11,14,3,6,537
175320006,1,4,3,4,1,6,3,311
175320007,0,5,0,1,5,1,7,229
175320008,10,10,4,11,12,5,11,1015
175320009,3,8,8,9,1,3,4,722
175320010,1,1,1,6,5,4,0,152
175320011,1,1,3,3,1,1,1,242
175320012,1,1,0,1,1,1,3,227
175320013,10,12,8,22,15,12,7,1008
175320014,4,1,4,3,2,1,1,201
175320015,4,8,2,10,16,0,5,579
175320016,2,1,0,3,0,0,1,205
175320017,2,5,4,2,10,2,2,271
175320018,3,12,4,2,4,3,6,512
175320019,1,2,3,5,3,1,6,486
175320020,23,24,19,21,20,12,19,1868
175320021,11,1,5,3,6,2,7,383
175320022,2,5,1,5,6,2,5,469
175320023,2,0,2,1,3,4,1,227
175320024,1,1,0,0,4,0,1,230
175320025,5,8,6,5,6,7,6,537
175320026,1,0,0,1,0,0,0,136
175320027,1,3,5,5,2,0,0,435
175320028,2,1,0,0,3,1,1,123
175320029,0,6,1,3,1,0,0,193
175320030,2,4,0,6,4,3,2,232
175320031,2,4,1,5,3,5,5,453
175322001,0,1,0,2,3,0,0,88
175322002,0,0,0,0,0,1,0,117
175322003,1,4,2,3,4,2,6,281
175322004,0,2,0,0,1,1,0,46
175322005,3,2,1,4,0,1,0,266
175322006,2,1,1,0,5,0,0,204
175322007,1,13,0,2,10,3,7,222
175322008,0,2,1,7,1,0,0,268
175322009,2,5,2,3,6,2,4,284
175322010,6,4,1,11,4,5,4,513
175322011,3,2,1,5,7,1,5,150
175322012,0,0,0,0,0,0,0,76
175322013,0,1,0,3,2,0,0,138
175322014,0,2,0,2,0,0,1,206
175323001,14,3,1,5,1,0,4,530
175323002,0,1,0,2,0,0,1,434
175323003,3,10,7,3,3,3,7,1308
175323004,0,2,1,0,0,0,1,458
175323005,7,1,2,2,1,0,1,512
175323006,5,7,2,2,4,2,10,1077
175323007,1,1,0,0,1,0,1,352
175323008,2,1,0,2,2,2,1,929
175323009,6,9,6,7,10,6,10,1800
175323010,0,1,1,1,3,1,4,940
175323011,1,0,0,0,2,0,3,690
175324001,3,2,3,2,1,2,4,603
175324002,4,2,2,1,1,0,6,548
175324003,0,0,0,0,0,0,1,464
175324004,1,1,1,1,2,2,1,707
175324005,3,1,3,2,1,1,2,1088
175324006,3,7,3,6,3,2,5,1248
175324007,0,3,4,5,1,3,4,418
175324008,2,2,2,4,2,3,7,785
175324009,1,6,3,4,2,0,6,608
175901001,2,5,2,4,1,4,6,290
175901002,1,7,1,0,1,0,0,246
175901003,0,5,0,1,1,2,3,361
175901004,0,2,1,1,1,2,5,167
175901005,5,4,2,1,5,1,4,300
175901006,0,1,1,3,2,1,0,128
175901007,3,6,0,0,3,1,1,237
175901008,3,12,5,4,3,1,2,426
175901009,2,2,4,5,5,1,2,200
175901010,1,4,4,1,3,1,1,273
175901011,1,6,2,0,2,2,4,128
175901012,4,3,2,0,3,1,0,244
175902001,2,0,0,1,0,0,1,116
175902002,0,1,0,0,1,0,0,105
175902004,0,0,0,0,3,0,0,58
175902005,0,0,0,0,0,0,0,17
175902006,0,0,0,1,1,1,2,60
175902007,1,0,0,0,0,1,0,88
175902008,0,0,2,0,1,0,0,26
175902009,0,0,0,0,2,0,0,84
175902010,0,3,1,0,2,0,2,267
175902011,1,0,0,0,1,0,0,92
175902012,0,1,0,0,0,0,0,103
175902013,1,0,1,0,0,0,0,33
175902014,0,0,0,0,1,0,0,24
175902015,1,0,0,0,2,0,0,89
175902016,2,0,0,0,0,0,1,135
175902017,0,0,1,0,0,0,0,103
175902018,0,0,0,1,0,1,0,91
175903001,2,3,2,1,2,1,8,122
175903002,3,12,11,6,9,7,14,410
175903003,4,4,2,7,9,4,36,319
175903004,12,8,1,5,4,2,11,321
175903005,1,3,3,6,4,4,8,253
175903006,11,7,8,17,9,5,24,505
175903007,5,5,2,7,9,6,4,230
175903008,6,2,3,2,3,4,0,115
175903009,0,1,4,7,8,1,10,122
175903010,4,6,4,10,2,3,16,259
175903011,13,8,7,12,5,2,0,342
175903012,10,3,5,1,10,3,25,317
175903013,7,16,4,4,1,4,9,283
175903014,6,7,4,6,2,3,16,264
175904001,1,2,0,1,1,1,1,348
175904002,1,3,0,2,3,0,3,271
175904003,2,2,0,1,0,0,4,320
175904004,0,1,0,0,0,0,1,155
175904005,1,4,0,1,0,0,1,276
175904006,1,3,0,2,1,1,1,243
175904007,2,3,1,3,1,0,7,219
175905002,1,0,0,2,0,0,2,127
175905003,0,2,0,4,0,0,7,136
175905004,0,1,0,1,0,0,0,87
175905005,1,0,0,1,7,0,1,102
175905006,0,0,0,1,0,0,4,230
175905007,0,3,1,5,1,3,6,76
175905008,0,0,1,2,0,2,1,74
175905009,0,1,0,1,0,0,0,84
175905010,0,1,0,2,0,1,0,56
175906001,3,8,2,1,1,0,7,322
175906002,3,5,0,1,0,1,0,90
175906003,1,3,0,1,1,1,2,141
175906004,0,1,0,0,1,0,2,151
175906005,0,0,1,0,0,0,1,69
175906006,0,3,0,3,1,0,0,200
175906007,1,0,0,3,2,1,0,152
175906008,0,1,0,1,0,0,0,69
175906009,0,0,0,0,2,1,0,179
175906010,1,1,0,1,1,2,5,226
175906011,1,1,1,0,0,0,1,133
175906013,1,1,0,0,0,0,0,134
175906014,2,3,0,3,0,2,0,201
175906015,0,2,0,2,0,1,0,99
175906016,0,0,0,0,1,0,1,95
175907001,3,2,0,2,3,1,6,348
175907002,2,2,4,3,5,2,0,206
175907003,1,4,2,3,2,3,1,295
175907004,2,3,7,4,4,1,11,174
175907005,7,2,2,3,1,1,2,179
175907006,1,0,1,1,1,1,3,343
175907007,3,5,6,2,1,3,6,529
175907008,0,3,0,3,2,4,1,263
175907009,3,1,2,0,1,6,4,199
175907011,5,13,3,5,4,2,5,666
175907012,3,9,4,5,4,3,3,617
175907013,4,8,0,1,6,2,3,90
175908001,0,3,0,0,1,0,3,178
175908002,3,6,2,5,2,2,7,283
175908003,0,0,0,0,1,0,2,240
175908004,3,8,5,10,1,0,3,228
175908005,2,4,1,5,1,1,12,286
175908006,1,2,3,2,1,0,3,185
175908007,3,2,1,2,1,0,7,455
175908008,0,1,1,1,1,0,3,99
175908009,3,2,4,3,1,1,5,488
175909002,3,2,3,1,1,1,1,223
175909003,7,8,1,0,19,1,1,87
175909004,1,3,2,1,3,0,2,269
175909005,0,1,2,4,0,1,1,113
175909006,2,0,1,3,3,1,1,119
175909008,1,1,0,0,0,3,4,292
175909010,1,1,0,2,4,0,5,216
175909012,3,5,4,13,2,2,2,541
175909014,3,9,1,10,3,4,0,399
175909015,0,0,1,1,0,0,2,163
175909016,4,2,1,0,2,0,2,81
175909017,2,8,3,7,2,1,5,480
175909018,4,5,1,0,3,4,3,525
175909020,2,1,0,0,1,0,5,16
175909021,0,1,1,0,1,0,1,45
175909022,4,5,2,3,1,0,3,129
175909023,1,4,2,2,2,3,4,198
175909024,0,1,1,3,1,0,0,114
175909025,1,5,1,3,1,4,4,334
175909026,2,1,0,1,1,0,4,38
175909027,2,3,0,2,1,0,4,129
175909029,7,4,0,0,6,1,4,196
175909030,0,4,1,5,1,3,2,464
175909031,0,1,1,3,0,0,0,16
175909032,3,5,1,5,0,1,6,392
175910001,5,3,0,4,2,0,3,124
175910002,3,4,0,1,0,1,5,183
175910003,3,1,0,1,2,0,8,215
175910004,2,1,2,1,1,0,1,176
175910005,2,0,1,0,1,2,3,153
175910006,2,5,3,0,0,0,0,218
175910007,3,1,3,4,0,2,7,227
175910008,2,7,4,3,3,4,7,360
175910009,0,1,5,2,0,1,1,104
175910010,8,11,5,1,2,1,3,489
175910011,2,0,2,0,0,1,2,174
175910012,0,5,2,7,0,1,5,802
175910013,1,1,3,0,2,0,0,156
175910014,1,2,2,0,0,0,1,132
175910015,0,2,1,5,0,0,3,303
175910016,3,2,1,4,1,1,4,180
175910017,6,5,1,3,4,4,3,238
175910018,0,1,1,2,2,2,0,163
175910019,1,2,0,1,0,1,0,141
175910020,5,0,1,0,0,3,7,257
175910021,0,4,4,4,0,3,6,201
175910022,1,4,1,2,0,1,10,145
175910023,3,5,1,0,2,1,0,202
175910024,1,1,0,1,1,0,3,122
175910025,0,1,2,0,1,1,1,33
175910026,0,1,0,3,0,0,3,40
175910027,1,4,1,1,2,2,10,216
