psgc_brgy,strong_materials_ tile_concrete_brick_stone_wood_plywood,light_ materials_cogon_nipa_anahaw_bamboo,salvaged_makeshift_materials,mixed_but_predominantly_strong_materials,mixed_but_predominantly_light_materials,mixed_but_predominantly_salvaged_materials
153601006,36,39,0,11,1,0
153601007,28,43,2,0,4,16
153601008,19,78,6,19,1,0
153601009,16,30,0,1,9,0
153601010,22,25,2,0,1,0
153601011,15,15,0,5,2,1
153601012,3,53,1,1,0,0
153601013,21,15,1,1,1,0
153601014,21,50,0,16,7,1
153601015,11,10,0,0,0,0
153601016,9,25,0,0,5,0
153601018,37,84,1,5,11,8
153601019,35,53,2,13,8,0
153601020,22,52,1,7,1,12
153601021,33,92,1,13,1,1
153601022,6,14,0,0,0,0
153601023,5,44,9,0,0,0
153601024,9,37,1,1,9,0
153601025,17,61,1,7,0,0
153601026,2,6,1,0,0,0
153601027,9,41,0,0,2,0
153601028,35,38,9,2,1,2
153602002,71,153,133,19,41,25
153602003,53,164,234,27,24,9
153602004,31,90,125,6,25,8
153602006,13,68,64,1,17,9
153602007,19,109,86,14,7,13
153602008,34,112,88,12,3,10
153602010,50,63,93,5,25,13
153602011,9,67,151,13,10,7
153602012,26,19,48,0,2,0
153602013,47,124,89,10,11,9
153602014,22,57,81,14,9,5
153602015,10,18,31,4,0,1
153602016,46,74,169,27,17,6
153602019,5,12,22,4,4,0
153602022,3,55,57,12,2,6
153602027,94,65,108,63,13,17
153602029,18,43,45,9,17,4
153602032,21,37,90,2,1,9
153602039,126,199,207,11,25,17
153602043,16,40,54,5,5,9
153602050,22,107,94,4,11,0
153602051,27,51,124,8,6,2
153602052,29,75,111,9,9,0
153602053,18,41,74,8,8,11
153602054,55,58,95,22,6,6
153602055,45,115,119,8,18,1
153602056,12,25,57,1,5,1
153603001,18,94,17,0,4,0
153603005,49,112,26,22,4,4
153603006,18,78,4,1,1,0
153603007,14,78,19,11,5,0
153603008,19,108,37,1,16,12
153603009,39,98,2,1,4,0
153603011,28,118,1,3,16,2
153603013,0,128,20,7,24,0
153603014,6,137,30,15,14,0
153603015,7,122,1,5,13,0
153603016,25,107,10,16,26,11
153603018,31,46,1,6,10,3
153603021,7,137,13,21,21,1
153603022,4,71,24,1,1,0
153603024,9,97,12,5,23,0
153603025,16,110,1,1,6,1
153603026,3,31,2,4,11,0
153603027,14,58,3,7,31,2
153603029,73,142,8,2,1,0
153603031,95,184,10,33,41,5
153603032,43,101,16,5,12,0
153603033,0,39,0,1,10,1
153603035,24,87,1,2,1,0
153603036,47,77,0,7,0,0
153603037,2,47,24,4,5,3
153603041,30,125,5,6,25,0
153603042,35,70,4,1,0,0
153603043,14,104,4,6,4,0
153603044,57,91,3,5,1,0
153603046,24,53,9,17,44,0
153603047,11,45,7,3,9,0
153603050,16,78,2,3,20,0
153603051,39,77,1,8,0,0
153603052,29,120,6,3,16,2
153603053,44,111,1,1,0,0
153603054,1,32,0,0,1,0
153603055,31,63,7,4,21,0
153603056,28,84,2,2,6,1
153604003,37,64,2,8,7,0
153604004,107,19,0,42,8,0
153604005,7,23,5,4,12,0
153604006,29,37,0,2,2,0
153604007,14,25,3,0,0,1
153604009,6,27,0,0,9,0
153604010,18,14,0,0,9,0
153604011,7,15,0,2,8,0
153604012,28,43,0,7,2,0
153604013,12,29,4,9,8,0
153604014,1,23,0,1,0,0
153604015,35,25,1,0,10,0
153604017,49,62,6,4,5,1
153604018,25,63,1,8,13,3
153604019,35,18,0,1,1,0
153604020,15,33,2,29,11,0
153604021,32,24,0,2,3,2
153604022,38,29,0,12,8,1
153604024,32,31,0,16,16,2
153604025,17,22,10,11,2,1
153604027,22,39,13,28,21,4
153604028,27,27,4,4,5,0
153604030,29,12,1,5,25,0
153604031,22,0,0,20,1,0
153604032,29,22,1,2,0,0
153604033,18,14,0,2,3,0
153604034,41,30,0,7,19,1
153604035,23,11,1,6,13,0
153604036,13,25,1,4,16,1
153604037,59,62,0,9,5,0
153604038,14,28,6,0,10,0
153604039,46,15,1,3,27,2
153604040,22,44,3,0,10,0
153604041,14,7,0,5,2,0
153604042,5,3,1,1,8,9
153604043,23,32,0,11,5,0
153604044,82,73,0,4,50,3
153604045,30,12,0,2,6,0
153604046,52,46,10,16,12,0
153604047,5,57,4,7,4,0
153604048,48,41,9,15,6,0
153604049,40,30,3,4,3,0
153604050,32,25,6,15,1,0
153604051,8,11,0,0,5,0
153604052,0,15,0,1,1,9
153604053,18,21,0,12,7,0
153604054,16,12,0,1,13,0
153604055,26,6,0,0,0,3
153604056,27,16,0,9,4,0
153605001,11,74,0,1,2,1
153605002,3,43,0,0,0,0
153605003,2,17,0,2,1,0
153605004,41,77,8,10,64,15
153605005,1,33,0,2,67,6
153605006,7,26,0,0,1,0
153605009,3,61,0,0,0,0
153605010,2,112,0,0,1,0
153605011,21,82,0,3,26,2
153605012,5,126,0,0,2,1
153605014,4,93,0,0,2,0
153605015,36,98,1,5,18,0
153605016,6,95,0,0,0,1
153605017,16,74,1,0,0,0
153605018,1,34,0,1,1,0
153605019,21,31,1,13,37,6
153605020,23,120,0,3,6,0
153605021,10,29,0,1,14,3
153605022,13,22,1,18,30,0
153605023,4,39,0,5,5,0
153605024,3,32,0,0,0,0
153605025,22,117,0,2,16,0
153605028,11,120,0,0,1,0
153605030,5,61,0,0,0,0
153605033,17,66,0,1,26,1
153605034,3,66,0,0,0,0
153606002,10,2,0,0,0,0
153606003,9,32,1,1,0,0
153606004,2,18,18,11,2,1
153606005,51,0,0,1,0,0
153606006,44,21,0,0,0,0
153606007,8,32,0,3,8,0
153606008,56,1,0,1,0,0
153606011,3,11,19,9,5,0
153606012,39,22,2,5,0,0
153606014,47,0,0,0,0,0
153606015,52,9,0,1,0,0
153606017,32,29,0,0,0,0
153606019,21,13,0,0,0,0
153606022,3,11,0,0,7,2
153606023,101,1,0,1,0,0
153606027,15,27,4,12,28,1
153606028,17,12,0,0,0,0
153606030,21,0,0,11,10,1
153606031,12,64,4,1,6,1
153606032,5,34,0,1,1,1
153606033,11,49,8,3,1,1
153606035,5,0,0,1,21,1
153606037,47,0,0,0,0,0
153606038,68,8,2,2,0,1
153606039,57,2,0,0,0,0
153606041,52,43,1,0,0,0
153606045,6,18,0,1,0,0
153606048,12,3,2,22,0,0
153606049,142,7,6,6,3,1
153606051,11,8,12,1,0,0
153606052,47,42,0,0,0,0
153606053,56,20,0,0,0,0
153606054,2,15,0,0,0,0
153606058,40,1,0,0,0,0
153606059,16,41,2,5,3,0
153606060,14,50,0,0,0,0
153607012,24,75,0,23,12,0
153607013,8,47,1,15,10,0
153607016,26,66,0,11,13,0
153607019,36,52,1,16,7,0
153607022,9,51,0,66,49,0
153607041,37,201,2,34,11,0
153607044,179,247,1,89,48,0
153607045,4,128,0,0,0,0
153607046,27,136,0,1,0,0
153607047,16,9,0,48,2,0
153607051,38,138,0,23,1,0
153607052,101,264,3,116,14,1
153607056,36,100,0,42,11,0
153607060,18,112,0,16,0,0
153607062,15,20,0,8,2,0
153607063,87,64,0,6,5,1
153609001,51,58,2,2,1,0
153609002,51,57,3,7,5,0
153609003,30,70,0,0,4,0
153609004,7,32,0,1,0,0
153609005,25,86,8,5,1,0
153609006,19,85,10,34,5,0
153609007,16,39,0,9,1,1
153609009,58,17,0,1,0,0
153609010,6,24,3,1,3,0
153609011,55,34,0,2,1,0
153609012,35,38,0,0,0,0
153609013,33,28,0,3,5,0
153609014,58,33,0,3,2,0
153609015,23,54,4,21,8,0
153609016,34,81,0,2,0,1
153609017,56,140,2,4,2,0
153609018,103,98,2,8,9,0
153609019,56,18,0,0,0,0
153609020,21,76,9,9,3,0
153609021,58,25,0,0,1,0
153609022,53,41,0,5,8,2
153609023,41,96,9,40,4,0
153609027,15,63,2,31,6,0
153609029,53,85,0,2,2,0
153609030,94,78,1,23,29,2
153609031,13,37,0,1,3,0
153609032,3,36,0,0,0,0
153609033,21,44,0,1,1,0
153609034,25,54,2,2,1,0
153609051,11,7,1,6,2,0
153609052,16,89,9,17,6,0
153609053,14,19,0,0,0,0
153610003,17,102,6,91,2,0
153610007,263,0,0,0,0,0
153610008,32,0,2,0,1,20
153610009,29,91,0,6,9,73
153610012,35,79,0,1,0,0
153610017,14,114,1,2,0,0
153610018,104,0,0,0,0,0
153610019,2,197,44,26,20,1
153610025,0,54,38,21,31,3
153610026,1,84,85,20,35,5
153610029,2,79,44,45,35,9
153610030,127,1,0,1,0,0
153610031,94,12,0,0,0,0
153610032,0,13,38,2,13,0
153610033,166,146,27,58,3,1
153610034,21,33,9,41,8,0
153610035,134,0,0,0,0,18
153610036,113,73,7,7,7,2
153610037,112,38,0,5,5,8
153610038,156,44,42,95,20,0
153611003,28,38,7,13,0,0
153611004,68,42,10,3,2,0
153611008,102,87,5,1,4,0
153611009,37,139,2,14,44,0
153611011,60,116,13,22,28,13
153611019,45,64,14,8,18,3
153611020,35,79,36,18,7,1
153611021,117,68,5,15,7,1
153611026,26,97,17,15,43,34
153611027,21,108,19,7,7,3
153611031,125,110,5,7,9,2
153611035,51,74,8,5,5,0
153611039,35,141,0,2,5,0
153611040,141,131,7,17,9,0
153611041,55,69,5,6,0,1
153611044,35,40,16,18,8,18
153611046,148,147,5,16,10,1
153611047,157,42,13,6,0,1
153611052,87,140,2,7,5,0
153611054,48,78,3,4,0,0
153611055,54,125,14,5,16,27
153611058,110,120,9,10,4,1
153611065,85,55,15,11,0,0
153611066,53,121,12,18,15,1
153611070,21,63,13,1,5,0
153611077,60,161,11,4,13,6
153611078,81,65,4,4,5,0
153611079,74,134,29,18,29,47
153611081,45,80,12,1,2,0
153611082,53,23,8,5,6,4
153611083,87,215,1,2,0,0
153611085,58,102,12,7,2,0
153611089,82,158,27,10,4,16
153611091,197,98,19,8,6,3
153611094,146,67,4,9,5,0
153611096,13,92,4,12,8,0
153611097,70,72,16,10,9,2
153611098,42,85,6,7,21,1
153612001,12,68,7,20,27,0
153612008,0,74,1,0,0,0
153612011,9,16,11,1,0,0
153612012,17,52,13,20,24,0
153612017,26,20,1,45,42,0
153612018,24,30,11,8,23,10
153612021,9,21,3,10,0,0
153612024,9,52,35,29,21,0
153612028,30,129,5,35,64,0
153612029,8,28,47,3,17,0
153612032,18,68,16,13,15,0
153612033,0,188,11,3,16,0
153612034,5,36,15,1,19,0
153612035,1,17,1,1,77,0
153612038,12,42,29,39,31,0
153612039,1,171,20,0,2,1
153612043,29,18,43,78,31,0
153612048,7,128,8,20,31,0
153612050,28,38,43,12,5,1
153612051,0,106,2,0,3,0
153612052,2,28,10,12,2,0
153613001,38,19,0,0,1,0
153613003,10,4,0,0,0,0
153613006,39,35,0,0,0,0
153613007,18,14,2,2,3,0
153613008,65,23,0,0,0,0
153613010,31,24,0,3,1,1
153613012,46,20,0,1,2,0
153613013,18,37,0,3,1,0
153613014,34,37,1,2,10,2
153613015,45,14,1,3,2,0
153613016,11,12,0,1,3,2
153613017,2,8,0,0,0,0
153613018,74,94,2,6,4,1
153613019,46,22,0,0,0,0
153613021,45,39,0,4,1,0
153613022,26,4,0,0,0,0
153613023,31,28,3,8,1,0
153613024,169,139,1,15,10,1
153613025,14,14,0,5,1,1
153613026,50,32,0,5,5,0
153613027,93,55,2,8,4,1
153613028,17,34,0,2,0,0
153613029,54,136,0,1,2,0
153613030,40,47,0,5,0,0
153613031,37,27,2,4,5,6
153613032,114,96,0,1,2,0
153613033,82,48,0,0,9,0
153613034,46,42,1,4,5,0
153613035,29,99,1,3,3,0
153613036,29,46,0,2,4,0
153613040,26,25,2,12,4,0
153613041,32,15,0,5,1,0
153613043,70,15,0,17,9,0
153613044,26,22,0,0,0,1
153613049,31,90,0,0,3,0
153613050,67,47,0,11,0,0
153613051,29,8,0,0,1,0
153614003,10,51,4,10,12,11
153614004,21,35,0,1,2,0
153614005,3,74,6,4,21,21
153614006,4,43,1,12,1,3
153614007,17,30,0,3,2,0
153614008,15,35,0,1,1,0
153614010,4,27,1,0,0,0
153614011,55,86,3,4,3,0
153614012,15,89,3,9,8,5
153614013,18,46,0,4,9,0
153614014,13,57,0,1,7,0
153614016,5,55,0,6,4,8
153614017,20,73,3,5,0,0
153614018,44,71,0,4,5,0
153614019,29,26,0,1,2,0
153614020,8,38,1,2,0,0
153614022,6,94,3,9,3,0
153614023,40,80,2,9,13,0
153614025,42,100,2,16,3,1
153614027,27,83,8,18,13,33
153614031,14,94,4,6,3,2
153614032,10,44,0,3,2,0
153614033,11,44,0,3,2,0
153614034,33,25,6,0,3,0
153615003,20,132,26,20,38,25
153615006,21,52,47,4,16,8
153615017,18,48,37,18,31,19
153615018,44,57,9,20,24,5
153615019,5,42,20,8,19,12
153615020,118,146,64,78,72,13
153615021,77,94,23,51,46,22
153615022,123,204,107,68,74,21
153615023,0,35,28,2,3,17
153615027,0,46,28,3,1,1
153615028,20,52,51,20,29,21
153615029,19,66,16,9,9,2
153615034,25,90,58,9,22,3
153615038,37,50,42,34,26,14
153615043,15,44,58,21,23,10
153615044,10,64,36,3,10,6
153615047,10,24,39,19,42,38
153615049,11,86,28,8,14,20
153615053,21,98,35,9,26,19
153615059,8,10,14,7,2,0
153615061,18,42,26,17,16,24
153615063,11,12,35,8,4,3
153615064,9,38,80,13,22,12
153615066,10,68,52,8,29,14
153615068,74,171,93,57,83,29
153615070,12,50,10,3,13,13
153615071,6,29,28,5,13,11
153615072,70,112,67,50,80,38
153615073,9,99,19,6,14,3
153615075,27,59,24,0,0,0
153615078,19,32,22,10,7,5
153615079,17,42,23,37,25,10
153615080,65,132,98,70,73,20
153615081,31,76,155,15,20,20
153615082,10,50,47,17,19,6
153616001,78,37,10,65,42,0
153616005,19,29,12,5,15,3
153616006,118,43,13,13,7,0
153616009,51,33,0,4,0,0
153616018,51,133,0,0,0,0
153616022,48,40,4,4,2,4
153616023,72,89,5,1,0,0
153616025,22,35,10,0,3,0
153616026,49,44,39,2,3,0
153616035,118,25,9,37,20,0
153616036,27,98,34,5,15,0
153616039,21,43,11,18,52,0
153616040,44,10,2,47,17,0
153616044,7,39,3,0,8,0
153616047,111,88,3,1,0,0
153616051,65,77,11,5,3,0
153616054,7,113,14,5,11,0
153616055,25,115,34,3,5,0
153616059,36,45,4,7,0,0
153616061,34,62,17,21,4,4
153616063,34,48,0,0,0,0
153616071,11,31,17,5,2,0
153616072,34,34,17,0,0,0
153616083,20,25,2,3,9,0
153616097,34,70,26,1,4,0
153616102,6,53,35,0,9,0
153616105,62,13,0,0,0,0
153616106,88,32,21,19,12,2
153616107,91,109,16,49,13,10
153616108,98,123,64,11,8,1
153616109,1,92,0,0,0,0
153616110,46,45,7,11,5,0
153616111,41,38,0,2,0,0
153616112,22,36,42,15,6,4
153617001,80,13,0,11,15,0
153617003,53,32,2,7,13,0
153617006,32,15,9,16,11,9
153617007,37,142,25,19,5,0
153617008,87,7,107,83,0,0
153617009,337,127,26,38,12,2
153617010,148,48,39,21,38,19
153617012,11,27,10,1,20,10
153617013,16,26,8,0,10,20
153617014,6,17,2,1,3,11
153617015,163,22,138,75,5,1
153617016,70,21,1,4,9,0
153617017,17,7,0,9,9,0
153617019,8,10,2,15,4,1
153617021,18,8,6,8,16,0
153617022,127,50,45,87,52,2
153617023,0,40,3,3,16,21
153617024,99,234,151,53,8,9
153617025,82,181,68,16,25,11
153617026,124,111,114,31,20,6
153617027,51,9,0,5,5,0
153617029,116,128,43,24,26,7
153617030,185,82,10,67,18,3
153617032,0,63,14,7,1,0
153617033,362,132,66,96,51,21
153617035,68,44,35,45,30,1
153617036,98,20,80,107,89,2
153617037,41,24,12,22,14,1
153617039,182,186,42,18,32,22
153617040,17,27,0,26,14,2
153617042,57,37,0,2,1,8
153617043,87,33,20,2,0,2
153617044,12,83,32,5,46,46
153617045,95,19,29,41,26,0
153617046,33,28,6,30,53,28
153617048,103,26,14,26,0,0
153617049,116,95,14,16,27,4
153617051,77,36,19,75,62,92
153617052,26,23,2,9,9,0
153617057,299,4,55,50,14,2
153617058,206,101,62,24,17,11
153617060,163,168,62,12,45,14
153617062,162,0,127,53,2,3
153617063,37,5,12,22,6,18
153617064,23,29,12,5,5,0
153617065,67,114,2,10,17,12
153617066,113,89,72,21,38,18
153617068,21,8,1,4,12,25
153617069,71,19,11,18,13,0
153617070,42,34,26,36,29,41
153617071,59,64,39,78,32,45
153617072,212,230,63,132,52,3
153617074,24,72,43,8,12,4
153617075,11,31,15,2,21,29
153617076,221,55,39,54,11,2
153617077,132,105,44,128,122,51
153617079,234,62,18,39,28,1
153617080,102,70,87,56,42,9
153617083,255,162,51,206,148,1
153617085,26,16,0,21,13,0
153617086,84,40,8,36,6,2
153617089,55,24,3,15,3,0
153617090,292,248,57,46,9,6
153617097,124,133,5,16,21,5
153617098,48,18,0,18,8,0
153617099,92,40,3,22,38,2
153617101,28,18,4,14,12,0
153617103,47,9,8,23,29,6
153617105,113,82,9,48,31,1
153617107,352,185,31,61,31,39
153617109,181,1,101,64,0,0
153617110,55,0,43,35,1,0
153617111,135,190,30,4,6,3
153617112,39,97,12,15,25,6
153617113,28,28,2,1,3,1
153617116,57,12,37,37,23,1
153617117,64,43,17,14,13,1
153617118,55,124,35,2,2,3
153617119,3,31,7,1,0,24
153617120,84,51,34,22,7,0
153617123,4,15,1,3,7,8
153617124,74,0,44,61,0,0
153617125,135,100,25,47,50,6
153617126,122,62,42,26,5,2
153617127,57,27,24,18,13,2
153617129,79,31,2,19,22,0
153617131,151,112,45,38,65,11
153617133,34,22,18,16,16,1
153617134,55,46,5,18,4,0
153617136,33,42,84,30,41,40
153617137,4,2,1,0,0,0
153617138,130,153,47,40,22,0
153617139,158,109,33,42,16,4
153617141,82,83,49,76,65,0
153617142,72,71,32,88,31,13
153617143,60,71,0,2,9,11
153618001,79,67,24,0,0,0
153618002,57,65,2,7,12,1
153618003,52,39,3,18,17,10
153618004,52,4,0,10,21,0
153618005,71,12,0,0,0,0
153618007,6,31,0,9,5,0
153618008,58,139,0,24,5,0
153618018,18,65,0,0,0,0
153618023,48,10,26,47,12,0
153618032,26,6,1,5,2,0
153618034,93,58,0,15,0,0
153618035,44,137,0,35,12,0
153618039,43,55,1,25,8,0
153618040,71,37,1,13,8,0
153618041,27,44,3,6,16,5
153618042,152,30,0,95,17,0
153618043,35,2,1,10,47,1
153618044,71,62,0,3,1,1
153618045,77,71,0,10,13,2
153618047,53,23,3,0,4,3
153618052,32,47,24,32,14,1
153618053,74,52,1,2,5,0
153618055,51,33,0,26,11,0
153618060,77,33,0,6,3,0
153618061,39,40,0,3,4,2
153618062,48,32,28,17,5,0
153618069,104,67,7,11,2,0
153618077,43,22,12,21,19,0
153618082,54,70,9,12,26,0
153618083,48,29,0,22,5,0
153618085,62,61,3,38,5,2
153618088,65,26,2,21,2,0
153618089,105,128,2,19,17,0
153618090,37,67,0,3,6,0
153618091,59,35,4,19,42,0
153619002,23,16,0,0,2,2
153619005,33,16,4,0,1,0
153619006,31,32,0,1,4,0
153619007,46,27,1,1,3,0
153619008,72,61,1,1,0,0
153619010,25,22,1,1,5,0
153619011,24,23,8,1,5,0
153619013,89,23,0,4,0,1
153619014,27,15,3,3,1,0
153619015,42,22,1,3,4,2
153619016,55,47,3,9,1,0
153619018,10,2,2,0,5,0
153619019,42,24,1,0,0,0
153619022,17,11,0,2,1,0
153619024,39,13,1,1,3,0
153619026,11,7,0,1,0,0
153619027,13,30,2,2,4,0
153619028,17,9,1,0,1,0
153619030,41,5,1,0,1,0
153619033,38,23,1,6,2,1
153619034,29,30,3,1,1,0
153619035,18,12,2,0,1,1
153619037,16,20,5,1,1,1
153619038,33,19,1,0,0,0
153619039,12,6,0,4,0,0
153619043,27,22,2,4,12,0
153620001,18,114,1,9,90,9
153620005,20,104,5,2,37,2
153620006,14,63,18,11,26,0
153620011,13,28,1,2,4,0
153620015,36,48,0,1,70,3
153620019,9,87,7,5,68,5
153620020,4,37,5,9,109,1
153620029,2,28,6,12,41,7
153620030,6,96,1,3,50,0
153620034,22,132,3,13,114,4
153620035,15,131,7,10,79,5
153620037,35,121,0,26,32,0
153620041,13,97,4,24,68,0
153620042,6,71,8,1,0,0
153620045,6,58,0,8,42,3
153620046,11,20,0,5,53,2
153620054,10,99,3,15,90,1
153620057,82,72,5,12,31,40
153621001,77,4,0,0,0,0
153621002,99,37,12,1,0,0
153621003,38,55,1,9,2,0
153621004,177,37,0,0,0,0
153621005,94,33,3,31,29,4
153621006,140,101,0,9,1,0
153621007,113,22,2,0,0,0
153621008,50,56,0,3,33,2
153621009,91,119,2,27,8,0
153621010,67,10,1,0,13,0
153621011,85,47,0,0,0,0
153621012,105,25,2,0,0,0
153621013,221,41,2,1,1,0
153621014,189,7,0,0,0,0
153621015,171,40,0,0,1,0
153621017,60,12,0,31,14,0
153621018,36,41,0,46,21,1
153621020,68,93,0,4,3,0
153621021,156,5,0,3,0,0
153621022,255,14,0,0,0,0
153621023,46,71,1,0,0,1
153621024,67,59,4,37,22,0
153621025,88,34,0,0,0,0
153621026,162,49,0,1,0,0
153621028,44,38,10,51,6,0
153621029,128,16,1,76,11,0
153621030,145,16,1,0,0,0
153621031,166,29,1,0,0,0
153621032,137,61,0,0,0,0
153621033,265,38,1,0,5,0
153621034,152,46,1,0,0,1
153621035,118,46,0,0,0,0
153621036,106,71,0,1,0,0
153621037,134,38,1,0,0,0
153621038,253,13,4,0,0,0
153621039,72,84,1,0,2,0
153621040,21,12,0,2,0,0
153622001,4,88,10,12,22,2
153622002,10,6,0,6,2,1
153622004,25,101,8,35,29,6
153622006,6,70,16,25,73,2
153622007,0,1,5,23,71,6
153622008,12,59,14,11,10,6
153622011,64,77,39,19,19,6
153622012,50,22,11,17,13,5
153622013,5,37,5,1,17,0
153622014,25,34,0,16,20,4
153622015,18,19,0,9,4,1
153622018,13,27,2,21,12,9
153622019,17,23,3,7,5,2
153622020,62,49,1,30,25,7
153622024,19,57,6,20,6,7
153622026,8,40,0,25,16,2
153622027,19,58,3,8,7,3
153622030,18,43,15,11,3,0
153622034,11,51,19,9,19,5
153622035,20,38,2,14,15,1
153622036,41,158,27,23,58,22
153622037,60,63,13,16,32,4
153622041,15,30,2,21,6,1
153622042,25,39,7,12,10,5
153622043,13,40,0,8,18,13
153623001,57,59,5,5,5,1
153623002,1,105,0,2,54,2
153623003,19,9,3,2,1,0
153623005,59,124,1,0,2,6
153623006,59,58,1,1,0,0
153623008,27,88,17,1,0,0
153623012,6,102,0,0,0,0
153623013,232,116,0,0,0,0
153623014,43,61,0,3,22,0
153623015,59,19,0,1,0,0
153623018,66,97,6,1,0,0
153623022,48,75,2,0,1,0
153623023,3,60,1,4,77,0
153623024,121,57,19,0,0,6
153623025,22,48,3,3,0,0
153623026,97,6,0,0,0,0
153623030,4,69,6,30,3,0
153623031,77,15,0,1,8,0
153623033,24,72,4,11,15,2
153623034,4,43,1,0,3,0
153623035,65,20,0,0,0,0
153623036,30,59,1,0,3,0
153623037,108,11,1,0,2,0
153624001,2,1,0,1,2,64
153624006,135,22,0,1,1,0
153624009,70,73,20,13,13,9
153624012,114,4,3,0,0,0
153624013,4,56,0,0,0,0
153624014,5,54,1,1,1,0
153624016,5,0,1,14,48,20
153624024,15,21,0,1,3,49
153624027,13,0,0,0,0,83
153624028,0,27,0,1,12,0
153624030,1,61,0,0,9,2
153624032,14,47,0,1,1,0
153624033,2,120,3,0,3,1
153624038,10,14,0,5,74,16
153624042,13,59,0,0,6,0
153624045,8,0,0,0,0,0
153624048,1,0,0,0,4,50
153624054,48,0,0,0,0,0
153624055,10,3,1,33,0,0
153624057,2,0,0,0,5,54
153624058,76,0,0,0,0,0
153624064,10,1,0,0,46,4
153624070,8,21,0,1,21,1
153624077,12,24,39,3,2,0
153624078,86,2,0,0,0,0
153624079,40,38,1,0,5,1
153624081,129,1,0,0,0,0
153624082,14,57,0,0,0,0
153624086,1,1,0,1,2,1
153624087,21,50,1,1,6,0
153624091,62,0,0,0,0,0
153624092,61,1,0,11,1,1
153624093,11,4,12,21,31,12
153624094,95,0,0,0,0,0
153625001,8,12,0,16,19,31
153625002,43,66,0,23,16,0
153625004,59,81,22,40,38,24
153625005,11,8,3,49,35,25
153625006,4,4,14,6,17,68
153625007,19,39,0,42,18,0
153625008,3,39,16,37,35,2
153625009,6,47,9,29,19,2
153625010,7,8,31,4,49,37
153625012,17,50,0,7,19,0
153625013,41,37,2,41,19,2
153625015,44,76,16,27,29,0
153625018,47,46,9,33,19,8
153625019,16,36,12,37,43,40
153625020,5,30,42,7,39,20
153625021,25,167,14,36,12,1
153625022,4,31,10,15,14,3
153625023,45,64,9,29,32,52
153625025,8,24,4,40,16,50
153625026,7,48,10,20,31,0
153625027,15,35,31,12,32,31
153625028,47,66,20,27,43,22
153625029,2,19,6,22,37,71
153625030,100,222,18,87,57,2
153625031,4,64,13,34,34,1
153625032,44,9,8,42,32,28
153625033,78,87,5,96,105,97
153625035,23,83,34,32,22,0
153625036,7,52,30,11,28,1
153625037,46,73,3,75,98,113
153626001,25,16,1,9,14,0
153626002,9,1,0,2,0,0
153626004,15,2,0,8,3,0
153626007,46,7,1,12,13,1
153626008,53,40,0,4,3,0
153626009,60,31,10,0,1,1
153626010,67,26,17,7,4,0
153626011,61,7,0,9,0,0
153626012,65,16,24,15,1,0
153626013,23,14,3,7,1,0
153626014,17,14,20,2,3,1
153626015,34,13,23,3,4,0
153626016,31,41,7,4,2,0
153626019,47,25,31,11,9,0
153626020,87,35,37,13,2,0
153626021,41,7,0,2,0,0
153626022,42,11,3,4,5,0
153626024,59,13,2,13,8,0
153626027,15,8,5,4,0,0
153626030,45,1,4,7,1,0
153626032,17,13,15,5,10,0
153626034,54,20,2,2,1,1
153626037,35,64,18,27,12,1
153626038,61,24,8,21,12,0
153626039,36,27,26,27,43,1
153626040,53,25,20,17,3,0
153626041,23,4,1,15,7,0
153626042,48,63,0,0,10,0
153626043,42,18,24,0,0,0
153626046,20,8,16,6,3,0
153626047,51,54,5,15,33,0
153626049,19,18,0,17,1,3
153626050,52,41,25,12,0,0
153626052,30,34,52,7,0,0
153626054,25,41,3,1,0,1
153626058,41,38,24,17,0,0
153626062,33,17,13,7,1,0
153626064,34,21,31,0,0,0
153626065,31,35,22,0,3,0
153626067,74,38,5,5,24,0
153626077,10,17,15,2,1,0
153626078,28,18,7,9,9,0
153626079,35,31,11,7,3,0
153626080,59,25,0,6,1,0
153627003,13,19,5,6,4,0
153627006,45,16,1,8,15,3
153627007,6,12,8,17,5,6
153627008,16,42,11,21,7,0
153627009,12,2,7,5,1,0
153627010,10,7,16,8,4,2
153627011,19,20,18,15,3,0
153627012,20,8,5,3,7,0
153627013,32,41,6,10,13,3
153627014,38,22,7,15,7,2
153627016,29,19,15,6,5,2
153627017,22,12,11,11,18,0
153627018,22,3,7,11,5,0
153627019,31,8,1,12,15,5
153627021,35,12,1,7,2,1
153627022,40,6,5,4,21,3
153627024,41,6,9,24,8,2
153627028,6,32,22,4,1,0
153627029,16,32,12,13,22,1
153627035,10,18,4,8,2,1
153627036,18,40,3,3,0,0
153627037,6,11,12,5,3,1
153627038,11,21,6,9,2,3
153627042,8,7,0,8,4,1
153627043,22,5,3,11,1,0
153627046,11,15,3,10,0,0
153627047,38,16,6,15,9,0
153627049,45,18,13,16,5,0
153627050,17,4,2,9,15,2
153627051,19,30,6,15,0,1
153627053,29,21,3,9,6,1
153627055,9,12,0,4,4,0
153627056,11,0,1,5,3,1
153627057,19,27,6,7,6,0
153627058,32,21,8,3,3,0
153627060,11,3,3,8,2,0
153627061,1,30,7,21,6,1
153627062,19,14,1,5,4,0
153627063,31,5,1,9,12,0
153627064,16,8,3,9,8,2
153627069,18,11,4,2,16,0
153627070,6,8,8,7,6,0
153627071,16,26,6,14,9,2
153628001,16,186,31,9,0,1
