psgc_brgy,own_use_faucet_community_water_system,shared_faucet_commmunity_water_system,own_use_tubed_or_piped_well,shared_tubed_or_piped_well,dug_well,spring_river_streat_etc,collected_rainfall,peddler
101321005,58,37,78,106,107,0,0,1
101321006,12,23,22,124,157,92,1,5
101321007,12,266,0,38,22,257,1,0
101321008,17,60,39,248,327,66,0,0
101321010,347,689,4,8,23,128,4,4
101321011,46,24,15,579,255,35,0,0
101321012,71,257,3,124,72,276,0,6
101321013,70,225,27,3,15,628,4,0
101321014,12,198,1,3,2,61,0,0
101321015,71,172,8,128,55,147,1,1
101321016,617,913,42,274,141,175,0,21
101321017,368,572,4,36,19,117,2,4
101321018,25,10,44,128,45,6,0,0
101321019,2,75,13,155,98,10,0,0
101321020,175,503,21,160,321,101,1,13
101321021,65,198,4,2,5,193,6,1
101321022,0,7,29,154,80,4,0,0
101321023,4,14,40,170,144,4,0,2
101321024,1225,1138,32,592,169,143,1,74
101321025,36,167,28,57,81,92,0,2
101321026,1,5,19,236,122,19,0,1
101321028,31,45,17,109,56,20,0,1
101321029,61,238,39,342,275,3,0,13
101321030,76,124,33,295,5,11,0,2
101321033,13,151,25,344,162,367,0,2
101321034,196,191,1,17,2,7,0,2
101321035,7,47,25,84,48,69,0,0
101322001,55,147,7,3,18,206,1,0
101322002,39,267,10,1,35,273,0,0
101322003,76,355,5,21,76,227,1,0
101322004,73,353,4,8,3,56,0,0
101322005,72,134,1,0,2,11,0,0
101322006,64,168,4,2,17,64,0,6
101322007,23,134,1,5,50,259,1,1
101322008,181,301,8,15,117,444,4,5
101322009,129,143,8,26,1,8,0,13
101322010,69,281,3,1,4,125,2,0
101322011,8,92,0,2,13,12,0,0
101322012,22,218,3,2,10,29,0,0
101322013,5,81,0,1,6,308,0,0
101322014,29,102,1,0,18,94,0,0
101322015,4,122,0,0,2,147,0,1
101801001,90,75,14,2,0,1,0,0
101801002,248,70,1,7,2,3,0,1
101801003,124,11,14,3,0,6,0,0
101801004,120,75,3,3,1,1,0,2
101801005,184,45,2,3,0,0,0,6
101801006,95,39,9,0,1,0,0,1
101801007,58,24,8,0,0,0,0,5
101801008,92,22,1,1,2,0,0,0
101801009,217,42,20,5,0,0,0,2
101801010,67,41,0,4,0,0,0,1
101801011,143,43,0,2,0,0,0,1
101801012,260,105,5,6,1,4,0,9
101801013,67,118,3,2,0,3,0,2
101801014,97,143,3,0,0,2,0,4
101802001,5,35,0,52,0,3,0,0
101802002,46,132,3,6,0,0,0,0
101802003,59,11,0,5,1,5,0,0
101802004,196,35,1,4,1,0,0,5
101802005,8,48,30,44,9,0,0,0
101802006,197,41,0,4,0,0,0,0
101802007,125,12,0,1,0,1,0,2
101803001,71,156,4,26,1,4,0,4
101803002,173,10,0,0,6,0,0,3
101803004,99,24,0,15,4,0,0,0
101803005,180,13,1,3,3,3,0,1
101803006,67,7,0,5,0,1,0,0
101803007,312,54,1,32,14,4,0,10
101803008,127,18,0,2,3,4,0,0
101803009,32,61,0,23,0,1,0,2
101803010,111,11,0,0,2,0,0,0
101803011,44,17,0,2,2,1,0,3
101803012,104,58,0,11,2,2,0,3
101803013,65,8,0,1,0,0,0,0
101803014,147,48,1,13,1,1,0,5
101804001,271,35,0,5,4,1,0,3
101804002,173,32,0,6,1,1,0,2
101804003,278,77,1,6,0,0,0,2
101804004,309,75,1,5,0,6,0,17
101804005,117,29,0,2,2,3,0,8
101804006,164,26,4,0,0,1,0,5
101804007,124,5,1,0,0,1,0,0
101804008,198,60,0,14,11,0,0,1
101804009,149,65,3,7,0,1,0,41
101804010,239,17,1,6,0,4,0,7
101804011,536,259,9,18,4,28,0,20
101804015,103,34,1,9,0,1,0,0
101804016,135,34,1,4,2,12,0,0
101804017,238,178,6,19,4,19,0,12
101804018,264,54,1,2,0,0,0,0
101805001,189,70,21,48,8,3,0,10
101805002,69,73,22,23,1,4,0,4
101805003,168,18,0,7,1,0,0,2
101805004,198,152,18,17,8,11,2,2
101805005,143,37,16,8,1,1,0,0
101805006,52,120,0,7,2,2,0,0
101805007,229,22,0,6,1,0,0,9
101805008,116,36,1,12,0,0,0,2
101805009,362,173,30,91,4,23,0,7
103501001,14,15,0,0,14,76,0,2
103501002,0,1,0,6,54,48,1,0
103501003,2,29,0,3,11,57,0,0
103501005,192,69,1,51,14,3,0,7
103501006,186,91,4,64,5,0,4,28
103501007,9,36,1,2,42,46,0,0
103501008,176,99,1,50,94,77,2,12
103501009,0,0,0,1,40,105,0,0
103501010,210,79,4,34,38,98,0,2
103501012,1,19,0,2,22,67,0,0
103501013,21,65,0,17,10,25,1,1
103501016,40,21,6,74,0,0,0,1
103501017,1,36,1,6,25,74,0,0
103501018,614,313,2,9,36,69,2,16
103501019,106,56,8,157,44,10,0,5
103501020,4,25,0,19,69,81,0,0
103502001,11,4,18,9,247,36,0,70
103502002,26,5,36,39,395,93,0,1
103502003,13,1,13,12,133,119,2,0
103502004,9,4,4,11,38,415,2,2
103502005,0,32,1,9,212,10,2,1
103502006,7,5,9,88,161,149,1,5
103502007,0,1,2,1,75,36,1,0
103502009,105,98,32,42,188,90,0,0
103502012,1,0,1,2,165,58,0,1
103502013,7,6,4,19,190,98,2,1
103502014,16,2,6,18,198,78,2,0
103502015,343,506,27,85,29,33,3,14
103502016,2,73,6,15,55,63,0,1
103502017,176,275,22,77,94,37,2,11
103502019,15,2,17,11,179,168,5,4
103502022,37,61,71,78,367,65,0,6
103502023,191,110,55,186,285,239,12,12
103502025,31,11,62,50,88,69,0,7
103502026,30,10,30,11,182,95,0,1
103502027,2,1,5,14,219,45,1,0
103502028,5,9,1,1,91,161,0,2
103503001,0,0,0,3,78,8,0,1
103503002,35,49,63,243,2,25,1,8
103503003,70,17,42,133,25,2,0,0
103503004,0,0,1,33,23,18,2,0
103503005,3,31,0,19,2,38,0,1
103503006,2,21,14,181,11,28,0,0
103503007,1,15,1,8,23,55,0,0
103503008,2,1,1,13,32,65,0,0
103503009,0,1,0,142,13,17,1,0
103503011,0,0,12,136,6,38,1,0
103503012,3,1,7,180,6,8,0,0
103503013,8,11,11,100,17,11,0,1
103503014,0,3,0,34,5,53,0,0
103503015,277,47,18,51,45,83,2,5
103503016,13,2,10,85,46,57,0,0
103503017,47,35,12,203,27,1,0,2
103503018,0,6,0,5,32,85,0,0
103503019,25,9,11,165,52,51,2,0
103503020,1,19,1,5,8,146,1,14
103503021,0,5,1,45,4,31,0,0
103503022,16,8,3,36,23,39,1,1
103503023,29,3,24,69,37,84,0,1
103503024,91,8,49,66,19,6,0,0
103504001,31,225,13,160,360,293,0,3
103504002,22,70,4,26,65,139,0,3
103504003,28,186,0,4,77,99,0,0
103504005,1131,721,18,27,6,65,0,1
103504006,841,1060,40,253,172,135,4,63
103504007,10,33,2,55,209,174,1,3
103504008,896,518,45,142,126,21,1,160
103504010,69,131,2,2,55,138,0,0
103504011,330,314,4,71,122,390,4,18
103504012,1220,462,19,31,4,4,0,1
103504013,3,60,2,1,25,297,0,0
103504014,23,40,28,266,146,218,1,1
103504015,1154,782,7,73,35,47,0,32
103504016,462,506,58,210,119,7,3,20
103504017,387,435,1,34,9,1,0,1
103504018,128,457,16,58,214,266,3,4
103504019,17,2,0,5,24,699,1,2
103504021,342,214,5,16,12,18,0,1
103504022,107,145,64,162,574,38,7,86
103504024,1726,758,3,3,2,13,0,8
103504025,971,1584,13,63,0,2,0,17
103504026,602,1145,20,42,37,1,0,34
103504027,237,327,51,169,697,268,4,125
103504028,626,515,2,7,7,6,0,6
103504029,55,161,6,37,22,39,0,0
103504030,2042,2353,31,205,103,20,0,50
103504031,648,229,7,20,9,0,0,11
103504032,587,316,5,18,39,8,0,45
103504033,9,15,1,3,17,131,1,0
103504034,261,63,0,0,0,0,0,2
103504035,332,688,13,24,48,0,1,70
103504036,120,67,6,0,3,0,0,1
103504037,675,921,12,22,2,0,1,3
103504038,211,261,43,183,137,21,0,40
103504039,262,206,0,12,13,3,1,10
103504040,13,89,0,11,40,18,1,0
103504041,0,4,0,1,4,124,1,0
103504042,27,5,1,10,16,232,3,0
103504043,623,201,22,87,132,66,3,18
103504044,11,5,0,4,5,582,6,2
103504045,205,212,9,45,42,29,0,9
103504046,606,635,73,388,75,65,1,4
103504047,499,322,17,57,62,28,0,8
103504048,250,413,1,2,1,0,1,4
103505001,1,2,0,0,25,45,0,0
103505003,8,57,9,33,120,25,0,37
103505004,7,57,7,98,309,13,0,0
103505005,26,33,4,5,110,167,0,0
103505007,0,1,0,2,46,90,4,0
103505008,1,5,0,3,59,29,1,1
103505010,32,29,3,210,380,93,4,82
103505012,32,55,2,1,33,14,0,0
103505014,3,16,0,14,100,14,7,14
103505015,5,44,5,56,126,17,0,9
103505016,1,17,7,46,106,6,0,0
103505018,3,27,2,31,224,158,0,2
103505019,0,3,0,0,18,60,0,0
103505021,0,1,2,0,43,77,7,0
103505026,1,48,0,6,20,96,1,0
103505027,0,0,0,4,2,111,0,0
103505028,79,231,11,51,265,156,4,0
103505030,17,133,4,23,30,56,0,0
103505031,0,3,0,0,68,54,1,0
103505033,20,111,0,58,201,21,0,7
103505034,73,140,3,11,24,173,0,4
103505036,574,554,60,158,325,73,1,95
103505038,2,1,0,0,56,62,0,0
103505039,0,0,0,0,13,70,2,0
103505040,33,86,8,52,65,4,0,8
103505041,20,95,3,10,79,26,2,0
103505042,0,4,10,70,158,15,5,0
103505043,0,18,0,1,36,32,5,0
103505046,65,407,19,124,32,25,1,7
103505047,3,14,2,65,36,13,0,1
103505048,0,1,0,8,17,93,0,14
103505049,1,2,0,4,30,45,0,0
103505050,18,54,4,22,88,16,2,10
103506001,1,168,0,27,20,2,0,0
103506002,1,105,0,24,47,7,0,0
103506003,38,58,7,26,90,88,0,0
103506004,19,191,66,220,95,20,0,1
103506005,1,17,0,3,62,8,0,0
103506006,7,74,7,28,91,15,0,0
103506007,0,21,0,11,34,3,0,0
103506008,35,59,0,34,22,8,0,0
103506009,2,2,2,13,61,19,0,0
103506010,1,0,0,1,64,3,0,0
103506011,14,20,15,259,68,7,0,1
103506012,50,125,25,212,75,4,0,1
103506013,4,2,0,13,26,26,0,1
103506014,1,60,1,53,70,3,0,0
103506015,13,41,0,28,27,4,0,0
103506016,0,35,0,30,55,28,0,0
103506017,2,124,5,31,56,27,0,0
103506018,2,6,0,5,50,7,0,1
103506019,0,1,0,0,86,12,0,0
103506020,3,91,8,92,34,0,0,0
103506021,1,35,4,10,30,14,0,0
103506022,24,106,9,48,55,13,0,0
103506023,68,121,19,135,10,2,0,0
103506024,20,164,3,39,10,23,0,0
103506025,41,117,9,30,34,13,0,0
103506026,23,36,48,392,138,24,0,16
103506027,8,21,34,174,66,9,0,0
103506028,72,259,91,421,143,13,0,2
103506029,5,143,2,49,94,24,0,0
103506030,5,55,1,73,70,6,0,0
103506031,5,59,29,57,54,36,0,0
103506032,3,83,1,3,13,39,0,0
103506033,5,35,7,81,45,2,0,1
103506034,0,147,0,45,56,5,0,0
103506035,0,4,0,0,35,7,0,0
103506036,13,141,2,4,49,16,0,0
103506037,19,44,2,12,39,15,0,0
103507001,248,197,28,3,117,6,0,74
103507002,2,73,0,1,57,42,3,26
103507003,2,24,1,5,28,32,0,0
103507004,6,182,1,5,100,70,1,30
103507005,5,2,1,3,53,37,2,21
103507006,46,165,4,9,16,11,1,10
103507007,24,118,1,33,4,89,1,14
103507008,155,338,29,8,18,13,2,97
103507009,1,2,0,0,73,41,2,16
103507010,484,258,30,45,5,3,4,29
103507011,140,136,56,84,81,59,0,65
103507012,1,1,0,1,54,90,0,21
103507013,41,86,13,2,57,46,1,21
103508001,71,72,1,12,13,38,0,1
103508002,125,190,2,38,18,274,6,0
103508004,3,24,0,2,32,7,0,0
103508005,22,112,3,41,70,71,2,1
103508006,0,15,0,1,19,57,3,0
103508007,6,99,0,12,38,14,0,4
103508009,119,195,5,31,105,44,0,3
103508010,0,41,0,4,66,35,0,0
103508011,7,165,0,70,111,20,0,0
103508012,1,9,1,2,27,40,0,0
103508013,6,118,1,78,83,47,0,0
103508014,49,84,2,24,51,12,0,13
103508016,0,4,0,0,12,19,0,0
103508017,2,39,1,5,37,56,4,0
103508018,0,15,0,1,55,15,0,0
103508019,5,33,1,2,24,29,0,0
103508020,133,115,1,25,45,134,2,0
103508021,14,72,7,26,50,48,0,1
103508022,88,92,0,10,54,28,0,1
103508023,0,13,1,3,77,42,0,0
103508024,9,34,2,9,23,59,0,0
103508025,7,168,6,64,53,5,0,0
103508026,0,3,0,3,34,47,0,0
103508027,3,62,1,6,12,66,2,0
103508028,1,88,0,60,77,86,1,0
103508029,49,128,5,39,56,53,0,0
103509001,29,3,33,104,334,5,4,2
103509002,5,21,0,55,44,7,0,0
103509003,2,4,2,44,118,14,0,0
103509004,0,3,2,35,175,21,0,21
103509005,10,46,27,131,277,24,0,1
103509006,2,1,2,116,50,0,0,0
103509008,25,21,49,266,202,61,30,21
103509009,3,2,16,80,175,1,0,0
103509010,5,2,26,204,108,6,0,0
103509012,11,11,12,78,576,10,0,1
103509013,47,48,34,123,700,22,0,5
103509014,5,30,11,44,273,28,0,0
103509015,515,204,79,462,797,12,0,27
103509016,5,3,6,38,210,18,0,1
103509017,4,10,9,58,203,5,0,3
103509018,1,1,8,24,105,56,0,0
103509019,6,7,28,162,377,3,1,0
103509020,3,4,44,221,120,1,0,1
103509021,23,9,18,189,591,49,0,5
103509022,15,40,8,86,247,7,2,0
103509023,3,4,8,93,136,2,0,0
103509024,7,4,3,47,161,33,0,2
103509025,10,14,14,67,103,7,0,0
103509026,3,1,7,56,81,5,0,0
103509027,13,3,67,315,445,7,0,0
103509028,14,5,15,174,266,9,2,1
103509029,1,7,11,30,260,12,0,0
103510001,5,28,1,56,83,40,0,2
103510002,14,12,16,65,42,1,0,0
103510003,154,56,4,49,16,27,0,2
103510004,33,58,0,3,19,29,0,0
103510005,487,353,4,220,65,36,0,7
103510006,11,148,0,37,5,8,0,0
103510007,4,23,0,27,222,162,0,0
103510008,83,58,38,350,77,15,3,0
103511001,0,0,0,2,1,89,3,0
103511002,5,99,1,58,12,12,0,0
103511003,14,36,6,8,3,45,0,0
103511004,1,1,1,2,16,86,0,0
103511005,10,28,0,1,6,1,0,0
103511006,1,1,0,1,1,75,1,0
103511007,3,6,0,9,93,59,0,0
103511008,1,1,0,30,11,70,13,0
103511009,4,80,3,32,4,44,0,1
103511010,0,0,2,9,3,69,14,1
103511011,11,69,0,0,1,22,0,0
103511012,19,66,0,1,14,4,1,0
103511013,0,0,0,2,13,78,20,0
103511014,0,3,0,1,2,65,10,0
103511015,1,1,0,2,27,53,0,0
103511016,145,137,0,2,15,5,1,0
103511017,1,3,0,1,58,6,0,0
103511018,9,23,12,22,18,11,0,0
103511019,6,10,1,0,11,13,0,0
103511020,0,0,1,1,0,109,0,0
103511021,3,53,6,15,79,26,0,0
103511022,0,40,0,34,2,20,0,0
103511023,0,0,0,29,36,10,0,0
103511024,1,13,0,4,3,25,0,0
103512001,344,293,39,222,68,16,2,40
103512002,0,55,0,1,21,24,0,0
103512003,164,73,3,25,39,9,0,28
103512004,7,36,1,6,29,55,0,0
103512005,227,180,8,41,25,4,0,7
103512006,147,117,6,50,53,75,0,18
103512007,1,2,0,0,82,32,2,0
103512008,4,8,2,7,27,57,2,0
103512009,14,67,1,7,48,31,0,0
103512010,242,249,5,17,72,52,0,16
103512011,50,71,1,3,18,63,1,4
103512012,115,87,43,198,43,16,0,1
103512013,15,114,3,10,9,12,1,1
103513001,1,17,0,27,5,91,3,4
103513002,2,8,0,1,1,138,8,0
103513003,4,28,0,128,5,79,3,3
103513004,8,37,10,2,42,275,10,10
103513005,9,70,2,120,25,42,13,5
103513013,9,65,0,15,7,55,2,0
103513015,3,21,0,1,81,15,1,1
103513016,9,37,2,66,18,141,1,12
103513018,21,77,2,30,13,227,0,4
103513019,25,19,0,1,0,101,0,1
103513020,0,23,3,15,2,21,0,7
103513021,0,10,0,1,11,198,2,7
103514001,11,7,1,2,6,103,2,0
103514002,0,1,0,0,4,100,0,0
103514003,3,10,0,10,2,39,0,0
103514005,2,107,0,16,5,27,0,0
103514008,0,13,0,0,1,76,0,0
103514011,1,3,0,8,43,61,2,0
103514012,1,15,1,1,22,35,0,0
103514013,1,10,0,0,1,175,5,1
103514014,2,29,0,0,7,44,0,0
103514015,1,16,0,1,3,87,1,0
103514016,1,38,0,3,3,70,0,0
103514019,2,30,1,64,67,29,0,0
103514020,3,2,0,61,29,255,2,0
103514021,13,68,0,2,1,36,1,0
103514022,23,108,0,37,7,24,0,1
103514023,0,16,3,6,15,84,1,4
103514024,0,21,0,0,0,21,0,0
103514025,1,3,0,0,2,122,0,0
103514026,5,43,2,61,16,110,3,0
103514027,0,13,0,1,21,53,3,0
103514028,0,6,0,17,41,56,0,0
103514029,0,0,0,2,16,51,0,0
103514031,0,24,0,0,25,57,0,0
103514032,23,66,1,48,4,43,0,0
103514033,0,2,0,0,0,51,0,0
103514034,0,0,0,2,46,5,0,0
103515001,0,1,0,0,2,137,0,0
103515003,0,0,0,33,1,58,1,0
103515004,1,0,0,42,1,78,0,0
103515005,1,2,0,0,0,97,2,0
103515006,0,0,0,0,0,96,0,0
103515008,1,2,0,0,0,114,0,0
103515010,0,2,0,0,0,59,0,0
103515011,0,0,0,0,0,88,0,0
103515012,0,2,0,0,0,78,0,0
103515013,0,1,0,2,28,75,0,0
103515014,0,3,0,0,0,119,0,0
103515015,0,0,0,0,0,34,0,0
103515016,2,22,0,21,2,78,0,0
103515017,1,121,1,25,0,4,0,0
103515018,4,24,0,1,0,32,3,0
103515019,7,115,0,2,0,36,6,0
103515020,0,0,0,0,1,84,0,0
103515021,0,0,0,0,2,86,4,0
103515022,0,2,0,1,4,138,0,0
103515023,1,1,0,0,5,110,9,0
103515024,0,2,0,50,2,52,0,0
103515025,0,1,0,0,0,95,0,0
103515026,1,2,0,9,84,3,0,0
103515027,0,7,0,1,1,88,0,0
103516001,20,30,4,7,38,54,6,0
103516003,24,117,2,58,2,75,1,2
103516004,54,121,6,44,27,33,2,0
103516005,5,15,2,8,69,16,0,0
103516006,18,132,1,11,2,110,4,0
103516008,22,29,2,5,37,52,0,0
103516009,2,37,0,2,61,58,10,0
103516010,4,125,1,14,5,21,1,0
103516011,54,61,4,30,6,137,10,0
103516012,140,124,2,67,0,9,6,0
103516013,4,42,0,8,54,47,2,0
103516015,1,14,0,7,93,28,1,0
103516016,10,116,7,7,1,16,0,0
103516017,8,40,2,1,80,16,0,0
103516018,11,95,0,14,4,5,2,0
103516019,15,38,1,5,5,109,6,0
103516021,14,51,3,32,10,31,0,1
103516022,0,0,0,1,5,108,0,0
103516023,0,2,0,0,54,76,0,0
103516024,0,100,3,44,2,13,2,0
103517001,12,12,1,1,3,90,1,0
103517002,0,0,0,4,7,42,3,0
103517003,0,0,0,0,109,34,64,1
103517004,0,8,0,0,4,96,19,5
103517005,1,52,0,28,4,88,2,0
103517007,2,5,0,0,4,133,2,2
103517008,0,0,0,0,1,110,0,1
103517009,0,0,0,0,0,46,9,0
103517010,37,68,1,22,0,6,0,0
103517012,1,1,0,0,1,59,0,1
103517013,0,0,0,0,3,67,17,0
103517014,1,1,0,1,1,60,0,0
103517015,0,4,0,0,11,158,18,0
103517016,0,1,0,0,81,85,11,4
103517017,0,2,0,0,3,129,25,4
103517018,0,7,0,0,11,53,6,2
103517019,0,2,0,1,2,83,0,0
103517020,1,0,0,0,0,96,37,0
103517021,4,122,0,0,2,46,4,0
103517022,1,1,0,0,0,122,1,0
103517023,2,10,2,1,27,109,0,0
103517024,2,81,1,35,4,79,3,0
103517025,0,4,0,0,40,125,18,0
103517026,1,1,0,0,2,88,1,0
103517027,0,2,0,1,22,74,20,1
103517028,1,16,0,0,3,99,3,1
103518001,1,3,0,1,47,15,0,0
103518002,5,19,0,0,44,24,0,0
103518003,0,40,0,24,61,156,0,0
103518004,2,0,0,0,16,113,1,0
103518005,5,120,1,0,17,42,2,6
103518006,12,12,12,100,117,40,0,0
103518007,2,0,0,10,147,5,0,0
103518008,0,0,0,1,41,73,0,0
103518009,15,77,0,0,6,0,1,7
103518010,0,3,0,0,122,3,0,0
103518011,1,0,0,1,79,7,0,0
103518012,0,1,0,0,65,1,0,0
103518013,1,1,0,1,10,101,0,0
103518014,0,3,1,57,84,11,0,1
103518015,3,10,0,1,58,48,0,0
103518016,0,0,0,12,24,65,0,0
103518017,8,75,17,66,9,7,0,0
103518018,0,2,0,1,74,4,0,0
103518019,3,1,1,4,33,209,0,0
103518020,1,2,1,2,51,16,2,0
103518021,0,1,0,1,2,116,2,0
103518022,27,62,41,134,417,24,0,0
103518023,1,1,0,0,48,11,0,0
103518024,1,2,4,89,23,3,0,0
103518025,14,1,4,4,268,80,0,0
103519001,0,46,0,43,29,59,1,0
103519002,54,60,49,263,293,81,0,0
103519004,7,144,9,6,30,80,0,0
103519005,0,3,0,0,31,85,2,0
103519006,1,0,1,12,47,12,0,0
103519007,2,0,0,21,64,58,0,0
103519008,1,3,0,0,4,256,1,0
103519009,7,78,13,9,60,88,2,0
103519010,1,1,0,25,49,8,0,0
103519011,1,0,3,8,59,6,0,0
103519012,0,5,11,67,46,16,1,0
103519013,0,0,24,15,77,5,0,0
103519014,0,38,0,20,8,43,0,0
103519016,4,7,14,101,46,15,0,0
103519017,11,12,11,100,212,94,0,6
103519018,9,17,0,47,3,105,0,0
103519019,13,48,5,30,104,11,0,0
103520001,0,2,0,0,1,167,1,0
103520002,8,37,0,0,44,43,1,0
103520003,8,74,0,33,27,252,0,0
103520004,7,58,11,117,82,161,0,0
103520005,0,2,0,19,21,143,3,0
103520006,1,0,0,0,26,131,0,0
103520007,21,76,0,9,9,36,0,0
103521001,1,42,4,32,3,1,0,0
103521003,0,0,0,0,0,82,0,0
103521004,3,21,1,10,14,2,0,0
103521005,12,152,0,27,1,3,0,1
103521006,0,3,0,0,2,113,2,3
103521007,0,2,0,0,17,183,2,0
103521008,1,1,0,3,1,121,4,0
103521009,0,0,0,1,0,87,1,0
103521010,3,0,0,1,3,151,0,1
103521011,1,2,0,0,4,112,0,0
103521013,0,1,0,0,3,106,17,0
103521014,0,0,0,0,2,149,0,1
103521016,0,2,0,0,5,110,4,0
103521017,33,191,3,65,43,34,6,2
103521018,3,17,2,25,1,0,0,0
103521019,1,24,0,14,0,5,4,0
103521021,0,4,0,0,1,111,5,2
103521024,19,8,0,1,14,77,2,0
103522001,23,74,2,3,11,6,0,5
103522002,0,2,0,1,0,59,0,0
103522003,229,241,2,25,39,32,1,94
103522004,97,111,13,50,66,85,0,4
103522005,105,128,10,18,6,9,1,57
103522006,93,98,0,28,4,3,0,75
103522007,108,259,4,9,17,4,1,33
103522008,0,6,0,3,163,256,2,2
103522010,12,49,2,9,62,91,0,0
103522011,22,12,0,8,83,105,1,1
103522012,0,50,0,0,26,87,2,35
103522014,218,179,4,24,123,107,4,96
103522015,8,4,0,1,43,91,1,1
103522016,98,40,15,104,56,11,0,9
103522017,14,27,27,170,80,207,0,27
103522018,14,137,1,0,20,32,0,0
103522019,1013,365,43,329,130,54,1,81
103522020,26,165,3,68,64,106,0,0
103522021,42,183,1,14,73,52,0,11
103522022,3,37,7,34,1,35,0,1
103522023,26,21,1,4,88,19,0,4
103522024,33,168,3,28,54,52,0,1
103522025,9,91,0,11,29,13,3,11
103522026,182,108,1,37,36,15,0,26
103523001,2,79,2,0,3,76,2,0
103523003,2,39,4,3,36,19,0,2
103523005,2,5,0,4,55,78,2,0
103523006,4,118,2,2,5,33,0,0
103523007,5,3,9,2,1,172,0,0
103523008,6,101,4,1,0,24,1,0
103523010,0,43,1,0,0,52,1,0
103523012,22,289,2,28,12,12,4,0
103523013,25,186,3,14,2,33,4,0
103523014,3,23,0,11,35,18,0,0
103523016,1,36,1,3,10,78,4,0
103523017,33,78,2,21,95,19,2,0
103523018,4,83,3,34,24,92,14,14
103523019,24,264,3,4,1,3,3,3
103523021,33,11,2,4,25,53,2,0
103523022,11,195,1,1,1,0,0,0
103523023,12,111,0,27,4,34,3,0
103523026,10,30,0,13,2,45,0,0
103523029,0,14,3,3,19,71,0,0
103523030,13,139,3,24,0,7,11,7
103523031,18,137,3,4,54,67,12,0
104201001,1,2,0,11,1,73,0,1
104201002,43,68,3,3,2,4,0,1
104201003,19,46,0,15,19,6,0,0
104201004,15,37,2,3,10,4,0,10
104201005,84,76,2,7,5,48,0,5
104201006,45,85,25,13,8,43,0,9
104201007,47,75,7,94,56,2,0,4
104201008,0,20,2,0,2,98,0,1
104201009,108,21,0,4,0,0,0,0
104201010,43,104,1,7,6,41,0,0
104201011,108,56,0,6,5,12,0,0
104201012,59,19,2,0,1,59,1,13
104201013,80,57,9,6,8,9,1,4
104201014,105,80,0,6,12,14,0,1
104201015,181,43,4,7,1,0,0,9
104201016,37,52,8,27,12,12,2,4
104201017,37,34,18,83,16,11,0,0
104201018,5,56,1,1,1,28,0,0
104201019,31,15,2,12,17,28,0,0
104201020,58,99,8,46,26,40,0,0
104201021,21,24,5,36,17,33,0,1
104201022,51,9,13,28,22,55,0,16
104201023,1,8,0,7,7,96,1,2
104201024,3,92,3,0,0,5,0,0
104201025,137,86,2,5,7,2,0,5
104201026,87,184,0,4,2,5,0,0
104201027,83,13,3,4,1,0,0,0
104201028,0,0,0,0,0,32,0,0
104201029,0,0,0,3,0,33,0,0
104201030,3,46,0,0,3,63,1,0
104201031,7,4,0,17,5,73,0,0
104201032,49,21,0,0,0,10,0,0
104201033,40,36,6,90,25,0,0,0
104201034,7,89,2,0,0,11,0,1
104201035,25,21,4,88,97,11,0,2
104201036,13,113,2,16,19,10,0,3
104201037,1,30,0,0,1,45,0,0
104201038,14,67,0,0,0,9,0,0
104202001,4,56,0,9,32,79,1,2
104202002,6,1,4,20,184,37,1,0
104202003,13,49,1,0,15,77,0,1
104202004,7,42,3,57,134,59,0,0
104202005,2,6,5,37,124,57,0,2
104202006,0,3,0,3,52,29,1,0
104202007,15,22,9,112,102,12,1,0
104202008,2,0,0,13,63,10,0,0
104202009,0,5,5,13,61,8,1,0
104202010,17,15,5,84,50,0,0,2
104202011,5,0,9,63,58,6,4,68
104202012,2,14,1,65,76,10,2,5
104202013,5,19,1,7,96,144,0,0
104202014,20,20,2,24,74,2,0,1
104202015,3,25,8,57,59,3,1,26
104203002,4,42,0,13,11,29,0,0
104203004,15,86,1,42,5,56,0,0
104203005,0,0,0,0,0,0,1,0
104203006,3,102,0,2,30,43,0,0
104203007,19,35,1,21,27,68,0,0
104203009,6,78,0,5,17,35,1,0
104203010,36,96,0,1,13,10,2,0
104203011,2,4,0,0,0,85,0,0
104203012,6,34,0,1,23,21,0,0
104203014,74,127,0,0,8,7,14,3
104203015,4,3,0,0,31,34,0,0
104203016,53,165,0,2,6,1,11,0
104203017,18,84,4,29,36,80,0,0
104203020,9,106,0,2,20,5,0,0
104203023,84,125,1,4,9,72,0,0
104203024,194,84,4,3,12,16,0,0
104203025,22,46,0,0,12,19,1,0
104203026,7,72,0,2,16,29,0,0
104203027,4,6,0,2,20,46,1,0
104203028,4,7,0,13,26,19,0,0
104203029,72,131,2,1,11,77,0,0
104203030,4,42,8,6,96,84,0,0
104203031,3,0,0,8,71,38,0,0
104203032,62,52,2,1,52,38,0,0
104203033,146,78,1,23,0,23,1,2
104204001,9,93,0,0,8,19,2,4
104204002,100,59,2,3,14,63,0,48
104204003,95,63,0,8,58,29,1,21
104204004,4,31,0,9,41,141,1,7
104204005,3,7,0,4,22,107,0,2
104204006,19,100,4,6,107,3,0,2
104204007,10,17,0,6,3,39,0,2
104204008,48,80,2,6,94,3,0,9
104204009,29,23,0,3,0,38,1,24
104204010,4,29,0,1,36,53,0,2
104204011,161,49,6,9,38,2,2,13
