psgc_brgy,single_house,duplex,apartment_or_condominiums_or_townhouses,commercial_or_industrial_or_agricultural_building_or_house,other_housing_cave_or_boat_or_under_a_bridge_etc.
45810009,308,107,4,0,2
45810010,243,57,9,0,0
45811001,334,426,31,5,29
45811002,405,54,48,4,29
45811003,195,242,97,0,7
45811004,210,134,12,0,8
45811005,400,348,69,1,28
45811006,200,339,10,2,18
45811007,416,858,65,2,1
45811008,1067,434,59,5,8
45811010,443,279,65,1,12
45811011,94,151,30,0,16
45811012,280,378,65,4,7
45811013,198,91,6,1,21
45811014,215,17,1,0,4
45811015,412,106,40,1,4
45811016,1200,253,22,7,4
45812001,87,0,0,1,0
45812002,167,19,0,0,2
45812003,833,85,2,2,3
45812004,804,180,44,2,2
45812005,985,154,21,1,0
45812006,358,50,1,1,0
45812007,70,46,2,0,0
45812008,175,1,0,0,0
45812009,99,12,3,0,0
45812011,640,71,7,5,32
45812012,900,36,4,2,2
45812013,174,0,0,0,3
45812014,682,41,39,0,3
45812015,440,14,0,3,3
45812016,143,8,0,0,4
45812017,36,40,1,0,0
45812018,700,237,5,5,5
45812019,95,0,1,0,0
45812020,264,58,1,0,3
45813001,1670,598,56,8,13
45813002,821,202,11,0,1
45813003,956,503,40,9,16
45813004,2910,962,351,9,16
45813005,3012,636,46,8,15
45814001,487,80,1,1,10
45814003,1076,197,17,2,0
45814004,500,25,3,8,1
45814005,543,26,12,2,1
45814006,112,1,2,1,0
45814007,197,97,42,2,0
45814008,119,5,3,0,0
45814009,223,55,0,0,0
45814010,70,5,6,2,1
30801001,85,0,0,1,0
30801002,194,10,1,0,0
30801003,159,15,2,0,1
30801004,150,40,2,0,0
30801006,75,19,0,0,0
30801007,284,44,1,0,0
30801008,97,45,21,1,1
30801010,154,20,1,1,0
30801011,183,48,4,0,2
30802001,156,14,0,0,0
30802002,376,10,0,1,0
30802003,130,2,0,0,0
30802004,148,6,0,0,0
30802006,162,9,0,0,0
30802007,228,5,0,1,0
30802008,436,33,7,4,0
30802009,153,2,0,1,0
30802010,148,0,1,0,0
30802012,156,3,0,0,0
30802013,76,2,0,0,0
30802014,335,14,0,2,0
30802015,107,9,0,1,0
30802016,162,6,0,0,0
30803001,57,12,0,4,0
30803003,170,3,0,1,0
30803004,277,16,17,1,0
30803005,245,20,3,6,7
30803006,96,0,5,0,0
30803008,165,16,0,1,0
30803009,46,0,2,0,0
30803010,114,1,3,0,0
30803011,52,23,5,0,0
30803012,64,0,0,0,0
30803013,7,0,2,0,0
30803014,209,16,1,0,0
30803015,64,22,7,0,1
30803016,58,3,3,0,0
30803017,88,24,1,1,1
30803018,89,3,1,1,10
30803019,60,16,2,0,1
30803020,91,0,0,0,0
30803021,122,22,5,0,1
30803022,115,13,0,0,0
30803023,296,9,3,0,0
30803024,225,15,5,1,0
30803025,36,0,2,0,0
30803026,38,0,2,0,1
30803027,20,0,0,0,0
30804002,260,26,9,2,0
30804003,0,8,0,0,0
30804006,1,0,0,0,0
30804007,96,9,0,0,0
30804008,170,21,1,0,1
30804009,117,5,0,0,0
30804010,1,0,0,0,0
30804011,13,1,0,0,0
30804012,5,0,0,0,0
30804013,56,15,0,0,1
30804014,204,89,0,3,0
30804015,86,19,0,1,0
30804016,164,58,0,1,0
30804018,8,1,0,0,0
30804019,67,29,1,1,1
30804020,137,27,0,2,0
30804021,241,17,0,0,0
30804022,158,12,0,0,0
30804023,4,0,0,0,0
30804024,103,16,0,1,1
30804025,287,8,0,0,0
30804026,162,17,0,0,0
30804027,444,13,1,2,0
30804029,1,0,0,0,0
30804030,448,39,1,0,0
30804031,1,0,0,0,0
30804032,267,51,0,0,0
30804033,102,5,0,0,0
30804034,21,3,0,0,0
30804035,148,13,0,2,0
30804036,143,21,0,1,0
30804037,166,5,0,2,0
30804038,206,40,0,0,0
30804039,122,4,0,0,0
30804040,191,31,0,1,0
30804041,49,4,2,0,0
30804042,198,16,0,0,1
30804043,4,3,0,0,0
30804044,2,1,0,0,0
30804045,85,0,0,1,0
30804046,137,3,0,0,1
30804047,90,0,0,0,0
30804048,182,24,0,2,1
30804049,69,6,0,0,0
30804050,277,45,3,0,0
30805001,55,3,0,0,0
30805002,337,14,0,1,1
30805003,235,0,0,0,1
30805004,308,10,0,1,1
30805005,101,5,0,0,0
30805006,28,6,0,0,0
30805007,179,8,0,0,0
30805008,506,16,0,2,0
30805009,61,2,0,0,0
30805010,231,2,0,0,0
30805011,117,1,0,1,0
30805012,161,1,0,2,0
30805013,389,28,0,5,0
30805014,420,16,2,0,0
30805015,99,1,0,1,1
30805016,157,10,0,1,0
30805017,116,3,0,3,0
30805019,141,14,1,1,0
30805020,57,1,0,0,0
30805021,168,0,0,0,0
30805023,144,11,0,1,2
30805025,95,1,0,1,0
30806001,533,84,14,1,0
30806002,142,16,1,0,0
30806003,451,75,2,0,0
30806004,828,161,1,1,0
30806006,197,18,0,0,0
30806007,28,6,0,0,0
30806008,275,17,0,1,0
30806009,241,85,4,0,0
30806012,45,4,0,0,0
30806013,418,49,3,1,1
30806014,524,73,9,0,0
30806015,796,118,8,1,2
30807001,358,13,0,2,0
30807002,136,0,0,0,0
30807003,188,5,0,0,0
30807004,132,0,0,0,0
30807005,160,4,0,0,0
30807006,131,5,2,0,0
30807008,177,20,1,1,0
30807009,22,2,0,0,0
30807010,181,31,15,0,0
30807011,239,27,3,1,0
30807013,286,4,7,1,0
30807014,242,5,0,0,1
30807015,299,24,7,0,0
30807016,315,30,0,0,0
30807017,101,8,3,1,0
30807018,79,0,9,0,0
30807019,331,10,0,1,0
30807020,178,11,0,0,1
30808001,425,42,2,1,0
30808002,304,35,2,4,0
30808003,457,48,1,3,0
30808004,338,45,4,1,0
30808005,517,51,0,1,0
30809001,49,24,0,1,0
30809002,29,26,0,0,0
30809003,210,102,1,0,0
30809004,49,55,0,0,0
30809005,9,11,0,0,0
30809006,13,2,0,0,0
30809007,65,6,0,0,0
30809008,64,34,2,0,0
30809009,22,4,0,0,0
30809010,56,41,0,0,0
30809011,205,5,0,0,0
30809012,130,35,3,2,0
30809013,102,29,0,1,0
30809014,413,143,3,2,0
30809015,37,42,1,1,0
30809016,6,5,0,0,0
30809017,75,7,0,0,0
30809018,2,3,0,0,0
30809019,49,2,0,1,0
30809020,61,11,0,0,0
30809021,226,62,0,2,0
30809022,50,27,0,2,0
30809023,119,34,0,0,1
30809024,26,30,0,0,1
30809025,11,4,3,1,0
30809026,174,43,0,1,0
30809027,25,8,0,0,0
30809028,31,7,1,0,0
30809029,63,15,0,0,0
30810001,35,0,0,0,0
30810002,44,0,0,0,0
30810003,35,9,0,1,0
30810004,68,0,0,0,0
30810007,23,0,0,0,0
30810008,283,46,6,1,0
30810009,20,1,0,0,0
30810010,19,0,0,0,0
30810011,37,0,0,1,0
30810012,56,1,1,0,0
30810013,486,52,5,2,0
30810014,330,30,0,2,0
30810016,514,34,5,1,1
30810017,109,1,0,0,0
30810018,50,1,1,0,0
30810020,171,21,1,1,0
30810021,270,55,1,0,0
30810022,58,8,4,0,0
30810024,117,20,4,0,0
30810027,44,0,0,0,0
30810028,27,7,6,0,0
30810029,77,0,3,0,0
30810030,106,17,0,0,0
30811001,244,25,2,0,0
30811003,25,2,0,0,0
30811005,98,18,0,0,0
30811006,107,44,0,0,0
30811007,13,0,0,0,0
30811009,22,0,0,0,0
30811011,113,33,0,0,0
30811012,143,14,0,0,0
30811013,129,23,0,0,0
30811014,186,3,0,0,0
30811016,186,12,0,1,0
30811019,185,45,5,1,0
30811020,92,0,0,0,0
30811021,53,13,0,0,0
30811022,30,3,5,0,0
30811023,198,107,3,0,0
30811025,107,39,0,0,0
30811026,50,9,0,0,0
30811027,100,20,0,0,0
30812001,98,29,2,0,0
30812002,78,22,5,1,0
30812003,256,41,7,4,0
30812004,183,11,0,0,0
30812005,98,4,2,0,0
30812006,158,3,0,1,0
30812008,206,38,2,0,0
30812009,39,11,0,0,0
30812010,40,8,1,0,0
30812011,195,61,0,3,2
30812012,116,50,3,0,0
30812013,407,11,2,2,0
30812014,43,12,2,0,0
30812015,16,10,0,0,0
31401001,118,14,0,0,0
31401002,77,20,0,1,0
31401003,350,68,2,1,1
31401005,121,25,9,1,0
31401006,184,59,3,1,0
31401007,133,19,0,0,0
31401008,151,69,11,0,0
31401009,197,51,3,0,0
31401010,122,9,0,1,0
31401013,233,34,0,0,0
31401014,207,144,10,1,0
31401015,166,42,5,1,0
31401016,94,46,1,0,0
31401017,187,97,14,2,3
31401018,215,83,10,2,1
31401019,162,55,3,0,0
31402002,132,121,23,1,0
31402003,142,100,15,8,0
31402004,58,23,1,1,0
31402005,116,93,34,4,1
31402007,340,192,27,5,1
31402008,83,32,24,0,0
31402009,218,184,25,16,1
31402010,164,805,4,4,1
31402011,220,118,33,6,4
31403001,170,7,1,0,40
31403002,355,9,0,1,0
31403003,15,0,0,0,0
31403004,32,0,0,0,0
31403005,148,8,6,1,0
31403007,283,50,0,2,0
31403008,38,0,0,0,0
31403010,75,2,0,0,0
31403011,65,18,0,1,0
31403012,16,0,0,0,0
31403013,199,34,0,5,0
31403014,866,101,20,3,0
31403016,284,55,14,1,0
31403017,284,41,10,1,2
31403018,130,17,4,0,0
31403019,135,18,7,1,0
31403020,324,18,6,0,0
31403021,199,4,0,0,0
31403022,42,6,0,0,0
31403023,34,2,0,0,0
31403024,82,6,3,0,1
31403025,67,0,0,0,0
31403026,110,7,5,1,0
31403027,299,75,10,2,0
31403028,73,1,0,1,0
31403030,49,8,9,1,0
31404001,299,53,49,2,7
31404002,125,4,16,0,3
31404003,140,14,16,0,0
31404004,737,13,25,0,0
31404005,165,34,34,0,0
31404006,47,1,7,0,0
31404007,11,0,1,0,0
31404008,271,28,41,2,0
31404009,239,23,31,1,0
31404010,296,45,8,1,0
31404011,106,0,3,0,0
31404012,53,8,0,0,0
31404013,526,61,75,3,0
31404014,46,0,1,0,0
31404015,86,1,5,0,0
31404016,264,16,10,0,0
31404017,65,0,0,0,1
31404018,36,0,1,0,0
31404019,166,4,16,0,0
31405001,210,13,15,4,5
31405002,155,3,0,1,2
31405003,906,34,69,5,0
31405004,478,48,76,1,7
31405005,144,2,11,2,0
31405006,299,12,19,0,0
31405007,203,4,18,3,0
31405009,164,1,10,11,0
31405010,123,12,1,0,3
31405012,386,18,21,0,1
31405013,421,19,21,0,2
31405014,100,4,9,0,0
31405015,741,18,41,8,2
31405016,243,17,22,2,0
31406001,136,4,2,0,0
31406002,187,37,1,0,0
31406003,136,0,0,2,3
31406004,144,1,7,0,0
31406005,145,2,0,1,0
31406006,279,1,2,0,0
31406007,255,9,1,1,0
31406008,160,6,8,1,1
31406009,178,0,2,0,0
31406010,866,21,18,3,0
31406011,312,3,0,0,0
31406012,65,0,2,0,0
31406013,210,2,3,0,0
31406014,227,13,15,3,0
31407001,61,55,3,0,0
31407002,325,68,2,2,0
31407004,106,41,0,1,0
31407005,41,15,1,0,0
31407006,40,12,0,0,0
31407007,62,62,1,0,0
31407008,75,14,0,1,0
31407009,45,6,0,1,0
31407010,111,28,0,0,0
31407011,239,105,1,3,0
31407012,47,14,0,0,0
31407013,140,31,1,0,0
31407014,642,57,0,0,1
31407015,73,29,0,0,0
31407016,175,37,0,0,0
31407017,70,12,0,0,0
31407018,52,12,1,0,4
31407019,28,12,0,0,0
31407020,8,2,0,0,0
31407021,83,5,0,0,1
31407022,151,85,2,0,0
31407023,77,25,0,0,0
31407024,19,4,0,0,0
31407025,225,52,0,0,1
31407026,48,12,1,0,0
31407027,34,9,2,0,0
31407028,129,23,0,1,0
31407029,79,21,0,0,0
31407030,70,14,0,0,0
31408001,54,1,1,0,1
31408002,80,6,0,1,2
31408003,222,78,45,0,0
31408004,1116,39,12,6,1
31408005,21,8,8,0,0
31408006,200,27,18,0,2
31408007,117,8,2,0,1
31408008,1,0,0,0,0
31408009,141,13,4,0,0
31408010,226,8,14,1,0
31408011,48,5,0,0,1
31408012,150,12,10,4,3
31408013,266,12,6,2,0
31408015,140,41,18,2,2
31409001,76,19,1,0,0
31409002,49,3,0,0,0
31409003,31,1,0,0,0
31409004,614,164,19,4,3
31409005,40,7,0,0,0
31409006,87,17,0,0,0
31409007,240,93,2,0,2
31409008,342,113,4,0,1
31409009,184,56,1,0,1
31409011,134,62,0,0,1
31409012,98,27,0,0,0
31409013,223,56,0,0,1
31409014,138,13,0,0,1
31409015,128,23,1,0,0
31409016,282,93,1,1,5
31409017,56,11,0,0,0
31409018,420,85,4,0,4
31409019,247,82,1,1,0
31409020,209,101,11,0,2
31409021,271,72,3,1,2
31409022,206,83,1,0,0
31409023,170,60,0,1,0
31409024,315,73,5,1,0
31409025,119,11,2,0,0
31409026,95,26,0,0,0
31409027,49,8,0,0,0
31410001,199,4,0,1,1
31410002,55,0,0,0,1
31410003,81,18,0,0,0
31410004,370,53,2,0,1
31410005,76,7,1,0,0
31410006,44,4,0,0,0
31410007,109,1,0,1,2
31410008,1279,102,0,3,0
31410010,236,14,5,0,0
31410012,127,13,0,0,0
31410013,43,4,0,0,0
31410014,210,10,4,0,0
31410015,2,5,2,0,0
31410016,123,26,2,1,1
31410017,139,1,5,0,0
31410018,65,3,0,1,0
31410019,34,0,0,0,0
31410020,59,6,1,0,0
31410021,146,2,1,0,0
31410022,11,0,0,0,0
31410023,86,0,0,0,0
31410025,137,2,2,0,0
31410026,345,22,9,1,1
31410027,168,4,3,0,0
31410028,180,18,4,1,1
31410029,183,5,2,0,1
31410031,93,7,0,0,1
31410032,102,1,0,0,0
31410033,109,5,0,0,0
31410034,634,14,6,0,1
31410035,143,10,0,0,0
31410036,71,6,2,0,0
31410037,263,25,1,1,0
31410038,285,20,2,0,0
31410039,67,3,0,1,0
31410041,82,24,0,0,0
31410042,49,7,2,0,0
31410043,80,14,0,0,0
31410044,90,9,0,0,0
31410045,47,16,0,0,0
31410046,15,5,0,0,0
31410047,280,12,18,0,0
31410048,88,44,3,0,2
31410049,32,7,0,0,0
31410050,397,45,8,1,0
31410051,209,13,2,0,0
31410052,27,6,0,0,0
31410053,137,4,4,0,0
31410054,160,19,2,0,0
31410055,337,36,12,0,0
31410056,45,0,8,0,0
31411001,133,12,4,0,0
31411002,176,29,22,0,0
31411003,54,5,2,0,0
31411004,1365,147,51,4,3
31411005,52,55,0,0,0
31411006,511,173,86,5,13
31411007,5,6,1,0,0
31411008,38,3,8,1,0
31411009,30,1,2,0,0
31411010,44,12,16,0,0
31411011,33,4,6,0,1
31411012,42,44,1,0,1
31411013,338,59,13,1,2
31411014,183,53,28,2,2
31411015,106,11,4,0,1
31411016,117,31,59,0,10
31412001,124,6,69,5,0
31412002,160,18,63,0,0
31412003,720,33,158,2,0
31412004,222,3,0,0,1
31412005,548,85,35,1,2
31412006,90,13,39,2,0
31412007,249,9,60,0,0
31412008,35,5,2,1,0
31412009,157,30,28,1,0
31412010,85,4,22,10,1
31412011,145,19,21,1,0
31412012,183,7,7,15,0
31412013,123,1,0,0,0
31412014,221,2,19,2,0
31412015,765,4,40,5,2
31412016,141,2,12,17,0
31412017,311,19,29,6,1
31412018,223,1,72,3,0
31412019,110,3,25,0,0
31412020,10,1,1,1,5
31412021,396,3,36,8,1
31412022,163,1,5,0,0
31412023,58,3,6,1,0
31412024,149,27,1,0,0
31412025,84,18,7,0,0
31412026,230,1,36,18,0
31413003,170,4,0,0,0
31413004,75,2,0,0,0
31413006,702,145,8,5,1
31413007,306,394,2,8,0
31413015,883,154,15,4,1
31413016,564,104,25,0,0
31413020,155,51,7,0,0
31413021,175,4,0,1,0
31413022,540,224,95,1,0
31413024,1143,69,14,5,6
31413031,1337,161,8,3,1
31413032,238,15,5,2,1
31413033,1418,100,5,4,5
31414001,171,1,8,0,0
31414002,37,14,0,0,1
31414003,58,3,1,0,0
31414004,255,12,1,1,2
31414005,183,0,0,0,0
31414006,187,3,1,0,1
31414007,100,20,0,0,0
31414008,236,15,6,0,1
31414009,181,61,1,0,3
31414010,243,11,2,1,0
31414011,38,2,0,0,0
31415001,61,11,5,0,0
31415002,200,47,9,1,0
31415003,111,25,29,0,0
31415004,103,34,160,1,0
31415005,177,60,29,0,0
31415006,66,15,3,1,1
31415007,115,18,0,1,0
31415008,96,25,22,2,0
31415009,68,36,6,0,3
31415010,204,62,14,0,0
31415011,66,16,3,1,4
31415012,146,20,7,0,0
31415013,87,72,24,0,2
31415014,254,31,22,2,2
31415015,105,78,60,1,1
31415016,251,64,79,1,7
31415017,78,9,0,0,0
31415018,43,10,15,1,1
31415019,53,9,10,2,5
31415020,199,46,17,0,0
31415021,24,5,0,0,0
31415022,108,42,28,0,0
31416001,197,28,1,1,0
31416002,259,45,3,2,0
31416003,82,15,2,0,0
31416004,204,42,0,0,0
31416006,319,29,0,2,0
31416007,107,30,0,0,4
31416009,157,69,0,0,3
31416010,653,32,8,10,0
31416011,243,97,5,3,2
31416012,298,141,1,1,0
31416013,133,53,8,0,0
31416014,121,88,2,1,1
31416015,164,85,5,1,0
31416016,386,88,10,4,2
31417001,25,0,3,0,0
31417002,167,5,7,1,0
31417003,300,22,38,1,13
31417004,405,24,48,3,0
31417005,153,6,4,0,0
31417006,180,8,10,0,1
31417007,171,14,4,1,1
31417008,66,3,5,0,0
31417010,104,3,15,0,1
31417011,60,1,0,0,0
31417012,200,18,6,1,0
31417014,228,15,14,1,0
31417015,97,14,6,1,0
31417016,105,9,3,1,0
31417017,178,4,0,1,0
31417018,102,3,12,0,0
31417019,416,20,12,4,0
31417020,165,10,6,0,0
31417021,167,12,7,0,1
31418001,99,41,0,0,1
31418002,234,21,2,0,1
31418003,101,31,11,3,0
31418005,317,96,16,4,2
31418006,125,37,7,2,1
31418007,193,66,5,2,1
31418008,345,117,1,3,0
31418009,313,70,1,2,1
31418010,107,80,10,1,0
31418011,131,33,10,0,0
31418018,191,119,22,2,0
31418020,83,10,0,2,0
31418022,420,121,21,0,4
31418025,97,20,1,1,1
31418026,305,119,14,1,1
31418033,113,59,13,1,0
31418034,218,40,4,0,0
31418035,229,107,7,5,0
31418037,76,44,0,0,0
31419001,329,45,8,1,0
31419002,210,3,0,2,1
31419003,181,33,0,1,0
31419006,100,13,0,0,0
31419007,191,20,0,0,1
31419008,245,12,0,3,0
31419009,114,12,0,0,0
31419010,108,6,0,1,0
31419011,179,14,0,1,0
31419012,94,25,1,1,0
31419013,129,38,1,0,0
31419014,148,7,0,0,0
31419015,249,41,0,0,0
31419016,115,33,0,1,0
31419017,147,55,2,0,0
31419018,241,39,0,0,0
31419019,89,16,0,0,0
31419020,274,75,4,0,0
31419021,118,40,2,0,0
31419022,91,18,0,1,0
31419023,378,79,3,0,0
31419024,64,8,0,0,0
31419025,229,73,8,1,0
31419026,44,35,8,0,1
31419027,123,26,0,0,0
31419028,108,59,16,0,0
31419029,111,16,0,21,0
31419030,177,21,0,0,0
31419031,86,8,0,0,0
31419032,259,39,0,1,1
31419033,71,33,0,1,0
31419034,110,16,0,0,0
31419035,96,4,0,0,0
31419036,106,10,0,0,0
31419037,173,12,0,1,0
31419038,127,25,51,1,0
31420001,524,14,2,1,1
31420002,252,43,7,1,8
31420003,432,43,6,2,8
31420004,1622,31,12,6,4
31420005,213,18,0,0,0
31420006,1122,24,28,1,5
31420007,6270,98,29,24,41
31420008,141,12,0,0,0
31420009,2127,89,27,4,1
31420010,218,37,0,4,2
31420011,510,45,1,5,2
31420012,1348,2,18,2,2
31420013,603,15,6,2,1
31420014,282,48,6,1,0
31420015,139,23,5,1,0
31420016,963,105,6,8,2
31420017,730,10,25,2,1
31420018,247,23,2,0,0
31420019,200,36,2,0,0
31420020,188,0,0,0,0
31420021,349,8,0,1,0
31420022,47,0,0,2,0
31420023,124,7,3,0,0
31420024,46,9,0,0,0
31420025,136,12,9,2,0
31420026,193,0,8,0,0
31420027,227,5,0,0,0
31420028,110,0,4,1,0
31420029,233,5,2,1,0
31420030,112,0,0,0,0
31420031,1334,83,7,4,15
31420032,317,2,0,2,1
31420033,363,2,2,2,1
31420034,449,11,1,4,0
31420035,268,12,2,2,0
31420036,45,19,1,7,1
31420037,600,11,2,3,0
31420038,211,4,6,0,0
31420039,329,19,1,2,0
31420040,114,13,0,0,0
31420041,2740,15,90,1,4
31420042,349,12,0,5,0
31420043,40,7,0,0,0
31420044,366,11,0,4,0
31420045,197,21,3,0,0
31420046,297,9,1,1,1
31420047,127,1,0,0,0
31420048,155,1,1,0,0
31420049,386,15,7,0,0
31420050,239,5,7,0,0
31420051,220,7,6,0,0
31420052,294,8,10,1,0
31420053,184,8,1,0,0
31420054,205,36,1,0,0
31420055,144,28,0,0,0
31420056,51,1,0,0,0
31420057,122,0,3,0,0
31420058,255,6,3,1,1
31420059,99,1,1,0,0
31421001,229,13,0,0,0
31421002,276,9,0,3,0
31421003,223,26,4,1,0
31421004,182,39,0,2,1
31421006,195,10,0,0,0
31421007,130,9,0,1,0
31421008,146,22,0,1,1
31421009,216,40,0,1,0
31421011,216,6,0,1,0
31421012,130,6,0,1,0
31421013,156,14,1,1,1
31421014,332,37,3,2,2
31421015,105,14,0,1,0
31421016,330,12,0,0,0
31421019,120,8,0,0,0
31421020,473,93,6,1,1
31421021,127,14,0,0,0
31421023,176,7,0,2,0
31421024,109,10,0,0,0
31421025,198,8,0,1,0
31421027,171,8,0,1,0
31421028,297,3,0,1,1
31421030,165,21,0,0,1
31421031,208,2,0,1,0
31421032,87,2,2,0,0
31421033,119,13,0,0,1
31421035,291,13,0,4,1
31421036,357,26,0,9,0
31421037,158,27,4,1,1
31421038,106,7,2,2,0
31421039,161,31,0,0,0
31421040,196,16,2,1,0
31421041,273,6,2,3,0
31421043,187,24,1,3,1
31421044,137,67,5,1,0
31421045,426,38,29,2,0
31421046,121,41,3,3,0
31421047,439,40,0,1,1
31421048,300,5,0,1,0
31421049,147,10,6,0,1
31421050,127,35,0,1,0
31421051,169,3,1,1,0
31421052,725,58,5,3,1
31421054,239,20,0,1,0
31421055,194,20,4,6,0
31421056,98,11,0,0,0
31421057,132,10,2,0,0
31421058,239,2,0,1,1
31421059,274,28,2,2,0
31422001,92,1,3,0,0
31422002,52,2,0,0,0
31422003,628,56,2,1,0
31422004,123,0,0,1,1
31422005,54,14,4,0,0
31422006,49,1,1,0,0
31422007,135,9,0,0,0
31422008,107,2,0,0,0
31422009,141,14,20,0,0
31422010,235,7,2,0,0
31422011,76,21,1,0,0
31422012,62,6,0,0,0
31422013,165,21,10,0,0
31422014,197,28,15,0,0
31422015,112,12,2,2,0
31422016,32,7,0,0,0
31422017,90,1,0,0,0
31422018,314,31,0,1,1
31422019,63,0,0,0,0
31422020,102,1,0,0,0
31422021,129,2,1,0,0
31422022,146,2,0,0,0
31422023,117,36,0,0,0
31422024,101,14,0,1,0
31422025,132,7,0,0,1
31422026,208,4,0,0,0
31422027,226,2,0,1,1
31422028,113,2,0,1,0
31422030,209,13,13,0,0
31422031,174,15,2,0,0
31422032,154,57,7,0,0
31422033,229,24,0,0,0
31422034,193,18,2,1,1
31422035,158,5,0,0,0
31423001,451,16,57,4,9
31423002,480,91,53,2,0
31423003,110,7,11,2,0
31423004,381,53,129,1,2
31423005,397,11,36,2,1
31423006,622,38,131,0,1
31423007,313,9,62,2,1
31423008,392,951,16,2,0
31423009,395,50,195,2,3
31423010,123,15,39,2,1
31423011,371,41,53,0,0
31423013,177,14,73,0,0
31423014,119,11,36,0,0
31423015,444,20,73,1,1
31423016,492,87,59,6,4
31423017,1558,69,342,7,11
31423018,340,39,84,0,1
31423019,590,12,66,3,1
31423020,501,23,62,0,3
31423021,637,50,107,3,8
31423022,239,16,113,0,0
31423023,158,1,4,0,0
31423024,179,15,111,2,14
31423025,554,6,82,3,0
31424001,234,16,0,0,1
31424002,467,6,0,0,1
31424003,306,9,0,0,0
31424004,857,29,1,1,2
31424005,1313,6,1,1,1
31424006,503,33,0,0,0
31424007,274,2,1,0,0
31424008,492,18,3,1,0
34901003,202,11,0,0,0
34901004,565,66,1,4,2
34901005,486,92,1,1,3
34901010,270,10,1,0,0
34901015,281,29,2,0,0
34901016,191,18,0,1,0
34901018,231,24,0,0,0
34901020,150,17,1,2,1
34901021,221,43,1,1,0
34901022,114,31,0,0,0
34901023,120,8,0,0,0
34901024,56,4,0,1,0
34901027,299,24,2,1,0
34901028,108,13,1,0,0
34901029,222,6,0,0,0
34901030,196,17,0,0,2
34901031,150,18,1,0,0
34901032,477,51,1,2,0
34901033,172,27,0,0,0
34901034,127,4,0,0,1
34901035,190,8,0,0,0
34901036,236,6,0,0,0
34901038,206,10,1,0,1
34901039,481,67,0,2,0
34901040,99,9,1,1,0
34901042,334,34,0,0,0
34902001,512,29,0,1,0
34902002,224,7,0,0,1
34902003,144,1,0,0,0
34902004,308,2,0,2,0
34902005,32,14,2,1,0
34902006,185,4,0,1,0
34902007,247,12,0,2,0
34902008,378,44,0,0,0
34902009,289,96,0,0,0
34902010,230,5,0,1,0
34902011,207,11,0,0,0
34902012,271,12,0,1,0
34902013,329,17,1,0,0
34902014,177,19,0,0,0
34902015,132,9,0,0,0
34902016,331,5,0,0,0
34902017,255,45,1,1,4
34902018,391,8,0,1,0
34902020,258,82,0,2,0
34902021,167,24,0,1,0
34902022,280,50,0,3,0
34902023,460,59,0,1,0
34902024,191,32,0,0,0
34902025,66,20,0,2,0
34902026,68,17,0,0,0
34902027,294,10,0,0,0
34902028,217,38,3,2,0
34902029,633,80,3,0,0
34903002,127,34,11,0,1
34903003,2,0,0,0,0
34903005,112,7,0,0,1
34903006,144,23,4,1,1
34903007,131,46,0,6,0
34903008,136,30,0,0,0
34903009,187,35,0,0,0
34903010,59,20,23,0,0
34903011,305,104,70,3,1
34903012,160,48,0,0,1
34903013,221,92,8,3,0
34903015,20,6,5,1,0
34903016,169,105,0,0,0
34903017,127,90,13,0,1
34903018,218,34,0,0,1
34903019,131,22,0,0,0
34903020,224,36,1,0,0
34903022,270,79,14,0,2
34903024,112,11,2,0,0
34903026,148,15,2,0,0
34903027,165,29,0,1,0
34903028,214,75,0,1,0
34903029,398,141,0,0,4
34903030,185,4,0,0,1
34903031,94,45,5,1,0
34903032,5,8,16,2,0
34903033,233,99,11,1,0
34903035,65,25,7,0,0
34903036,41,20,15,1,0
34903037,210,36,1,0,0
34903038,199,100,2,2,0
34903039,84,36,24,2,0
34903040,200,27,2,0,1
34903041,70,3,0,0,0
34903042,161,13,0,0,0
34903043,191,7,0,0,1
34903044,194,78,8,2,1
34903046,76,45,31,1,0
34903047,52,20,15,0,0
34903048,208,12,1,0,1
34903049,93,53,36,1,0
34903050,83,32,18,0,0
34903051,100,4,1,0,1
34903052,216,16,5,0,0
34903053,32,7,1,0,0
34903054,36,23,2,1,0
34903055,230,20,1,1,0
34903056,125,101,22,0,0
34903057,199,53,7,2,0
34903058,146,22,0,0,0
34903059,256,41,0,3,1
34903060,315,27,4,1,0
34903061,79,2,0,1,0
34903063,303,36,5,1,0
34903065,32,19,3,0,0
34903066,54,20,12,0,1
34903067,152,41,8,1,0
34903068,149,27,6,0,0
34903071,145,112,36,2,1
34903072,192,53,33,0,0
34903073,350,140,2,0,0
34903074,9,4,14,0,0
34903075,44,64,30,0,1
34903076,8,2,3,0,1
34903077,87,41,28,1,0
34903078,255,34,9,0,0
34903079,350,85,1,1,0
34903082,293,139,0,0,0
34903083,292,72,25,2,1
34903084,37,4,11,0,0
34903085,65,21,23,0,0
34903087,22,10,3,0,0
34903089,155,19,0,3,0
34903090,153,103,0,0,1
34903091,201,165,0,1,1
34903092,26,20,0,0,0
34903094,113,59,16,1,0
34903095,150,51,6,1,0
34903097,31,6,7,0,0
34903098,2,1,6,0,0
34903099,22,8,15,0,0
34903100,201,20,3,0,0
34904001,114,26,1,0,0
34904002,122,9,0,2,1
34904003,382,33,1,0,0
