region,suc,discipline,passers_2010,passers_2011,passers_2012,passers_total,takers_2010,takers_2011,takers_2012,takers_total,percent_passing_2010,percent_passing_2011,percent_passing_2012,percent_passing_total
X (Northern Mindanao),Camiguin Polytechnic State College,Electronics Engineering,1,1,5,7,8,9,11,28,12.5,11.11,45.45,25
X (Northern Mindanao),Camiguin Polytechnic State College,LET-Elementary,8,15,49,72,41,58,74,173,19.51,25.86,66.22,41.62
X (Northern Mindanao),Camiguin Polytechnic State College,LET-Secondary,11,23,35,69,98,85,100,283,11.22,27.06,35,24.38
X (Northern Mindanao),Camiguin Polytechnic State College,Nursing,22,13,22,57,41,39,49,129,53.66,33.33,44.9,44.19
X (Northern Mindanao),Central Mindanao University,Accountancy,18,14,20,52,23,24,22,69,78.26,58.33,90.91,75.36
X (Northern Mindanao),Central Mindanao University,Agricultural Engineering,18,25,14,57,24,31,18,73,75,80.65,77.78,78.08
X (Northern Mindanao),Central Mindanao University,Agriculture,120,150,149,419,244,240,251,735,49.18,62.5,59.36,57.01
X (Northern Mindanao),Central Mindanao University,Chemistry,6,6,0,12,9,19,8,36,66.67,31.58,0,33.33
X (Northern Mindanao),Central Mindanao University,Civil Engineering,23,22,39,84,41,39,83,163,56.1,56.41,46.99,51.53
X (Northern Mindanao),Central Mindanao University,Criminology,-,1,-,1,-,1,-,1,0,100,0,100
X (Northern Mindanao),Central Mindanao University,Electrical Engineering,4,13,16,33,7,17,19,43,57.14,76.47,84.21,76.74
X (Northern Mindanao),Central Mindanao University,Forestry,7,10,7,24,10,12,23,45,70,83.33,30.43,53.33
X (Northern Mindanao),Central Mindanao University,LET-Elementary,24,43,70,137,55,88,78,221,43.64,48.86,89.74,61.99
X (Northern Mindanao),Central Mindanao University,LET-Secondary,80,119,96,295,149,193,151,493,53.69,61.66,63.58,59.84
X (Northern Mindanao),Central Mindanao University,Library Science,0,-,0,0,1,-,2,3,0,0,0,0
X (Northern Mindanao),Central Mindanao University,Mechanical Engineering,15,17,25,57,15,18,26,59,100,94.44,96.15,96.61
X (Northern Mindanao),Central Mindanao University,Nursing,33,49,23,105,36,57,25,118,91.67,85.96,92,88.98
X (Northern Mindanao),Central Mindanao University,Nutrition and Dietetics,15,9,11,35,15,10,13,38,100,90,84.62,92.11
X (Northern Mindanao),Central Mindanao University,Veterinary Medicine,28,13,16,57,52,25,34,111,53.85,52,47.06,51.35
X (Northern Mindanao),Mindanao University of Science and Technology,Architecture,16,13,21,50,23,23,28,74,69.57,56.52,75,67.57
X (Northern Mindanao),Mindanao University of Science and Technology,Chemistry,1,1,12,14,10,3,16,29,10,33.33,75,48.28
X (Northern Mindanao),Mindanao University of Science and Technology,Civil Engineering,20,10,15,45,35,39,50,124,57.14,25.64,30,36.29
X (Northern Mindanao),Mindanao University of Science and Technology,Electrical Engineering,12,23,13,48,27,32,26,85,44.44,71.88,50,56.47
X (Northern Mindanao),Mindanao University of Science and Technology,Electronics Engineering,17,43,36,96,35,57,48,140,48.57,75.44,75,68.57
X (Northern Mindanao),Mindanao University of Science and Technology,Fisheries Technology,0,3,0,3,1,3,2,6,0,100,0,50
X (Northern Mindanao),Mindanao University of Science and Technology,Forestry,-,-,0,0,-,-,1,1,0,0,0,0
X (Northern Mindanao),Mindanao University of Science and Technology,LET-Elementary,62,84,165,311,150,207,202,559,41.33,40.58,81.68,55.64
X (Northern Mindanao),Mindanao University of Science and Technology,LET-Secondary,47,58,95,200,164,197,198,559,28.66,29.44,47.98,35.78
X (Northern Mindanao),Mindanao University of Science and Technology,Marine Engineering,-,-,1,1,-,-,2,2,0,0,50,50
X (Northern Mindanao),Mindanao University of Science and Technology,Marine Transportation,1,-,2,3,1,-,3,4,100,0,66.67,75
X (Northern Mindanao),Mindanao University of Science and Technology,Mechanical Engineering,6,9,12,27,6,10,13,29,100,90,92.31,93.1
X (Northern Mindanao),Misamis Oriental State College of Agriculture and Technology,Agriculture,7,6,9,22,21,25,16,62,33.33,24,56.25,35.48
X (Northern Mindanao),Misamis Oriental State College of Agriculture and Technology,Forestry,-,0,-,0,-,1,-,1,0,0,0,0
X (Northern Mindanao),Misamis Oriental State College of Agriculture and Technology,LET-Elementary,16,6,18,40,23,17,22,62,69.57,35.29,81.82,64.52
X (Northern Mindanao),Misamis Oriental State College of Agriculture and Technology,LET-Secondary,8,7,18,33,32,38,39,109,25,18.42,46.15,30.28
X (Northern Mindanao),Misamis Oriental State College of Agriculture and Technology,Marine Engineering,-,-,0,0,-,-,1,1,0,0,0,0
X (Northern Mindanao),Misamis Oriental State College of Agriculture and Technology,Social Work,-,8,-,8,-,8,-,8,0,100,0,100
X (Northern Mindanao),MSU - Iligan Institute of Technology,Accountancy,58,44,46,148,76,50,61,187,76.32,88,75.41,79.14
X (Northern Mindanao),MSU - Iligan Institute of Technology,Agriculture,0,0,-,0,1,1,-,2,0,0,0,0
X (Northern Mindanao),MSU - Iligan Institute of Technology,Chemical Engineering,22,21,27,70,24,41,51,116,91.67,51.22,52.94,60.34
X (Northern Mindanao),MSU - Iligan Institute of Technology,Chemistry,12,15,7,34,21,31,18,70,57.14,48.39,38.89,48.57
X (Northern Mindanao),MSU - Iligan Institute of Technology,Civil Engineering,19,20,19,58,27,32,25,84,70.37,62.5,76,69.05
X (Northern Mindanao),MSU - Iligan Institute of Technology,Electrical Engineering,30,33,21,84,33,34,23,90,90.91,97.06,91.3,93.33
X (Northern Mindanao),MSU - Iligan Institute of Technology,Electronics Engineering,22,28,29,79,35,52,39,126,62.86,53.85,74.36,62.7
X (Northern Mindanao),MSU - Iligan Institute of Technology,Environmental Planning,-,-,1,1,-,-,1,1,0,0,100,100
X (Northern Mindanao),MSU - Iligan Institute of Technology,LET-Elementary,71,78,136,285,190,242,207,639,37.37,32.23,65.7,44.6
X (Northern Mindanao),MSU - Iligan Institute of Technology,LET-Secondary,180,240,282,702,366,436,448,1250,49.18,55.05,62.95,56.16
X (Northern Mindanao),MSU - Iligan Institute of Technology,Library Science,0,-,-,0,1,-,-,1,0,0,0,0
X (Northern Mindanao),MSU - Iligan Institute of Technology,Mechanical Engineering,21,24,18,63,21,24,21,66,100,100,85.71,95.45
X (Northern Mindanao),MSU - Iligan Institute of Technology,Metallurgical Engineering,14,10,17,41,25,17,27,69,56,58.82,62.96,59.42
X (Northern Mindanao),MSU - Iligan Institute of Technology,Nursing,102,101,109,312,103,104,114,321,99.03,97.12,95.61,97.2
X (Northern Mindanao),Northwestern Mindanao State College of Science and Technology,Agriculture,4,0,2,6,10,1,9,20,40,0,22.22,30
X (Northern Mindanao),Northwestern Mindanao State College of Science and Technology,LET-Elementary,3,5,34,42,17,31,43,91,17.65,16.13,79.07,46.15
X (Northern Mindanao),Northwestern Mindanao State College of Science and Technology,LET-Secondary,2,3,1,6,11,17,19,47,18.18,17.65,5.26,12.77
XI (Davao Region),Davao del Norte State College,Fisheries Technology,0,4,4,8,5,7,13,25,0,57.14,30.77,32
XI (Davao Region),Davao del Norte State College,LET-Secondary,12,28,39,79,40,51,64,155,30,54.9,60.94,50.97
XI (Davao Region),Davao Oriental State College of Science and Technology,Agriculture,10,7,13,30,53,41,51,145,18.87,17.07,25.49,20.69
XI (Davao Region),Davao Oriental State College of Science and Technology,Civil Engineering,7,7,11,25,22,22,21,65,31.82,31.82,52.38,38.46
XI (Davao Region),Davao Oriental State College of Science and Technology,LET-Elementary,42,37,86,165,87,111,116,314,48.28,33.33,74.14,52.55
XI (Davao Region),Davao Oriental State College of Science and Technology,LET-Secondary,34,54,55,143,75,96,87,258,45.33,56.25,63.22,55.43
XI (Davao Region),Davao Oriental State College of Science and Technology,Marine Transportation,-,1,-,1,-,1,-,1,0,100,0,100
XI (Davao Region),Davao Oriental State College of Science and Technology,Nursing,23,15,27,65,41,38,59,138,56.1,39.47,45.76,47.1
XI (Davao Region),"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Agricultural Engineering,1,6,6,13,3,7,12,22,33.33,85.71,50,59.09
XI (Davao Region),"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Agriculture,4,4,7,15,6,8,22,36,66.67,50,31.82,41.67
XI (Davao Region),"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",Fisheries Technology,1,1,2,4,1,3,2,6,100,33.33,100,66.67
XI (Davao Region),"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",LET-Elementary,-,-,0,0,-,-,3,3,0,0,0,0
XI (Davao Region),"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",LET-Secondary,48,66,102,216,269,321,315,905,17.84,20.56,32.38,23.87
XI (Davao Region),University of Southeastern Philippines,Agricultural Engineering,10,19,21,50,13,20,23,56,76.92,95,91.3,89.29
XI (Davao Region),University of Southeastern Philippines,Agriculture,60,46,61,167,117,126,120,363,51.28,36.51,50.83,46.01
XI (Davao Region),University of Southeastern Philippines,Civil Engineering,54,56,55,165,108,113,113,334,50,49.56,48.67,49.4
XI (Davao Region),University of Southeastern Philippines,Electrical Engineering,29,47,51,127,63,72,87,222,46.03,65.28,58.62,57.21
XI (Davao Region),University of Southeastern Philippines,Electronics Engineering,23,25,46,94,55,49,63,167,41.82,51.02,73.02,56.29
XI (Davao Region),University of Southeastern Philippines,Forestry,14,14,14,42,36,33,35,104,38.89,42.42,40,40.38
XI (Davao Region),University of Southeastern Philippines,Geodetic Engineering,0,-,-,0,1,-,-,1,0,0,0,0
XI (Davao Region),University of Southeastern Philippines,Geology,-,11,15,26,-,15,36,51,0,73.33,41.67,50.98
XI (Davao Region),University of Southeastern Philippines,Guidance Counseling,0,1,0,1,2,1,1,4,0,100,0,25
XI (Davao Region),University of Southeastern Philippines,LET-Elementary,131,173,222,526,369,350,345,1064,35.5,49.43,64.35,49.44
XI (Davao Region),University of Southeastern Philippines,LET-Secondary,169,209,342,720,412,446,532,1390,41.02,46.86,64.29,51.8
XI (Davao Region),University of Southeastern Philippines,Mechanical Engineering,38,49,35,122,43,62,45,150,88.37,79.03,77.78,81.33
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Accountancy,1,0,0,1,9,4,2,15,11.11,0,0,6.67
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Agriculture,0,1,3,4,2,10,13,25,0,10,23.08,16
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Civil Engineering,6,5,8,19,26,44,59,129,23.08,11.36,13.56,14.73
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Fisheries Technology,0,1,1,2,3,13,8,24,0,7.69,12.5,8.33
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Forestry,0,1,3,4,3,10,7,20,0,10,42.86,20
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,LET-Elementary,0,1,3,4,12,9,14,35,0,11.11,21.43,11.43
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,LET-Secondary,13,30,59,102,234,362,590,1186,5.56,8.29,10,8.6
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Marine Engineering,-,0,-,0,-,1,-,1,0,0,0,0
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Social Work,11,21,22,54,31,53,66,150,35.48,39.62,33.33,36
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Agriculture,1,4,3,8,8,16,10,34,12.5,25,30,23.53
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Forestry,0,0,1,1,3,3,6,12,0,0,16.67,8.33
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,LET-Elementary,8,25,84,117,158,194,281,633,5.06,12.89,29.89,18.48
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,LET-Secondary,11,33,53,97,161,188,277,626,6.83,17.55,19.13,15.5
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Library Science,0,-,-,0,1,-,-,1,0,0,0,0
XII (SOCCSKSARGEN),Cotabato City State Polytechnic College,Social Work,-,-,1,1,-,-,5,5,0,0,20,20
XII (SOCCSKSARGEN),Sultan Kudarat State University,Accountancy,2,6,8,16,6,12,16,34,33.33,50,50,47.06
XII (SOCCSKSARGEN),Sultan Kudarat State University,Agriculture,5,4,3,12,32,11,9,52,15.63,36.36,33.33,23.08
XII (SOCCSKSARGEN),Sultan Kudarat State University,Civil Engineering,2,1,4,7,6,3,14,23,33.33,33.33,28.57,30.43
XII (SOCCSKSARGEN),Sultan Kudarat State University,Criminology,-,0,15,15,-,3,45,48,0,0,33.33,31.25
XII (SOCCSKSARGEN),Sultan Kudarat State University,Fisheries Technology,-,-,0,0,-,-,1,1,0,0,0,0
XII (SOCCSKSARGEN),Sultan Kudarat State University,LET-Elementary,35,49,194,278,134,234,337,705,26.12,20.94,57.57,39.43
XII (SOCCSKSARGEN),Sultan Kudarat State University,LET-Secondary,45,67,136,248,291,431,569,1291,15.46,15.55,23.9,19.21
XII (SOCCSKSARGEN),Sultan Kudarat State University,Midwifery,3,-,14,17,3,-,16,19,100,0,87.5,89.47
XII (SOCCSKSARGEN),Sultan Kudarat State University,Nursing,-,6,5,11,-,9,15,24,0,66.67,33.33,45.83
XII (SOCCSKSARGEN),University of Southern Mindanao,Accountancy,-,8,15,23,-,26,33,59,0,30.77,45.45,38.98
XII (SOCCSKSARGEN),University of Southern Mindanao,Agricultural Engineering,9,12,13,34,31,27,29,87,29.03,44.44,44.83,39.08
XII (SOCCSKSARGEN),University of Southern Mindanao,Agriculture,77,98,76,251,188,168,136,492,40.96,58.33,55.88,51.02
XII (SOCCSKSARGEN),University of Southern Mindanao,Chemistry,3,2,1,6,5,8,6,19,60,25,16.67,31.58
XII (SOCCSKSARGEN),University of Southern Mindanao,Civil Engineering,19,9,22,50,41,25,54,120,46.34,36,40.74,41.67
XII (SOCCSKSARGEN),University of Southern Mindanao,Criminology,0,0,-,0,1,1,-,2,0,0,0,0
XII (SOCCSKSARGEN),University of Southern Mindanao,Electronics Engineering,-,2,11,13,-,5,12,17,0,40,91.67,76.47
XII (SOCCSKSARGEN),University of Southern Mindanao,Fisheries Technology,-,-,0,0,-,-,1,1,0,0,0,0
XII (SOCCSKSARGEN),University of Southern Mindanao,Guidance Counseling,-,-,1,1,-,-,1,1,0,0,100,100
XII (SOCCSKSARGEN),University of Southern Mindanao,LET-Elementary,71,116,332,519,534,718,884,2136,13.3,16.16,37.56,24.3
XII (SOCCSKSARGEN),University of Southern Mindanao,LET-Secondary,126,169,325,620,577,662,892,2131,21.84,25.53,36.43,29.09
XII (SOCCSKSARGEN),University of Southern Mindanao,Library Science,-,-,4,4,-,-,7,7,0,0,57.14,57.14
XII (SOCCSKSARGEN),University of Southern Mindanao,Mechanical Engineering,9,11,14,34,11,15,19,45,81.82,73.33,73.68,75.56
XII (SOCCSKSARGEN),University of Southern Mindanao,Midwifery,0,-,3,3,2,-,5,7,0,0,60,42.86
XII (SOCCSKSARGEN),University of Southern Mindanao,Nursing,98,69,64,231,256,249,236,741,38.28,27.71,27.12,31.17
XII (SOCCSKSARGEN),University of Southern Mindanao,Nutrition and Dietetics,25,22,24,71,37,41,43,121,67.57,53.66,55.81,58.68
XII (SOCCSKSARGEN),University of Southern Mindanao,Veterinary Medicine,14,11,17,42,22,23,33,78,63.64,47.83,51.52,53.85
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Architecture,6,8,12,26,29,39,39,107,20.69,20.51,30.77,24.3
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Chemical Engineering,1,1,0,2,1,8,6,15,100,12.5,0,13.33
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Civil Engineering,10,11,13,34,42,63,51,156,23.81,17.46,25.49,21.79
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Criminology,-,11,27,38,-,18,60,78,0,61.11,45,48.72
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Electrical Engineering,3,8,9,20,20,22,39,81,15,36.36,23.08,24.69
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Electronics Engineering,1,0,2,3,9,26,23,58,11.11,0,8.7,5.17
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Guidance Counseling,-,0,0,0,-,3,1,4,0,0,0,0
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Interior Design,0,1,1,2,2,3,3,8,0,33.33,33.33,25
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",LET-Elementary,1,-,6,7,1,-,6,7,100,0,100,100
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",LET-Secondary,65,94,140,299,377,363,407,1147,17.24,25.9,34.4,26.07
NCR (National Capital Region),"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",Mechanical Engineering,10,9,18,37,30,25,38,93,33.33,36,47.37,39.78
NCR (National Capital Region),Marikina Polytechnic College,LET-Elementary,0,-,-,0,1,-,-,1,0,0,0,0
NCR (National Capital Region),Marikina Polytechnic College,LET-Secondary,55,90,111,256,192,234,281,707,28.65,38.46,39.5,36.21
NCR (National Capital Region),Philippine Normal University,Chemistry,-,1,-,1,-,1,-,1,0,100,0,100
NCR (National Capital Region),Philippine Normal University,Guidance Counseling,14,21,19,54,18,30,26,74,77.78,70,73.08,72.97
NCR (National Capital Region),Philippine Normal University,LET-Elementary,596,688,1175,2459,1531,1585,1574,4690,38.93,43.41,74.65,52.43
NCR (National Capital Region),Philippine Normal University,LET-Secondary,953,1114,1153,3220,1337,1461,1407,4205,71.28,76.25,81.95,76.58
NCR (National Capital Region),Philippine Normal University,Library Science,11,9,23,43,22,26,36,84,50,34.62,63.89,51.19
NCR (National Capital Region),Philippine Normal University,Nutrition and Dietetics,8,8,17,33,10,13,28,51,80,61.54,60.71,64.71
NCR (National Capital Region),Philippine State College of Aeronautics,Aeronautical Engineering,12,14,19,45,19,22,40,81,63.16,63.64,47.5,55.56
NCR (National Capital Region),Philippine State College of Aeronautics,LET-Elementary,2,0,0,2,5,2,2,9,40,0,0,22.22
NCR (National Capital Region),Philippine State College of Aeronautics,LET-Secondary,11,17,18,46,40,70,76,186,27.5,24.29,23.68,24.73
NCR (National Capital Region),Polytechnic University of the Philippines,Accountancy,703,696,738,2137,1278,1474,1446,4198,55.01,47.22,51.04,50.91
NCR (National Capital Region),Polytechnic University of the Philippines,Agriculture,0,0,0,0,7,2,7,16,0,0,0,0
NCR (National Capital Region),Polytechnic University of the Philippines,Architecture,65,88,78,231,105,138,114,357,61.9,63.77,68.42,64.71
NCR (National Capital Region),Polytechnic University of the Philippines,Chemistry,28,22,13,63,75,93,78,246,37.33,23.66,16.67,25.61
NCR (National Capital Region),Polytechnic University of the Philippines,Civil Engineering,136,115,138,389,265,266,275,806,51.32,43.23,50.18,48.26
NCR (National Capital Region),Polytechnic University of the Philippines,Electrical Engineering,82,76,148,306,259,172,287,718,31.66,44.19,51.57,42.62
NCR (National Capital Region),Polytechnic University of the Philippines,Electronics Engineering,93,154,261,508,395,363,474,1232,23.54,42.42,55.06,41.23
NCR (National Capital Region),Polytechnic University of the Philippines,Environmental Planning,0,2,1,3,1,4,2,7,0,50,50,42.86
NCR (National Capital Region),Polytechnic University of the Philippines,Guidance Counseling,-,0,-,0,-,1,-,1,0,0,0,0
NCR (National Capital Region),Polytechnic University of the Philippines,Interior Design,3,9,11,23,8,12,14,34,37.5,75,78.57,67.65
NCR (National Capital Region),Polytechnic University of the Philippines,LET-Elementary,6,1,23,30,16,11,29,56,37.5,9.09,79.31,53.57
NCR (National Capital Region),Polytechnic University of the Philippines,LET-Secondary,565,611,906,2082,1633,1693,1828,5154,34.6,36.09,49.56,40.4
NCR (National Capital Region),Polytechnic University of the Philippines,Library Science,17,17,54,88,59,76,82,217,28.81,22.37,65.85,40.55
NCR (National Capital Region),Polytechnic University of the Philippines,Mechanical Engineering,111,96,150,357,157,114,191,462,70.7,84.21,78.53,77.27
NCR (National Capital Region),Polytechnic University of the Philippines,Midwifery,-,1,-,1,-,2,-,2,0,50,0,50
NCR (National Capital Region),Polytechnic University of the Philippines,Nutrition and Dietetics,59,61,70,190,71,72,82,225,83.1,84.72,85.37,84.44
NCR (National Capital Region),Rizal Technological University,Accountancy,30,64,53,147,67,107,99,273,44.78,59.81,53.54,53.85
NCR (National Capital Region),Rizal Technological University,Architecture,8,11,19,38,18,23,33,74,44.44,47.83,57.58,51.35
NCR (National Capital Region),Rizal Technological University,Chemistry,3,0,1,4,16,3,7,26,18.75,0,14.29,15.38
NCR (National Capital Region),Rizal Technological University,Civil Engineering,28,30,24,82,94,101,103,298,29.79,29.7,23.3,27.52
NCR (National Capital Region),Rizal Technological University,Electrical Engineering,11,29,28,68,52,68,80,200,21.15,42.65,35,34
NCR (National Capital Region),Rizal Technological University,Electronics Engineering,16,34,51,101,82,106,103,291,19.51,32.08,49.51,34.71
NCR (National Capital Region),Rizal Technological University,LET-Secondary,137,228,199,564,382,506,400,1288,35.86,45.06,49.75,43.79
NCR (National Capital Region),Rizal Technological University,Mechanical Engineering,22,43,49,114,59,76,93,228,37.29,56.58,52.69,50
NCR (National Capital Region),Rizal Technological University,Nursing,76,102,59,237,105,155,84,344,72.38,65.81,70.24,68.9
NCR (National Capital Region),Technological University of the Philippines,Accountancy,2,-,-,2,3,-,-,3,66.67,0,0,66.67
NCR (National Capital Region),Technological University of the Philippines,Architecture,36,84,64,184,67,131,105,303,53.73,64.12,60.95,60.73
NCR (National Capital Region),Technological University of the Philippines,Chemical Engineering,0,-,-,0,1,-,-,1,0,0,0,0
NCR (National Capital Region),Technological University of the Philippines,Chemistry,1,-,0,1,1,-,1,2,100,0,0,50
NCR (National Capital Region),Technological University of the Philippines,Civil Engineering,77,65,55,197,129,109,115,353,59.69,59.63,47.83,55.81
NCR (National Capital Region),Technological University of the Philippines,Electrical Engineering,66,74,128,268,155,117,172,444,42.58,63.25,74.42,60.36
NCR (National Capital Region),Technological University of the Philippines,Electronics Engineering,66,153,205,424,300,282,291,873,22,54.26,70.45,48.57
NCR (National Capital Region),Technological University of the Philippines,Environmental Planning,0,1,-,1,1,1,-,2,0,100,0,50
NCR (National Capital Region),Technological University of the Philippines,Guidance Counseling,0,0,1,1,2,4,1,7,0,0,100,14.29
NCR (National Capital Region),Technological University of the Philippines,LET-Secondary,174,201,320,695,498,549,579,1626,34.94,36.61,55.27,42.74
NCR (National Capital Region),Technological University of the Philippines,Marine Engineering,14,8,8,30,28,12,13,53,50,66.67,61.54,56.6
NCR (National Capital Region),Technological University of the Philippines,Mechanical Engineering,181,171,167,519,213,203,204,620,84.98,84.24,81.86,83.71
NCR (National Capital Region),University of the Philippines System,Accountancy,173,170,163,506,208,181,177,566,83.17,93.92,92.09,89.4
NCR (National Capital Region),University of the Philippines System,Agricultural Engineering,39,25,35,99,39,27,37,103,100,92.59,94.59,96.12
NCR (National Capital Region),University of the Philippines System,Agriculture,108,118,92,318,108,120,94,322,100,98.33,97.87,98.76
NCR (National Capital Region),University of the Philippines System,Architecture,69,74,82,225,69,75,85,229,100,98.67,96.47,98.25
NCR (National Capital Region),University of the Philippines System,Chemical Engineering,164,139,168,471,192,170,209,571,85.42,81.76,80.38,82.49
NCR (National Capital Region),University of the Philippines System,Chemistry,124,138,107,369,139,165,131,435,89.21,83.64,81.68,84.83
NCR (National Capital Region),University of the Philippines System,Civil Engineering,123,107,167,397,129,112,173,414,95.35,95.54,96.53,95.89
NCR (National Capital Region),University of the Philippines System,Criminology,1,2,0,3,1,2,1,4,100,100,0,75
NCR (National Capital Region),University of the Philippines System,Customs ADM,-,0,-,0,-,2,-,2,0,0,0,0
NCR (National Capital Region),University of the Philippines System,Dental Medicine,37,33,40,110,37,33,40,110,100,100,100,100
NCR (National Capital Region),University of the Philippines System,Electrical Engineering,55,37,55,147,55,37,57,149,100,100,96.49,98.66
NCR (National Capital Region),University of the Philippines System,Electronics Engineering,32,47,72,151,65,52,73,190,49.23,90.38,98.63,79.47
NCR (National Capital Region),University of the Philippines System,Environmental Planning,27,18,33,78,29,19,37,85,93.1,94.74,89.19,91.76
NCR (National Capital Region),University of the Philippines System,Fisheries Technology,16,11,13,40,17,11,14,42,94.12,100,92.86,95.24
NCR (National Capital Region),University of the Philippines System,Forestry,59,43,37,139,62,46,38,146,95.16,93.48,97.37,95.21
NCR (National Capital Region),University of the Philippines System,Geodetic Engineering,17,13,19,49,17,13,20,50,100,100,95,98
NCR (National Capital Region),University of the Philippines System,Geology,19,28,35,82,20,29,38,87,95,96.55,92.11,94.25
NCR (National Capital Region),University of the Philippines System,Guidance Counseling,2,5,4,11,8,8,7,23,25,62.5,57.14,47.83
NCR (National Capital Region),University of the Philippines System,Interior Design,28,23,24,75,33,27,31,91,84.85,85.19,77.42,82.42
NCR (National Capital Region),University of the Philippines System,Landscape Architecture,13,15,19,47,22,21,28,71,59.09,71.43,67.86,66.2
NCR (National Capital Region),University of the Philippines System,LET-Elementary,64,64,58,186,68,75,61,204,94.12,85.33,95.08,91.18
NCR (National Capital Region),University of the Philippines System,LET-Secondary,332,299,277,908,349,317,289,955,95.13,94.32,95.85,95.08
NCR (National Capital Region),University of the Philippines System,Library Science,39,33,27,99,40,35,27,102,97.5,94.29,100,97.06
NCR (National Capital Region),University of the Philippines System,Marine Engineering,1,0,-,1,1,1,-,2,100,0,0,50
NCR (National Capital Region),University of the Philippines System,Marine Transportation,1,1,-,2,3,2,-,5,33.33,50,0,40
NCR (National Capital Region),University of the Philippines System,Mechanical Engineering,39,65,50,154,42,67,56,165,92.86,97.01,89.29,93.33
NCR (National Capital Region),University of the Philippines System,Medical Technology,21,39,48,108,24,43,54,121,87.5,90.7,88.89,89.26
NCR (National Capital Region),University of the Philippines System,Medicine,154,153,169,476,162,156,173,491,95.06,98.08,97.69,96.95
NCR (National Capital Region),University of the Philippines System,Metallurgical Engineering,13,24,24,61,19,25,25,69,68.42,96,96,88.41
NCR (National Capital Region),University of the Philippines System,Midwifery,24,69,147,240,37,92,183,312,64.86,75,80.33,76.92
NCR (National Capital Region),University of the Philippines System,Mining Engineering,14,24,23,61,20,25,24,69,70,96,95.83,88.41
NCR (National Capital Region),University of the Philippines System,Nursing,68,72,65,205,72,73,85,230,94.44,98.63,76.47,89.13
NCR (National Capital Region),University of the Philippines System,Nutrition and Dietetics,99,114,123,336,99,114,123,336,100,100,100,100
NCR (National Capital Region),University of the Philippines System,Occupational Therapy,17,20,19,56,23,23,28,74,73.91,86.96,67.86,75.68
NCR (National Capital Region),University of the Philippines System,Pharmacy,43,48,63,154,43,48,66,157,100,100,95.45,98.09
NCR (National Capital Region),University of the Philippines System,Physical Therapy,44,36,38,118,45,39,40,124,97.78,92.31,95,95.16
NCR (National Capital Region),University of the Philippines System,Social Work,11,9,8,28,11,9,8,28,100,100,100,100
NCR (National Capital Region),University of the Philippines System,Veterinary Medicine,52,32,49,133,58,40,58,156,89.66,80,84.48,85.26
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,Agriculture,0,3,1,4,1,12,5,18,0,25,20,22.22
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,Civil Engineering,3,8,3,14,24,31,25,80,12.5,25.81,12,17.5
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,Electrical Engineering,0,2,0,2,7,7,10,24,0,28.57,0,8.33
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,Forestry,3,0,-,3,4,4,-,8,75,0,0,37.5
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,LET-Elementary,15,20,61,96,167,193,146,506,8.98,10.36,41.78,18.97
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,LET-Secondary,9,17,18,44,105,103,89,297,8.57,16.5,20.22,14.81
