psgc_prov,pov_prov_year,pov_prov_type_of_poverty,pov_prov_measure,pov_prov_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
97200000,2006,Subsistence,Incidence,Among Population,47.5099,10.69133,5.07944,39.1542212,55.8655788
97300000,2006,Subsistence,Incidence,Among Population,16.52066,14.11739,2.33229,12.68404295,20.35727705
98300000,2006,Subsistence,Incidence,Among Population,19.12516,21.75135,4.15998,12.2819929,25.9683271
99700000,2006,Subsistence,Incidence,Among Population,28.6938,56.01241,16.07209,2.25521195,55.13238805
101300000,2006,Subsistence,Incidence,Among Population,23.24176,16.35323,3.80078,16.9894769,29.4940431
101800000,2006,Subsistence,Incidence,Among Population,14.42311,49.29999,7.11059,2.72618945,26.12003055
103500000,2006,Subsistence,Incidence,Among Population,23.0081,17.1474,3.94529,16.51809795,29.49810205
104200000,2006,Subsistence,Incidence,Among Population,22.98512,20.4717,4.70544,15.2446712,30.7255688
104300000,2006,Subsistence,Incidence,Among Population,19.33384,14.56695,2.81635,14.70094425,23.96673575
112300000,2006,Subsistence,Incidence,Among Population,16.55856,26.7671,4.43225,9.26750875,23.84961125
112400000,2006,Subsistence,Incidence,Among Population,12.60063,13.72695,1.72968,9.7553064,15.4459536
112500000,2006,Subsistence,Incidence,Among Population,24.42296,18.90233,4.61651,16.82880105,32.01711895
118200000,2006,Subsistence,Incidence,Among Population,17.76052,22.46896,3.9906,11.195983,24.325057
124700000,2006,Subsistence,Incidence,Among Population,13.95038,17.79526,2.48251,9.86665105,18.03410895
128000000,2006,Subsistence,Incidence,Among Population,26.06912,12.78582,3.33315,20.58608825,31.55215175
126300000,2006,Subsistence,Incidence,Among Population,14.52263,17.58519,2.55383,10.32157965,18.72368035
126500000,2006,Subsistence,Incidence,Among Population,26.64918,15.90536,4.23865,19.67660075,33.62175925
129800000,2006,Subsistence,Incidence,Among Population,18.15421,43.63646,7.92185,5.12276675,31.18565325
160200000,2006,Subsistence,Incidence,Among Population,23.59478,16.2637,3.83738,17.2822899,29.9072701
160300000,2006,Subsistence,Incidence,Among Population,31.79653,17.50934,5.56736,22.6382228,40.9548372
166700000,2006,Subsistence,Incidence,Among Population,27.95528,12.72539,3.55742,22.1033241,33.8072359
166800000,2006,Subsistence,Incidence,Among Population,26.02773,15.6872,4.08302,19.3111621,32.7442979
150700000,2006,Subsistence,Incidence,Among Population,5.88326,80.36244,4.72793,-1.89418485,13.66070485
153600000,2006,Subsistence,Incidence,Among Population,17.77644,32.63045,5.80053,8.23456815,27.31831185
153800000,2006,Subsistence,Incidence,Among Population,23.83427,18.3179,4.36594,16.6522987,31.0162413
156600000,2006,Subsistence,Incidence,Among Population,9.32262,25.02728,2.3332,5.484506,13.160734
157000000,2006,Subsistence,Incidence,Among Population,22.79928,29.40729,6.70465,11.77013075,33.82842925
130000000,2009,Subsistence,Incidence,Among Population,0.49857,27.96593,0.13943,0.26920765,0.72793235
140100000,2009,Subsistence,Incidence,Among Population,29.94952,25.22206,7.55388,17.5233874,42.3756526
148100000,2009,Subsistence,Incidence,Among Population,29.3117,28.7778,8.43526,15.4356973,43.1877027
141100000,2009,Subsistence,Incidence,Among Population,1.90982,50.80741,0.97033,0.31362715,3.50601285
142700000,2009,Subsistence,Incidence,Among Population,10.66225,45.42463,4.84329,2.69503795,18.62946205
143200000,2009,Subsistence,Incidence,Among Population,16.76585,25.63757,4.29836,9.6950478,23.8366522
144400000,2009,Subsistence,Incidence,Among Population,25.45094,28.14938,7.16428,13.6656994,37.2361806
12800000,2009,Subsistence,Incidence,Among Population,4.22129,37.64333,1.58904,1.6073192,6.8352608
12900000,2009,Subsistence,Incidence,Among Population,4.26798,42.0039,1.79272,1.3189556,7.2170044
13300000,2009,Subsistence,Incidence,Among Population,13.22373,38.72139,5.12041,4.80065555,21.64680445
15500000,2009,Subsistence,Incidence,Among Population,7.79763,13.18891,1.02842,6.1058791,9.4893809
20900000,2009,Subsistence,Incidence,Among Population,0,0,0,0,0
21500000,2009,Subsistence,Incidence,Among Population,10.03634,19.52617,1.95971,6.81261705,13.26006295
23100000,2009,Subsistence,Incidence,Among Population,9.84616,16.92845,1.6668,7.104274,12.588046
25000000,2009,Subsistence,Incidence,Among Population,3.907,64.98157,2.53883,-0.26937535,8.08337535
25700000,2009,Subsistence,Incidence,Among Population,6.83746,46.87798,3.20526,1.5648073,12.1101127
37700000,2009,Subsistence,Incidence,Among Population,1.6891,90.03034,1.52071,-0.81246795,4.19066795
30800000,2009,Subsistence,Incidence,Among Population,0,-,0,0,0
31400000,2009,Subsistence,Incidence,Among Population,0.84462,37.29272,0.31498,0.3264779,1.3627621
34900000,2009,Subsistence,Incidence,Among Population,12.6118,16.6837,2.10411,9.15053905,16.07306095
35400000,2009,Subsistence,Incidence,Among Population,1.43439,50.17331,0.71968,0.2505164,2.6182636
36900000,2009,Subsistence,Incidence,Among Population,5.20993,26.44156,1.37759,2.94379445,7.47606555
37100000,2009,Subsistence,Incidence,Among Population,8.57873,28.61369,2.45469,4.54076495,12.61669505
41000000,2009,Subsistence,Incidence,Among Population,5.77644,32.53399,1.87931,2.68497505,8.86790495
42100000,2009,Subsistence,Incidence,Among Population,0,0,0,0,0
43400000,2009,Subsistence,Incidence,Among Population,1.08917,52.01452,0.56653,0.15722815,2.02111185
45600000,2009,Subsistence,Incidence,Among Population,7.79618,28.69759,2.23732,4.1157886,11.4765714
45800000,2009,Subsistence,Incidence,Among Population,2.10965,40.46015,0.85357,0.70552735,3.51377265
174000000,2009,Subsistence,Incidence,Among Population,14.46611,28.56534,4.13229,7.66849295,21.26372705
175100000,2009,Subsistence,Incidence,Among Population,13.94137,19.85159,2.76758,9.3887009,18.4940391
175200000,2009,Subsistence,Incidence,Among Population,14.11836,22.95848,3.24136,8.7863228,19.4503972
175300000,2009,Subsistence,Incidence,Among Population,13.59953,33.03305,4.49234,6.2096307,20.9894293
175900000,2009,Subsistence,Incidence,Among Population,14.46666,22.52708,3.25892,9.1057366,19.8275834
50500000,2009,Subsistence,Incidence,Among Population,15.65535,21.38474,3.34786,10.1481203,21.1625797
51600000,2009,Subsistence,Incidence,Among Population,11.7896,17.88749,2.10886,8.3205253,15.2586747
51700000,2009,Subsistence,Incidence,Among Population,20.48208,12.70218,2.60167,16.20233285,24.76182715
52000000,2009,Subsistence,Incidence,Among Population,14.40887,67.29022,9.69576,-1.5406552,30.3583952
54100000,2009,Subsistence,Incidence,Among Population,24.78871,20.89958,5.18074,16.2663927,33.3110273
56200000,2009,Subsistence,Incidence,Among Population,12.36847,18.06701,2.23461,8.69253655,16.04440345
60400000,2009,Subsistence,Incidence,Among Population,24.1971,22.17147,5.36485,15.37192175,33.02227825
60600000,2009,Subsistence,Incidence,Among Population,20.00448,24.57463,4.91603,11.91761065,28.09134935
61900000,2009,Subsistence,Incidence,Among Population,13.06548,62.23628,8.13147,-0.31078815,26.44174815
67900000,2009,Subsistence,Incidence,Among Population,8.47004,49.69838,4.20947,1.54546185,15.39461815
63000000,2009,Subsistence,Incidence,Among Population,8.66301,19.3747,1.67843,5.90199265,11.42402735
64500000,2009,Subsistence,Incidence,Among Population,8.95514,21.09829,1.88938,5.8471099,12.0631701
71200000,2009,Subsistence,Incidence,Among Population,21.60926,17.84245,3.85562,15.2667651,27.9517549
72200000,2009,Subsistence,Incidence,Among Population,12.74871,13.6047,1.73442,9.8955891,15.6018309
74600000,2009,Subsistence,Incidence,Among Population,14.58077,19.39687,2.82821,9.92836455,19.23317545
76100000,2009,Subsistence,Incidence,Among Population,6.20055,71.64899,4.44263,-1.10757635,13.50867635
87800000,2009,Subsistence,Incidence,Among Population,13.5353,46.5834,6.3052,3.163246,23.907354
82600000,2009,Subsistence,Incidence,Among Population,34.47274,16.86914,5.81526,24.9066373,44.0388427
83700000,2009,Subsistence,Incidence,Among Population,13.76042,14.02236,1.92954,10.5863267,16.9345133
84800000,2009,Subsistence,Incidence,Among Population,27.88172,23.78432,6.63148,16.9729354,38.7905046
86400000,2009,Subsistence,Incidence,Among Population,15.21458,34.04607,5.17997,6.69352935,23.73563065
86000000,2009,Subsistence,Incidence,Among Population,20.95095,21.93212,4.59499,13.39219145,28.50970855
97200000,2009,Subsistence,Incidence,Among Population,46.37349,10.78147,4.99974,38.1489177,54.5980623
97300000,2009,Subsistence,Incidence,Among Population,15.55752,15.24702,2.37206,11.6554813,19.4595587
98300000,2009,Subsistence,Incidence,Among Population,29.29874,13.15475,3.85417,22.95863035,35.63884965
99700000,2009,Subsistence,Incidence,Among Population,2.26344,79.92622,1.80908,-0.7124966,5.2393766
101300000,2009,Subsistence,Incidence,Among Population,24.20681,15.7698,3.81737,17.92723635,30.48638365
101800000,2009,Subsistence,Incidence,Among Population,5.17522,88.98493,4.60517,-2.40028465,12.75072465
103500000,2009,Subsistence,Incidence,Among Population,24.84973,18.64265,4.63265,17.22902075,32.47043925
104200000,2009,Subsistence,Incidence,Among Population,25.00387,14.60217,3.65111,18.99779405,31.00994595
104300000,2009,Subsistence,Incidence,Among Population,15.3024,16.9385,2.592,11.03856,19.56624
112300000,2009,Subsistence,Incidence,Among Population,15.73684,45.16065,7.10686,4.0460553,27.4276247
112400000,2009,Subsistence,Incidence,Among Population,12.50411,21.86319,2.7338,8.007009,17.001211
112500000,2009,Subsistence,Incidence,Among Population,25.81781,17.76749,4.58718,18.2718989,33.3637211
118200000,2009,Subsistence,Incidence,Among Population,13.95171,19.23759,2.68397,9.53657935,18.36684065
124700000,2009,Subsistence,Incidence,Among Population,13.16718,22.73574,2.99366,8.2426093,18.0917507
128000000,2009,Subsistence,Incidence,Among Population,27.26819,17.58797,4.79592,19.3789016,35.1574784
126300000,2009,Subsistence,Incidence,Among Population,15.97798,16.11021,2.57409,11.74360195,20.21235805
126500000,2009,Subsistence,Incidence,Among Population,18.96306,16.52068,3.13283,13.80955465,24.11656535
129800000,2009,Subsistence,Incidence,Among Population,10.36082,40.48267,4.19434,3.4611307,17.2605093
160200000,2009,Subsistence,Incidence,Among Population,24.87046,14.28559,3.55289,19.02595595,30.71496405
160300000,2009,Subsistence,Incidence,Among Population,38.4496,12.0663,4.63944,30.8177212,46.0814788
166700000,2009,Subsistence,Incidence,Among Population,32.26053,11.19283,3.61087,26.32064885,38.20041115
166800000,2009,Subsistence,Incidence,Among Population,26.75489,14.27622,3.81959,20.47166445,33.03811555
150700000,2009,Subsistence,Incidence,Among Population,2.98709,68.84835,2.05656,-0.3959512,6.3701312
153600000,2009,Subsistence,Incidence,Among Population,25.88357,21.85959,5.65804,16.5760942,35.1910458
153800000,2009,Subsistence,Incidence,Among Population,17.73702,24.24936,4.30111,10.66169405,24.81234595
156600000,2009,Subsistence,Incidence,Among Population,4.74238,29.07994,1.37908,2.4737934,7.0109666
157000000,2009,Subsistence,Incidence,Among Population,5.6959,58.26096,3.31849,0.23698395,11.15481605
130000000,2012,Subsistence,Incidence,Among Population,0.49343,32.81763,0.16193,0.22705515,0.75980485
140100000,2012,Subsistence,Incidence,Among Population,13.49826,25.70244,3.46938,7.7911299,19.2053901
148100000,2012,Subsistence,Incidence,Among Population,33.80063,30.74481,10.39194,16.7058887,50.8953713
141100000,2012,Subsistence,Incidence,Among Population,0.63973,56.32251,0.36031,0.04702005,1.23243995
142700000,2012,Subsistence,Incidence,Among Population,22.34944,19.88259,4.44365,15.03963575,29.65924425
143200000,2012,Subsistence,Incidence,Among Population,13.10077,40.66391,5.32728,4.3373944,21.8641456
144400000,2012,Subsistence,Incidence,Among Population,13.70478,32.36192,4.43513,6.40899115,21.00056885
12800000,2012,Subsistence,Incidence,Among Population,1.54671,44.92196,0.69481,0.40374755,2.68967245
12900000,2012,Subsistence,Incidence,Among Population,7.59748,50.92212,3.8688,1.233304,13.961656
13300000,2012,Subsistence,Incidence,Among Population,7.56499,29.98525,2.26838,3.8335049,11.2964751
15500000,2012,Subsistence,Incidence,Among Population,5.55549,16.80345,0.93351,4.01986605,7.09111395
20900000,2012,Subsistence,Incidence,Among Population,27.53623,0,0,27.53623,27.53623
21500000,2012,Subsistence,Incidence,Among Population,5.37679,24.59126,1.32222,3.2017381,7.5518419
23100000,2012,Subsistence,Incidence,Among Population,5.49814,22.4677,1.23531,3.46605505,7.53022495
25000000,2012,Subsistence,Incidence,Among Population,9.91386,68.03307,6.7447,-1.1811715,21.0088915
25700000,2012,Subsistence,Incidence,Among Population,1.18412,92.78172,1.09865,-0.62315925,2.99139925
37700000,2012,Subsistence,Incidence,Among Population,11.69348,21.7921,2.54825,7.50160875,15.88535125
30800000,2012,Subsistence,Incidence,Among Population,2.75521,44.45517,1.22483,0.74036465,4.77005535
31400000,2012,Subsistence,Incidence,Among Population,1.84862,48.04608,0.88819,0.38754745,3.30969255
34900000,2012,Subsistence,Incidence,Among Population,7.76963,19.67264,1.52849,5.25526395,10.28399605
35400000,2012,Subsistence,Incidence,Among Population,1.15725,76.92071,0.89016,-0.3070632,2.6215632
36900000,2012,Subsistence,Incidence,Among Population,5.23338,24.56528,1.28559,3.11858445,7.34817555
37100000,2012,Subsistence,Incidence,Among Population,6.37137,57.209,3.64499,0.37536145,12.36737855
41000000,2012,Subsistence,Incidence,Among Population,7.38764,25.25446,1.86571,4.31854705,10.45673295
42100000,2012,Subsistence,Incidence,Among Population,0.53152,95.5189,0.5077,-0.3036465,1.3666865
43400000,2012,Subsistence,Incidence,Among Population,1.74182,36.72858,0.63975,0.68943125,2.79420875
45600000,2012,Subsistence,Incidence,Among Population,7.00883,25.25076,1.76978,4.0975419,9.9201181
45800000,2012,Subsistence,Incidence,Among Population,1.63168,43.24776,0.70567,0.47085285,2.79250715
174000000,2012,Subsistence,Incidence,Among Population,8.65254,29.13134,2.5206,4.506153,12.798927
175100000,2012,Subsistence,Incidence,Among Population,20.12519,32.19321,6.47894,9.4673337,30.7830463
175200000,2012,Subsistence,Incidence,Among Population,11.59743,23.95318,2.77795,7.02770225,16.16715775
175300000,2012,Subsistence,Incidence,Among Population,9.86132,36.17888,3.56772,3.9924206,15.7302194
175900000,2012,Subsistence,Incidence,Among Population,13.87727,27.80721,3.85888,7.5294124,20.2251276
50500000,2012,Subsistence,Incidence,Among Population,19.62211,15.95841,3.13138,14.4709899,24.7732301
51600000,2012,Subsistence,Incidence,Among Population,9.87147,23.16277,2.28651,6.11016105,13.63277895
51700000,2012,Subsistence,Incidence,Among Population,15.1413,15.61963,2.36501,11.25085855,19.03174145
52000000,2012,Subsistence,Incidence,Among Population,24.33455,37.02773,9.01053,9.51222815,39.15687185
54100000,2012,Subsistence,Incidence,Among Population,20.2519,21.10089,4.27333,13.22227215,27.28152785
56200000,2012,Subsistence,Incidence,Among Population,14.52864,20.03767,2.9112,9.739716,19.317564
60400000,2012,Subsistence,Incidence,Among Population,5.32025,35.88373,1.9091,2.1797805,8.4607195
60600000,2012,Subsistence,Incidence,Among Population,12.97523,31.23657,4.05302,6.3080121,19.6424479
61900000,2012,Subsistence,Incidence,Among Population,12.26092,33.32639,4.08612,5.5392526,18.9825874
67900000,2012,Subsistence,Incidence,Among Population,10.94596,58.64812,6.4196,0.385718,21.506202
63000000,2012,Subsistence,Incidence,Among Population,10.04643,19.15973,1.92487,6.88001885,13.21284115
64500000,2012,Subsistence,Incidence,Among Population,12.34921,16.38244,2.0231,9.0212105,15.6772095
71200000,2012,Subsistence,Incidence,Among Population,16.02251,15.04325,2.41031,12.05755005,19.98746995
72200000,2012,Subsistence,Incidence,Among Population,8.41095,15.31156,1.28785,6.29243675,10.52946325
74600000,2012,Subsistence,Incidence,Among Population,29.40418,16.01385,4.70874,21.6583027,37.1500573
76100000,2012,Subsistence,Incidence,Among Population,13.23399,86.07603,11.39129,-5.50468205,31.97266205
87800000,2012,Subsistence,Incidence,Among Population,8.25929,32.65738,2.69727,3.82228085,12.69629915
82600000,2012,Subsistence,Incidence,Among Population,38.08194,15.54891,5.92133,28.34135215,47.82252785
83700000,2012,Subsistence,Incidence,Among Population,14.33161,12.14386,1.74041,11.46863555,17.19458445
84800000,2012,Subsistence,Incidence,Among Population,23.74352,27.65718,6.56679,12.94115045,34.54588955
86400000,2012,Subsistence,Incidence,Among Population,22.54853,23.8665,5.38155,13.69588025,31.40117975
86000000,2012,Subsistence,Incidence,Among Population,22.46315,20.31303,4.56295,14.95709725,29.96920275
97200000,2012,Subsistence,Incidence,Among Population,34.40687,13.3765,4.60243,26.83587265,41.97786735
97300000,2012,Subsistence,Incidence,Among Population,11.43386,15.06826,1.72288,8.5997224,14.2679976
98300000,2012,Subsistence,Incidence,Among Population,20.2965,14.87233,3.01856,15.3309688,25.2620312
99700000,2012,Subsistence,Incidence,Among Population,4.71894,61.146,2.88544,-0.0276088,9.4654888
101300000,2012,Subsistence,Incidence,Among Population,25.46763,17.2886,4.403,18.224695,32.710565
101800000,2012,Subsistence,Incidence,Among Population,28.7864,13.4284,3.86555,22.42757025,35.14522975
103500000,2012,Subsistence,Incidence,Among Population,29.91875,20.88807,6.24945,19.63840475,40.19909525
104200000,2012,Subsistence,Incidence,Among Population,19.23965,18.12406,3.48701,13.50351855,24.97578145
104300000,2012,Subsistence,Incidence,Among Population,10.90099,24.75779,2.69885,6.46138175,15.34059825
112300000,2012,Subsistence,Incidence,Among Population,12.62753,44.19818,5.58114,3.4465547,21.8085053
112400000,2012,Subsistence,Incidence,Among Population,10.08047,18.33569,1.84832,7.0399836,13.1209564
112500000,2012,Subsistence,Incidence,Among Population,22.90438,21.11516,4.8363,14.9486665,30.8600935
118200000,2012,Subsistence,Incidence,Among Population,16.5375,24.87664,4.11398,9.7700029,23.3049971
124700000,2012,Subsistence,Incidence,Among Population,32.63159,12.27405,4.00522,26.0430031,39.2201769
128000000,2012,Subsistence,Incidence,Among Population,28.29733,12.86397,3.64016,22.3092668,34.2853932
126300000,2012,Subsistence,Incidence,Among Population,15.1656,28.32095,4.29504,8.1002592,22.2309408
126500000,2012,Subsistence,Incidence,Among Population,22.15237,19.13919,4.23978,15.1779319,29.1268081
129800000,2012,Subsistence,Incidence,Among Population,10.20484,53.0936,5.41811,1.29204905,19.11763095
160200000,2012,Subsistence,Incidence,Among Population,15.87665,23.37761,3.71158,9.7711009,21.9821991
160300000,2012,Subsistence,Incidence,Among Population,26.12109,15.90037,4.15335,19.28882925,32.95335075
166700000,2012,Subsistence,Incidence,Among Population,17.11819,16.47527,2.82027,12.47884585,21.75753415
166800000,2012,Subsistence,Incidence,Among Population,13.1253,23.93667,3.14176,7.9571048,18.2934952
150700000,2012,Subsistence,Incidence,Among Population,3.57891,88.56402,3.16963,-1.63513135,8.79295135
153600000,2012,Subsistence,Incidence,Among Population,49.58376,13.29679,6.59305,38.73819275,60.42932725
153800000,2012,Subsistence,Incidence,Among Population,25.84324,14.98525,3.87267,19.47269785,32.21378215
156600000,2012,Subsistence,Incidence,Among Population,12.34992,26.08638,3.22165,7.05030575,17.64953425
157000000,2012,Subsistence,Incidence,Among Population,7.40071,43.16021,3.19416,2.1463168,12.6551032
130000000,1991,Subsistence,Magnitude,Among Population,135542.9,-,-,-,-
140100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
148100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
141100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
142700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
143200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
144400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
12800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
12900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
13300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
15500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
20900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
21500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
23100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
25000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
25700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
37700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
30800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
31400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
34900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
35400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
36900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
37100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
41000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
42100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
43400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
45600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
45800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
174000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
175100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
175200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
175300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
175900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
50500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
51600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
51700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
52000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
54100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
56200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
60400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
60600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
61900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
67900000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
63000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
64500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
71200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
72200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
74600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
76100000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
87800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
82600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
83700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
84800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
86400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
86000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
97200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
97300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
98300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
99700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
101300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
101800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
103500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
104200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
104300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
112300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
112400000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
112500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
118200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
124700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
128000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
126300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
126500000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
129800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
160200000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
160300000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
166700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
166800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
150700000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
153600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
153800000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
156600000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
157000000,1991,Subsistence,Magnitude,Among Population,-,-,-,-,-
130000000,2006,Subsistence,Magnitude,Among Population,92132.05,-,23350.61,53720.29655,130543.8035
140100000,2006,Subsistence,Magnitude,Among Population,55265.66,-,10119.57769,38618.95471,71912.36529
148100000,2006,Subsistence,Magnitude,Among Population,29696.99,-,9844.982278,13501.99415,45891.98585
141100000,2006,Subsistence,Magnitude,Among Population,9637.486,-,3346.013266,4133.294178,15141.67782
142700000,2006,Subsistence,Magnitude,Among Population,17820.03,-,7822.994648,4951.203805,30688.8562
143200000,2006,Subsistence,Magnitude,Among Population,53305.47,-,10350.57422,36278.7754,70332.1646
144400000,2006,Subsistence,Magnitude,Among Population,39821.85,-,11394.44275,21077.99167,58565.70833
12800000,2006,Subsistence,Magnitude,Among Population,42245.22,-,14459.33599,18459.61229,66030.82771
12900000,2006,Subsistence,Magnitude,Among Population,37507.21,-,18167.05904,7622.397877,67392.02212
13300000,2006,Subsistence,Magnitude,Among Population,69618.31,-,15986.70368,43320.18245,95916.43755
15500000,2006,Subsistence,Magnitude,Among Population,292795.2,-,33366.3237,237907.5975,347682.8025
20900000,2006,Subsistence,Magnitude,Among Population,0,-,0,0,0
21500000,2006,Subsistence,Magnitude,Among Population,119668.7,-,24102.5744,80019.96512,159317.4349
23100000,2006,Subsistence,Magnitude,Among Population,145695.9,-,23580.63234,106905.7598,184486.0402
25000000,2006,Subsistence,Magnitude,Among Population,19611.96,-,9031.572338,4755.023504,34468.8965
25700000,2006,Subsistence,Magnitude,Among Population,7061.925,-,5086.957267,-1306.119704,15429.9697
37700000,2006,Subsistence,Magnitude,Among Population,27606.22,-,21517.93407,-7790.781545,63003.22155
30800000,2006,Subsistence,Magnitude,Among Population,7283.167,-,5766.050623,-2201.986274,16768.32027
31400000,2006,Subsistence,Magnitude,Among Population,31137.2,-,16550.0518,3912.364784,58362.03522
34900000,2006,Subsistence,Magnitude,Among Population,160496.4,-,27346.68365,115511.1054,205481.6946
35400000,2006,Subsistence,Magnitude,Among Population,9621.96,-,7215.273487,-2247.164886,21491.08489
36900000,2006,Subsistence,Magnitude,Among Population,70927.68,-,16337.77396,44052.04184,97803.31816
37100000,2006,Subsistence,Magnitude,Among Population,45852.72,-,16578.64622,18580.84697,73124.59303
41000000,2006,Subsistence,Magnitude,Among Population,112754.8,-,23120.59315,74721.42426,150788.1757
42100000,2006,Subsistence,Magnitude,Among Population,7761.951,-,5404.679562,-1128.746879,16652.64888
43400000,2006,Subsistence,Magnitude,Among Population,42943.94,-,14615.66041,18901.17862,66986.70138
45600000,2006,Subsistence,Magnitude,Among Population,170414.9,-,31426.79384,118717.8241,222111.9759
45800000,2006,Subsistence,Magnitude,Among Population,28684.54,-,10427.92418,11530.60472,45838.47528
174000000,2006,Subsistence,Magnitude,Among Population,28171.59,-,10545.79121,10823.76347,45519.41653
175100000,2006,Subsistence,Magnitude,Among Population,98054.83,-,22838.97984,60484.70816,135624.9518
175200000,2006,Subsistence,Magnitude,Among Population,165913.4,-,24597.90169,125449.8517,206376.9483
175300000,2006,Subsistence,Magnitude,Among Population,133585.8,-,41850.34323,64741.98539,202429.6146
175900000,2006,Subsistence,Magnitude,Among Population,53571.61,-,9615.32121,37754.40661,69388.81339
