psgc_regn,pov_sect_year,pov_sect_sector,pov_reign_measure,estimate,coefficient_of_variation,lower_limit,upper_limit
120000000,2009,Individuals Residing in Urban Areas,Magnitude,246244,11.57443,236955.59,255532.41
160000000,2009,Individuals Residing in Urban Areas,Magnitude,307201.6,11.05635,285949.9,328453.3
150000000,2009,Individuals Residing in Urban Areas,Magnitude,154403.4,19.04066,139637.08,169169.72
130000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
140000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
10000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
20000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
30000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
40000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
170000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
50000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
60000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
70000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
80000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
90000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
100000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
110000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
120000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
160000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
150000000,2012,Individuals Residing in Urban Areas,Magnitude,-,-,-,-
130000000,2003,Migrant and Formal Sector Workers,Magnitude,45288.54,17.20626,45079.88,45497.2
140000000,2003,Migrant and Formal Sector Workers,Magnitude,15160.44,18.53897,14827.65,15493.23
10000000,2003,Migrant and Formal Sector Workers,Magnitude,99885.14,11.12134,97426.87,102343.4
20000000,2003,Migrant and Formal Sector Workers,Magnitude,111037.9,11.60377,107169.6,114906.2
30000000,2003,Migrant and Formal Sector Workers,Magnitude,180357.8,11.57345,177313.6,183402
40000000,2003,Migrant and Formal Sector Workers,Magnitude,186896.8,11.12799,184262.1,189531.5
170000000,2003,Migrant and Formal Sector Workers,Magnitude,92071.7,10.78825,87952.15,96191.25
50000000,2003,Migrant and Formal Sector Workers,Magnitude,235520.5,7.352957,226322.5,244718.5
60000000,2003,Migrant and Formal Sector Workers,Magnitude,298562.1,8.609992,288819.6,308304.6
70000000,2003,Migrant and Formal Sector Workers,Magnitude,186073.5,10.06578,180470.4,191676.6
80000000,2003,Migrant and Formal Sector Workers,Magnitude,144068.4,8.396045,138641.7,149495.1
90000000,2003,Migrant and Formal Sector Workers,Magnitude,96757.5,12.28255,91810.87,101704.1
100000000,2003,Migrant and Formal Sector Workers,Magnitude,164306.1,10.65322,156985.9,171626.3
110000000,2003,Migrant and Formal Sector Workers,Magnitude,143521.2,12.04435,138018,149024.4
120000000,2003,Migrant and Formal Sector Workers,Magnitude,170506.1,9.717711,163416.3,177595.9
160000000,2003,Migrant and Formal Sector Workers,Magnitude,95871.64,9.887869,91391.78,100351.5
150000000,2003,Migrant and Formal Sector Workers,Magnitude,17887.45,18.97779,17169.75,18605.15
130000000,2006,Migrant and Formal Sector Workers,Magnitude,64575.98,13.75956,64249.54,64902.42
140000000,2006,Migrant and Formal Sector Workers,Magnitude,21932.98,22.52123,21177.87,22688.09
10000000,2006,Migrant and Formal Sector Workers,Magnitude,139728.4,9.729381,135736.84,143719.96
20000000,2006,Migrant and Formal Sector Workers,Magnitude,120248,9.848063,116489.17,124006.83
30000000,2006,Migrant and Formal Sector Workers,Magnitude,283270.9,10.85143,276578.11,289963.69
40000000,2006,Migrant and Formal Sector Workers,Magnitude,163915.1,12.3552,161755.95,166074.25
170000000,2006,Migrant and Formal Sector Workers,Magnitude,119537.7,10.0749,113815.53,125259.87
50000000,2006,Migrant and Formal Sector Workers,Magnitude,247443.3,7.059114,237798.14,257088.46
60000000,2006,Migrant and Formal Sector Workers,Magnitude,281746.2,8.626313,273249.73,290242.67
70000000,2006,Migrant and Formal Sector Workers,Magnitude,245137.3,9.581584,236893.92,253380.68
80000000,2006,Migrant and Formal Sector Workers,Magnitude,152830.8,8.735109,147071.53,158590.07
90000000,2006,Migrant and Formal Sector Workers,Magnitude,118088.7,11.095,112677.12,123500.28
100000000,2006,Migrant and Formal Sector Workers,Magnitude,192605.3,8.633219,185270.77,199939.83
110000000,2006,Migrant and Formal Sector Workers,Magnitude,136809.7,10.66236,132633.91,140985.49
120000000,2006,Migrant and Formal Sector Workers,Magnitude,168782.9,8.237299,163074.13,174491.67
160000000,2006,Migrant and Formal Sector Workers,Magnitude,106215.1,9.596917,100972.16,111458.04
150000000,2006,Migrant and Formal Sector Workers,Magnitude,36467.39,13.75462,34815.9,38118.88
130000000,2009,Migrant and Formal Sector Workers,Magnitude,61513.3,13.49731,61248.55,61778.05
140000000,2009,Migrant and Formal Sector Workers,Magnitude,26584.42,16.39836,25900.64,27268.2
10000000,2009,Migrant and Formal Sector Workers,Magnitude,131026.4,8.10047,128490.31,133562.49
20000000,2009,Migrant and Formal Sector Workers,Magnitude,126716,10.24762,122688.89,130743.11
30000000,2009,Migrant and Formal Sector Workers,Magnitude,331317.5,10.36875,323466.42,339168.58
40000000,2009,Migrant and Formal Sector Workers,Magnitude,193694.5,9.302878,191597.07,195791.93
170000000,2009,Migrant and Formal Sector Workers,Magnitude,131988.4,9.339466,126620.43,137356.37
50000000,2009,Migrant and Formal Sector Workers,Magnitude,316143.8,5.876372,305260.37,327027.23
60000000,2009,Migrant and Formal Sector Workers,Magnitude,383347.6,7.896043,370724.49,395970.71
70000000,2009,Migrant and Formal Sector Workers,Magnitude,279067.9,8.072925,271357.65,286778.15
80000000,2009,Migrant and Formal Sector Workers,Magnitude,204443.7,6.147723,197857.07,211030.33
90000000,2009,Migrant and Formal Sector Workers,Magnitude,161691.7,9.092084,154629.43,168753.97
100000000,2009,Migrant and Formal Sector Workers,Magnitude,222137.1,7.73599,214587.25,229686.95
110000000,2009,Migrant and Formal Sector Workers,Magnitude,169219.9,8.958575,164400.51,174039.29
120000000,2009,Migrant and Formal Sector Workers,Magnitude,201184.1,7.611468,194857.44,207510.76
160000000,2009,Migrant and Formal Sector Workers,Magnitude,133873.3,6.701073,128724.74,139021.86
150000000,2009,Migrant and Formal Sector Workers,Magnitude,44750.63,13.46899,42495.96,47005.3
130000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
140000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
10000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
20000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
30000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
40000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
170000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
50000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
60000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
70000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
80000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
90000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
100000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
110000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
120000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
160000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
150000000,2012,Migrant and Formal Sector Workers,Magnitude,-,-,-,-
130000000,2003,Farmers,Magnitude,-,-,-,-
140000000,2003,Farmers,Magnitude,44205.32,10.11417,42164.85,46245.79
10000000,2003,Farmers,Magnitude,82951.19,8.99041,79858.55,86043.83
20000000,2003,Farmers,Magnitude,43075.65,12.43307,41730.14,44421.16
30000000,2003,Farmers,Magnitude,39269.43,18.91497,37833.23,40705.63
40000000,2003,Farmers,Magnitude,76367.48,11.84802,73073.68,79661.28
170000000,2003,Farmers,Magnitude,87965.65,6.573693,84184.76,91746.54
50000000,2003,Farmers,Magnitude,166215.9,5.687744,158901.4,173530.4
60000000,2003,Farmers,Magnitude,119971.8,9.308972,113826.9,126116.7
70000000,2003,Farmers,Magnitude,247529.9,5.065694,235548.9,259510.9
80000000,2003,Farmers,Magnitude,115058.6,6.18684,110685.5,119431.7
90000000,2003,Farmers,Magnitude,168795.6,4.830686,160566.5,177024.7
100000000,2003,Farmers,Magnitude,154736.9,5.754799,147700.5,161773.3
110000000,2003,Farmers,Magnitude,119453.6,7.745397,113030.5,125876.7
120000000,2003,Farmers,Magnitude,100379.9,8.701324,95210.52,105549.3
160000000,2003,Farmers,Magnitude,90822.84,4.356637,87376.82,94268.86
150000000,2003,Farmers,Magnitude,111449.4,10.97526,104496.6,118402.2
130000000,2006,Farmers,Magnitude,-,-,-,-
140000000,2006,Farmers,Magnitude,53184.82,11.5029,49884.1,56485.54
10000000,2006,Farmers,Magnitude,81892.08,9.252521,78762.13,85022.03
20000000,2006,Farmers,Magnitude,37431.55,11.79473,36457.18,38405.92
30000000,2006,Farmers,Magnitude,46729.36,12.64691,45245.08,48213.64
40000000,2006,Farmers,Magnitude,90116.42,14.77125,84793.59,95439.25
170000000,2006,Farmers,Magnitude,95731.89,7.413412,91068.61,100395.17
50000000,2006,Farmers,Magnitude,166338.6,6.235449,158801.27,173875.93
60000000,2006,Farmers,Magnitude,116829.5,9.160698,111593.8,122065.2
70000000,2006,Farmers,Magnitude,219133.3,4.90389,208915.87,229350.73
80000000,2006,Farmers,Magnitude,139184.7,7.472479,131979.41,146389.99
90000000,2006,Farmers,Magnitude,139601,6.968472,131341.09,147860.91
100000000,2006,Farmers,Magnitude,139048.4,5.240928,133007.72,145089.08
110000000,2006,Farmers,Magnitude,114132.8,9.285638,106411.36,121854.24
120000000,2006,Farmers,Magnitude,112217.9,7.004893,107401.45,117034.35
160000000,2006,Farmers,Magnitude,69878.12,6.966456,66065.36,73690.88
150000000,2006,Farmers,Magnitude,151397.1,8.981381,141454.07,161340.13
130000000,2009,Farmers,Magnitude,-,-,-,-
140000000,2009,Farmers,Magnitude,48365.99,9.191862,46175.46,50556.52
10000000,2009,Farmers,Magnitude,64510.22,10.71822,62082.59,66937.85
20000000,2009,Farmers,Magnitude,36728.76,10.4128,35907.89,37549.63
30000000,2009,Farmers,Magnitude,33303.42,12.9976,32447.01,34159.83
40000000,2009,Farmers,Magnitude,87861.55,10.2912,84211.06,91512.04
170000000,2009,Farmers,Magnitude,75826.71,8.27467,72342.84,79310.58
50000000,2009,Farmers,Magnitude,151593.5,5.531839,145901.33,157285.67
60000000,2009,Farmers,Magnitude,108608.4,11.16957,102860.49,114356.31
70000000,2009,Farmers,Magnitude,208461.7,5.41935,198465.6,218457.8
80000000,2009,Farmers,Magnitude,116966.2,5.701737,111842.95,122089.45
90000000,2009,Farmers,Magnitude,138749.4,5.63773,131802.92,145695.88
100000000,2009,Farmers,Magnitude,152435,5.099827,145752.79,159117.21
110000000,2009,Farmers,Magnitude,121100.2,9.865989,112388.28,129812.12
120000000,2009,Farmers,Magnitude,102076.9,8.276554,96797.15,107356.65
160000000,2009,Farmers,Magnitude,72905.65,6.240233,69182.73,76628.57
150000000,2009,Farmers,Magnitude,165654.2,6.42462,157539.09,173769.31
130000000,2012,Farmers,Magnitude,-,-,-,-
140000000,2012,Farmers,Magnitude,-,-,-,-
10000000,2012,Farmers,Magnitude,-,-,-,-
20000000,2012,Farmers,Magnitude,-,-,-,-
30000000,2012,Farmers,Magnitude,-,-,-,-
40000000,2012,Farmers,Magnitude,-,-,-,-
170000000,2012,Farmers,Magnitude,-,-,-,-
50000000,2012,Farmers,Magnitude,-,-,-,-
60000000,2012,Farmers,Magnitude,-,-,-,-
70000000,2012,Farmers,Magnitude,-,-,-,-
80000000,2012,Farmers,Magnitude,-,-,-,-
90000000,2012,Farmers,Magnitude,-,-,-,-
100000000,2012,Farmers,Magnitude,-,-,-,-
110000000,2012,Farmers,Magnitude,-,-,-,-
120000000,2012,Farmers,Magnitude,-,-,-,-
160000000,2012,Farmers,Magnitude,-,-,-,-
150000000,2012,Farmers,Magnitude,-,-,-,-
130000000,2003,Fishermen,Magnitude,-,-,-,-
140000000,2003,Fishermen,Magnitude,-,-,-,-
10000000,2003,Fishermen,Magnitude,6725.832,27.82714,6173.1,7278.564
20000000,2003,Fishermen,Magnitude,-,-,-,-
30000000,2003,Fishermen,Magnitude,9835.547,17.51294,9238.515,10432.58
40000000,2003,Fishermen,Magnitude,32174.21,16.29107,29853.38,34495.04
170000000,2003,Fishermen,Magnitude,29490.66,11.29239,27240.99,31740.33
50000000,2003,Fishermen,Magnitude,41345.5,7.778176,38573.28,44117.72
60000000,2003,Fishermen,Magnitude,22001.79,12.96023,20504.21,23499.37
70000000,2003,Fishermen,Magnitude,49349.96,12.15686,44492.23,54207.69
80000000,2003,Fishermen,Magnitude,26864.09,11.70095,25364.75,28363.43
90000000,2003,Fishermen,Magnitude,31005.38,11.73406,28251.94,33758.82
100000000,2003,Fishermen,Magnitude,19171,11.02269,17472.87,20869.13
110000000,2003,Fishermen,Magnitude,12450.32,14.60175,11472.75,13427.89
120000000,2003,Fishermen,Magnitude,16848.8,14.81417,15370.42,18327.18
160000000,2003,Fishermen,Magnitude,19272.12,11.65719,17203.19,21341.05
150000000,2003,Fishermen,Magnitude,36256.52,22.59113,32905.39,39607.65
130000000,2006,Fishermen,Magnitude,-,-,-,-
140000000,2006,Fishermen,Magnitude,-,-,-,-
10000000,2006,Fishermen,Magnitude,17099.47,16.02392,15170.95,19027.99
20000000,2006,Fishermen,Magnitude,-,-,-,-
30000000,2006,Fishermen,Magnitude,6696.743,31.6841,6042.61,7350.88
40000000,2006,Fishermen,Magnitude,32885.3,21.61817,29424.79,36345.81
170000000,2006,Fishermen,Magnitude,25220.27,10.92525,23447.89,26992.65
50000000,2006,Fishermen,Magnitude,42837.04,8.121521,39988.63,45685.45
60000000,2006,Fishermen,Magnitude,23897.67,16.67835,21737.1,26058.24
70000000,2006,Fishermen,Magnitude,51215.68,9.890801,47036.49,55394.87
80000000,2006,Fishermen,Magnitude,29785.43,11.26111,27565.93,32004.93
90000000,2006,Fishermen,Magnitude,24702.41,12.32266,22127.41,27277.41
100000000,2006,Fishermen,Magnitude,14103.08,10.21108,13038.25,15167.91
110000000,2006,Fishermen,Magnitude,11270.05,11.84936,10268.11,12271.99
120000000,2006,Fishermen,Magnitude,13151.37,11.19656,12395.58,13907.16
160000000,2006,Fishermen,Magnitude,17590.02,8.6344,16177.33,19002.71
150000000,2006,Fishermen,Magnitude,83718.78,10.32353,77033.95,90403.61
130000000,2009,Fishermen,Magnitude,-,-,-,-
140000000,2009,Fishermen,Magnitude,-,-,-,-
10000000,2009,Fishermen,Magnitude,16799.45,16.28749,14829.66,18769.24
20000000,2009,Fishermen,Magnitude,-,-,-,-
30000000,2009,Fishermen,Magnitude,4889.767,10.56593,4719.74,5059.79
40000000,2009,Fishermen,Magnitude,26708.43,12.75732,25034.67,28382.19
170000000,2009,Fishermen,Magnitude,18043.25,12.15784,16760.56,19325.94
50000000,2009,Fishermen,Magnitude,33938.33,7.037379,32079.03,35797.63
60000000,2009,Fishermen,Magnitude,18436.77,14.80329,17071.09,19802.45
70000000,2009,Fishermen,Magnitude,41019.75,9.117987,38063.98,43975.52
80000000,2009,Fishermen,Magnitude,31954.47,8.650805,29876.98,34031.96
90000000,2009,Fishermen,Magnitude,26659.78,11.35253,24261.34,29058.22
100000000,2009,Fishermen,Magnitude,15502.32,14.62266,13582.71,17421.93
110000000,2009,Fishermen,Magnitude,15251.93,14.52102,13703.97,16799.89
120000000,2009,Fishermen,Magnitude,16396.25,22.39893,14078.39,18714.11
160000000,2009,Fishermen,Magnitude,20324.55,8.108948,18718.91,21930.19
150000000,2009,Fishermen,Magnitude,54831.9,12.6804,49822.68,59841.12
130000000,2012,Fishermen,Magnitude,-,-,-,-
140000000,2012,Fishermen,Magnitude,-,-,-,-
10000000,2012,Fishermen,Magnitude,-,-,-,-
20000000,2012,Fishermen,Magnitude,-,-,-,-
30000000,2012,Fishermen,Magnitude,-,-,-,-
40000000,2012,Fishermen,Magnitude,-,-,-,-
170000000,2012,Fishermen,Magnitude,-,-,-,-
50000000,2012,Fishermen,Magnitude,-,-,-,-
60000000,2012,Fishermen,Magnitude,-,-,-,-
70000000,2012,Fishermen,Magnitude,-,-,-,-
80000000,2012,Fishermen,Magnitude,-,-,-,-
90000000,2012,Fishermen,Magnitude,-,-,-,-
100000000,2012,Fishermen,Magnitude,-,-,-,-
110000000,2012,Fishermen,Magnitude,-,-,-,-
120000000,2012,Fishermen,Magnitude,-,-,-,-
160000000,2012,Fishermen,Magnitude,-,-,-,-
150000000,2012,Fishermen,Magnitude,-,-,-,-
130000000,2003,Self-employed and Unpaid Family Workers,Magnitude,13733.15,22.86282,13659.54,13806.76
140000000,2003,Self-employed and Unpaid Family Workers,Magnitude,100353.6,10.9531,95283.15,105424.1
10000000,2003,Self-employed and Unpaid Family Workers,Magnitude,146315,11.02962,140622.7,152007.3
20000000,2003,Self-employed and Unpaid Family Workers,Magnitude,52016.9,16.84932,50091.15,53942.65
30000000,2003,Self-employed and Unpaid Family Workers,Magnitude,84668.38,15.00012,82949.64,86387.12
40000000,2003,Self-employed and Unpaid Family Workers,Magnitude,180977.3,13.53751,175627.3,186327.3
170000000,2003,Self-employed and Unpaid Family Workers,Magnitude,179531.5,6.464618,172612.4,186450.6
50000000,2003,Self-employed and Unpaid Family Workers,Magnitude,449076.8,5.875037,430455.9,467697.7
60000000,2003,Self-employed and Unpaid Family Workers,Magnitude,277669.4,10.48602,264262.4,291076.4
70000000,2003,Self-employed and Unpaid Family Workers,Magnitude,478835.6,6.860583,454545.4,503125.8
80000000,2003,Self-employed and Unpaid Family Workers,Magnitude,333260.4,6.533579,320549.2,345971.6
90000000,2003,Self-employed and Unpaid Family Workers,Magnitude,366610.7,5.429448,347881.8,385339.6
100000000,2003,Self-employed and Unpaid Family Workers,Magnitude,439127.6,6.730537,416575.2,461680
110000000,2003,Self-employed and Unpaid Family Workers,Magnitude,232460.8,9.375136,220480.7,244440.9
120000000,2003,Self-employed and Unpaid Family Workers,Magnitude,185147.5,8.225279,177039.4,193255.6
160000000,2003,Self-employed and Unpaid Family Workers,Magnitude,182194.1,5.773036,174546.8,189841.4
150000000,2003,Self-employed and Unpaid Family Workers,Magnitude,238725.2,10.11462,225874,251576.4
130000000,2006,Self-employed and Unpaid Family Workers,Magnitude,49870.17,12.87963,49338.86,50401.48
140000000,2006,Self-employed and Unpaid Family Workers,Magnitude,120512.3,12.25676,112957.78,128066.82
10000000,2006,Self-employed and Unpaid Family Workers,Magnitude,190063,8.688852,183480.67,196645.33
20000000,2006,Self-employed and Unpaid Family Workers,Magnitude,56168.21,15.21346,54364.67,57971.75
30000000,2006,Self-employed and Unpaid Family Workers,Magnitude,132818.9,11.83244,129905.86,135731.94
40000000,2006,Self-employed and Unpaid Family Workers,Magnitude,222384.3,15.56727,213530.56,231238.04
170000000,2006,Self-employed and Unpaid Family Workers,Magnitude,210426.2,7.315447,201320.83,219531.57
50000000,2006,Self-employed and Unpaid Family Workers,Magnitude,434203,6.478646,415507.43,452898.57
60000000,2006,Self-employed and Unpaid Family Workers,Magnitude,297569,9.117038,285631.78,309506.22
70000000,2006,Self-employed and Unpaid Family Workers,Magnitude,475867.9,7.189927,452204.09,499531.71
80000000,2006,Self-employed and Unpaid Family Workers,Magnitude,293931.7,7.457632,281452.25,306411.15
90000000,2006,Self-employed and Unpaid Family Workers,Magnitude,323171.5,7.778782,303673.96,342669.04
100000000,2006,Self-employed and Unpaid Family Workers,Magnitude,321529,6.568716,307384.38,335673.62
110000000,2006,Self-employed and Unpaid Family Workers,Magnitude,228137.5,9.895272,215186.41,241088.59
120000000,2006,Self-employed and Unpaid Family Workers,Magnitude,214046.7,7.95251,205004.77,223088.63
160000000,2006,Self-employed and Unpaid Family Workers,Magnitude,187773.9,7.362398,177945.3,197602.5
150000000,2006,Self-employed and Unpaid Family Workers,Magnitude,357158.6,6.515912,340044.09,374273.11
130000000,2009,Self-employed and Unpaid Family Workers,Magnitude,22455.42,17.44673,22309.22,22601.62
140000000,2009,Self-employed and Unpaid Family Workers,Magnitude,110413.5,9.950311,104800.22,116026.78
10000000,2009,Self-employed and Unpaid Family Workers,Magnitude,195480.8,9.453102,188217.14,202744.46
20000000,2009,Self-employed and Unpaid Family Workers,Magnitude,53378.6,12.59557,52084.29,54672.91
30000000,2009,Self-employed and Unpaid Family Workers,Magnitude,100593.4,11.16189,98981.31,102205.49
40000000,2009,Self-employed and Unpaid Family Workers,Magnitude,226087.4,10.94932,220322.03,231852.77
170000000,2009,Self-employed and Unpaid Family Workers,Magnitude,173647.3,8.270562,166602.46,180692.14
50000000,2009,Self-employed and Unpaid Family Workers,Magnitude,394205.3,5.20837,381703.75,406706.85
60000000,2009,Self-employed and Unpaid Family Workers,Magnitude,279993.2,9.939713,268362.09,291624.31
70000000,2009,Self-employed and Unpaid Family Workers,Magnitude,493355,6.332315,472343.4,514366.6
80000000,2009,Self-employed and Unpaid Family Workers,Magnitude,316767.2,5.753913,305299.43,328234.97
90000000,2009,Self-employed and Unpaid Family Workers,Magnitude,342081,6.452608,324142,360020
100000000,2009,Self-employed and Unpaid Family Workers,Magnitude,369884.4,6.244803,352806.21,386962.59
110000000,2009,Self-employed and Unpaid Family Workers,Magnitude,231838.3,10.49658,218049.04,245627.56
120000000,2009,Self-employed and Unpaid Family Workers,Magnitude,244426.8,8.154641,232587.09,256266.51
160000000,2009,Self-employed and Unpaid Family Workers,Magnitude,230424.4,6.15645,219347.78,241501.02
150000000,2009,Self-employed and Unpaid Family Workers,Magnitude,401162.3,6.345301,382664.24,419660.36
130000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
140000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
10000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
20000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
30000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
40000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
170000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
50000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
60000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
70000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
80000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
90000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
100000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
110000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
120000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
160000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
150000000,2012,Self-employed and Unpaid Family Workers,Magnitude,-,-,-,-
130000000,2003,Employed,Magnitude,62527.26,14.02035,62301.73,62752.79
140000000,2003,Employed,Magnitude,108240.5,12.34424,103954.2,112526.8
10000000,2003,Employed,Magnitude,274739.2,9.434137,267073.7,282404.7
20000000,2003,Employed,Magnitude,177495.9,10.2452,172869.5,182122.3
30000000,2003,Employed,Magnitude,281560.1,10.33031,277342.7,285777.5
40000000,2003,Employed,Magnitude,685377.1,5.895265,660565.6,710188.6
170000000,2003,Employed,Magnitude,382777.1,10.85398,376066.5,389487.7
50000000,2003,Employed,Magnitude,269762.6,7.351635,259988.4,279536.8
60000000,2003,Employed,Magnitude,604880.4,8.119058,585120.6,624640.2
70000000,2003,Employed,Magnitude,661522.1,8.21243,634283.2,688761
80000000,2003,Employed,Magnitude,441547.2,6.330274,427547.7,455546.7
90000000,2003,Employed,Magnitude,451551,7.684174,427456.2,475645.8
100000000,2003,Employed,Magnitude,522128.3,7.809288,499410.8,544845.8
110000000,2003,Employed,Magnitude,371227.7,9.984329,356294.6,386160.8
120000000,2003,Employed,Magnitude,360853.4,8.197664,347256.5,374450.3
160000000,2003,Employed,Magnitude,279408.9,6.939735,267813,291004.8
150000000,2003,Employed,Magnitude,241753.9,10.45011,230116.5,253391.3
130000000,2006,Employed,Magnitude,125169.2,11.69635,124457.85,125880.55
140000000,2006,Employed,Magnitude,144869.4,13.26912,137622.79,152116.01
10000000,2006,Employed,Magnitude,372721.3,8.235052,361387.35,384055.25
20000000,2006,Employed,Magnitude,203231.1,9.548734,198003.08,208459.12
30000000,2006,Employed,Magnitude,454657.2,9.736976,445121.56,464192.84
40000000,2006,Employed,Magnitude,426389,13.70417,416395.1,436382.9
170000000,2006,Employed,Magnitude,354110.2,7.819889,339041.68,369178.72
50000000,2006,Employed,Magnitude,731566.2,5.930334,704396.92,758735.48
60000000,2006,Employed,Magnitude,631560.8,8.043962,612094.08,651027.52
70000000,2006,Employed,Magnitude,776738.9,8.250533,743254.18,810223.62
80000000,2006,Employed,Magnitude,478989,6.607582,463089.06,494888.94
90000000,2006,Employed,Magnitude,467357.1,8.542202,442445.52,492268.68
100000000,2006,Employed,Magnitude,564003,6.672047,542805.25,585200.75
110000000,2006,Employed,Magnitude,401824.7,10.36757,384294.74,419354.66
120000000,2006,Employed,Magnitude,420331.3,7.713252,404791.07,435871.53
160000000,2006,Employed,Magnitude,307615.1,7.713839,293221.37,322008.83
150000000,2006,Employed,Magnitude,393727.8,6.930843,375489.98,411965.62
130000000,2009,Employed,Magnitude,99334.13,12.05878,98899.08,99769.18
140000000,2009,Employed,Magnitude,144633.7,11.07829,138761.18,150506.22
10000000,2009,Employed,Magnitude,355610,7.61325,346700.54,364519.46
20000000,2009,Employed,Magnitude,204093.3,9.20882,199149.49,209037.11
30000000,2009,Employed,Magnitude,477980,8.632386,469100.1,486859.9
40000000,2009,Employed,Magnitude,465226.9,9.40313,457728.2,472725.6
170000000,2009,Employed,Magnitude,323893.3,7.330339,312869.36,334917.24
50000000,2009,Employed,Magnitude,757492.2,4.661835,736080.15,778904.25
60000000,2009,Employed,Magnitude,754909.7,6.675313,733112.54,776706.86
70000000,2009,Employed,Magnitude,833306.4,6.751345,805058,861554.8
80000000,2009,Employed,Magnitude,569725.4,5.296497,552429.22,587021.58
90000000,2009,Employed,Magnitude,530956.6,6.974146,506924.26,554988.94
100000000,2009,Employed,Magnitude,640793.5,6.513275,616026.98,665560.02
110000000,2009,Employed,Magnitude,432717.5,9.115738,416024.25,449410.75
120000000,2009,Employed,Magnitude,471644.7,7.166288,454871.56,488417.84
160000000,2009,Employed,Magnitude,380583.2,6.093493,364916.13,396250.27
150000000,2009,Employed,Magnitude,437886,6.68951,418095.36,457676.64
130000000,2012,Employed,Magnitude,-,-,-,-
140000000,2012,Employed,Magnitude,-,-,-,-
10000000,2012,Employed,Magnitude,-,-,-,-
20000000,2012,Employed,Magnitude,-,-,-,-
30000000,2012,Employed,Magnitude,-,-,-,-
40000000,2012,Employed,Magnitude,-,-,-,-
170000000,2012,Employed,Magnitude,-,-,-,-
50000000,2012,Employed,Magnitude,-,-,-,-
60000000,2012,Employed,Magnitude,-,-,-,-
70000000,2012,Employed,Magnitude,-,-,-,-
80000000,2012,Employed,Magnitude,-,-,-,-
90000000,2012,Employed,Magnitude,-,-,-,-
100000000,2012,Employed,Magnitude,-,-,-,-
110000000,2012,Employed,Magnitude,-,-,-,-
120000000,2012,Employed,Magnitude,-,-,-,-
160000000,2012,Employed,Magnitude,-,-,-,-
